County,State,Males,Females,Under 6 years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and above,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),Under $25K,$25K to $49K,$50K to $74K,$75K to $99K,100K and over,FID
Virginia,Wythe,48.92,51.08,6.6,15.39,6.93,9.81,13.93,15.16,14.36,10.12,7.71,94.77,3.9,0.03,0.22,0,0.11,0.19,0.97,93.8,32.74,29.14,20.02,9.08,9.03,2699
Virginia,York,48.88,51.12,7.15,20.72,7.76,9.27,13.29,17.66,12.03,7.26,4.86,77.77,13.41,0.19,4.26,0.24,0.53,2.65,4.32,74.36,9.95,16.94,19,16.88,37.23,2709
Virginia,Buena Vista,46.51,53.49,7.26,16.33,13.41,10.33,11.29,12.57,12.74,9.04,7.02,91.77,6.02,0.35,0,0.12,0.15,1.64,0.89,90.89,34.24,27.4,16.93,16.52,4.9,2720
Virginia,Charlottesville,47.74,52.26,6.12,9.76,29.84,16.03,10.18,10.01,8.82,4.88,4.36,66.38,19.5,0.39,6.3,0.1,1.9,2.65,4.6,64.64,32.87,24.6,17,10.1,15.43,2722
Virginia,Alexandria,48.06,51.94,8.14,9.74,8.74,22.13,17.71,13.36,11.04,5.25,3.9,60.56,20.99,0.42,5.65,0.16,4.73,2.98,14.33,52.38,11.61,16.59,18.07,14.1,39.64,2712
Virginia,Bedford City,46.19,53.81,7.65,14.26,9.42,9.76,11.14,14.11,12.18,8.37,13.11,73.74,21.81,0,0.39,0,0.05,3.29,1.46,72.32,37.53,30.55,16.79,4.24,10.89,2713
Virginia,Bristol,47.03,52.97,7.35,14.9,9.23,10.94,12.16,13.71,12.76,9.44,9.52,90.16,6.8,0.23,0.41,0,0,1.67,0.42,90.16,41.19,28.66,16.33,6.49,7.32,2716
Virginia,Falls Church,49,51,7.55,18.26,6.3,12.22,14.94,16.46,13.78,5.79,4.7,72.77,4.3,0.1,10.31,0,4.18,1.31,7.93,69.39,7.84,14.02,14.51,8.61,55.01,2740
Virginia,Colonial Heights,46.3,53.7,6.62,16.95,8.09,10.19,11.96,14.27,12.29,9.1,10.53,84.35,11.15,0.19,3.06,0,0.55,1.06,3.69,81.85,18.74,30.88,21.27,13.07,16.03,2727
Virginia,Covington,48.41,51.59,6.78,15.82,7.85,9.96,12.5,15.27,13.1,9.75,8.98,84.63,11.74,0.29,1.14,0,0,2.67,0.94,83.69,33.47,32.87,15.56,11.17,6.93,2729
Virginia,Danville,45.61,54.39,7.44,15.36,9.59,9.5,10.94,14.24,13.86,8.94,10.14,49.6,48.92,0.17,0.82,0.02,1.51,0.66,2.68,48.45,43.49,28.34,13.38,6.89,7.9,2732
Virginia,Emporia,46.06,53.94,8.66,18.56,8.44,10.95,11.56,13.36,11.57,7.76,9.14,32.36,61.43,0.39,0.57,0,2.99,0.49,3.69,31.65,38.11,30.67,14.05,8.52,8.65,2736
Virginia,Fairfax City,49.29,50.71,6.71,14.62,10.62,12.9,13.78,15.24,12.43,7.16,6.52,71.21,4.52,0.48,14.98,0.14,3.74,2.69,14.16,61.43,8.41,12.4,15.71,15.51,47.97,2737
Virginia,Martinsville,45.53,54.47,7.22,15.41,7.8,9.45,12.11,15.61,13.23,9.23,9.94,50.68,45.31,0.59,0.58,0,2.94,1.41,3.74,50.39,41.52,28.25,15.47,5.62,9.14,2771
Virginia,Franklin City,44.52,55.48,8.75,16.53,9.05,9.55,11.26,14.62,12.98,8.59,8.66,40.55,56.5,0.09,0.71,0,0,1.76,0.26,40.55,39.7,25.09,13.54,10.9,10.78,2744
Virginia,Fredericksburg,45.89,54.11,7.86,14.52,22.45,13.79,11.25,11.34,8.86,4.85,5.08,63.04,22.49,0.45,2.54,0.13,6.27,1.33,8.9,60.41,26.53,30.46,14.87,10.12,18.02,2745
Virginia,Galax,47.07,52.93,6.89,16.19,8.29,9.36,12.81,13.56,12.7,9.24,10.96,92.56,4.35,1.59,0,0,0,0,13.68,78.88,52.22,21.35,11.7,8.72,6.01,2747
Virginia,Hampton,47.84,52.16,7.67,16.75,12.82,12.21,11.68,15.16,11.43,6.82,5.44,44.78,50.03,0.49,2.38,0.09,1.41,2,4.36,42.71,21.97,28.26,21.62,13.78,14.38,2751
Montana,Toole,55.71,44.29,6.2,15.93,7.91,11.87,12.73,17.24,14.24,7.01,6.87,90.23,0.49,2.91,0.09,0,1.24,1.63,2.2,89.73,34.19,23.64,19.28,12.1,10.79,1292
Montana,Sheridan,50.18,49.82,5.64,14.8,4.67,7.42,9.54,17.32,17.49,10.43,12.68,97.31,0.06,2.66,0.12,0,1.24,2.19,0.5,97.16,32.2,27.48,16.91,9.08,14.34,1281
Montana,Silver Bow,50.5,49.5,6.92,15.7,10.39,10.08,11.27,15.55,13.68,8.7,7.72,93.73,0.13,2.3,0.49,0.02,0.44,1.72,3.54,91.37,32.84,28.96,19.55,8.96,9.69,1284
Montana,Stillwater,51.27,48.73,7.33,16.77,4.79,8.65,11.51,17.28,17.28,9.63,6.77,94.47,0.21,0.64,0.15,0.2,1.23,1.1,2.04,93.7,20.52,24.01,20.07,18.07,17.32,1286
Montana,Sweet Grass,50.56,49.44,6.55,17.75,4.33,7.67,11.5,15.56,16,10.49,10.16,98.82,0,0.6,0,0,0.6,1.78,2.03,96.96,26.09,28.94,24.5,9.67,10.79,1288
Montana,Teton,49.32,50.68,6.47,18.29,5.25,8.17,10.65,16.02,14.38,11.03,9.73,96.58,0,2.63,0,0,0.81,0.51,1.63,95.8,32.95,28.32,18.92,11.39,8.42,1290
Nebraska,Box Butte,49,51,8.21,18.3,5.89,10.58,11.25,15.7,14.94,6.92,8.23,89.24,0.39,3.13,0.41,0,4.94,2.46,9.51,85.55,28.15,26.66,19.51,12,13.69,1315
Montana,Treasure,51.39,48.61,5.29,14.35,4.46,7.1,8.77,19.78,16.43,13.79,10.03,111.56,0,0,0.7,0,2.51,3.34,13.51,100.56,27.9,32.29,14.73,9.4,15.67,1293
Montana,Valley,49.72,50.28,6.84,17.63,4.94,8.47,10.1,15.96,15.38,10.46,10.23,87.39,0.79,8.73,0.57,0.03,0.24,1.93,1.44,86.42,24.59,32.65,19.32,12.06,11.39,1296
Montana,Wheatland,49.31,50.69,7.93,17.25,6.32,8.03,10.61,13.38,15.82,10.89,9.78,96.68,0,0.78,0,0,0,0.23,0,96.68,40.15,33.26,10.44,8.4,7.75,1298
Montana,Wibaux,50.44,49.56,6.49,15.54,5.01,8.26,8.65,16.03,16.13,10.23,13.67,99.71,0.69,3.24,0,0,0,1.28,2.16,97.54,22.62,38.3,14.4,12.08,12.6,1300
Montana,Yellowstone,48.92,51.08,8.2,16.7,9.2,12.1,12.02,15.02,12.66,7.26,6.84,88.59,0.69,3.76,0.74,0.15,1.48,1.95,4.45,86.09,23.82,27.38,20.03,12.81,15.97,1302
Nebraska,Adams,49.74,50.26,8.05,17.61,11.49,9.97,10.97,14.2,12.28,7.26,8.17,93.94,0.51,0.44,1.47,0.01,1.64,1.23,7.16,88.7,27.73,27.24,21.21,13,10.81,1303
Nebraska,Blaine,51.67,48.33,5.65,19.67,3.14,7.74,11.51,17.99,14.44,12.34,7.53,105.44,0,0,0,0,0,7.32,0,105.44,20.25,43.8,26.86,4.13,4.96,1309
Nebraska,Boone,49.94,50.06,7.27,17.98,5.81,7.79,10.55,16.37,13.08,8.85,12.3,100.76,0,0,0.04,0,0,0.07,0.33,100.44,26.66,32.96,22.8,9.74,7.85,1310
Nebraska,Boyd,49.45,50.55,5.67,16.77,4.72,6.77,9.29,15.29,14.96,12.2,14.34,96.52,0,0.38,0,0,3.48,0,3.48,96.52,27.04,41.42,18.88,8.26,4.4,1317
Nebraska,Arthur,49.57,50.43,9.35,19.35,3.91,11.3,9.57,12.61,13.48,10.87,9.57,91.3,0,0,0,0,0,1.3,1.09,91.3,15.73,49.44,20.22,6.18,8.43,1307
Nebraska,Antelope,49.8,50.2,7.52,17.26,5.53,8.39,9.14,15.99,15.15,10.02,10.98,99.36,0.37,0.04,0.07,0,0.06,0.94,2.2,97.49,32.49,31.48,18.48,9.89,7.66,1305
Nebraska,Banner,51.3,48.7,6.23,17.25,5.22,7.1,7.68,18.99,17.83,10.72,8.99,98.99,0,0,0,0,2.46,2.9,5.36,97.25,42.81,23.12,20.62,3.12,10.31,1308
Nebraska,Brown,48.68,51.32,5.95,16.95,4.55,8.39,10.14,15.04,14.91,11.41,12.66,99.78,0.13,0.1,0.16,0,0,1.34,0,99.78,47.09,27.31,12.91,7.01,5.67,1319
Nebraska,Burt,49.01,50.99,6.94,16.78,4.83,7.93,10.5,15.31,14.6,10.15,12.96,98.21,0.83,1.08,0.26,0,0.26,0.9,1.65,96.95,25.65,31.82,20.84,10.3,11.39,1323
Nebraska,Butler,50.16,49.84,7.17,18.99,5.32,8.48,10.98,16.59,13.37,8.77,10.33,98.11,0.44,0,0,0,1.06,0.24,2.18,96.99,21.79,33.87,23.65,10.78,9.91,1325
Nebraska,Cedar,50.84,49.16,8.2,18.94,5.25,8.04,10.27,16.2,12.71,8.56,11.82,99.64,0.02,0.15,0.24,0.07,0.07,0.43,1.16,98.6,29.22,30.71,20.59,11.26,8.22,1329
Nebraska,Cass,50.17,49.83,7.71,18.98,6.1,9.65,12.84,16.51,13.93,7.86,6.41,97.68,0.25,0.14,0.39,0,0.35,1.21,2.25,95.81,14.54,23.13,24.05,17.04,21.24,1326
Nebraska,Buffalo,49.54,50.46,8.59,17.15,15.76,12.06,10.94,12.65,10.75,5.98,6.12,91.96,0.67,0.09,1.07,0,3.12,1.65,6.79,88.68,25.09,27.12,21.73,12.08,13.98,1321
Nebraska,Cuming,49.59,50.41,7.81,18.37,5.38,8.96,11.02,15.07,12.58,8.93,11.87,94.66,1.42,2.43,0.32,0,1.31,1,7.54,92,27.31,28.66,22.81,10.44,10.78,1340
Nebraska,Chase,49.55,50.45,8.55,16.64,6.18,9.56,10.36,15.03,13.26,9.13,11.3,95.01,0,0.25,0,0,2.22,1.54,9.18,89.59,29.24,33.63,15.91,11.7,9.53,1330
Nebraska,Cherry,49.78,50.22,6.7,16.8,5.37,9.45,11.19,15.95,13.71,10.38,10.45,92.98,0.07,5.39,0.51,0.42,0.05,1.8,1.16,92,27.39,28.3,23.75,8.98,11.58,1333
Nebraska,Cheyenne,49.67,50.33,7.92,17.24,6.54,11.7,11.88,16.18,12.6,7.19,8.73,96.49,0,0.6,2.23,0.07,0.11,1.01,5.25,92.01,22.7,28.01,17.85,14.1,17.34,1334
Nebraska,Clay,50.09,49.91,7.64,19.02,6.42,8.87,10.42,16.02,13.76,8.54,9.31,97.23,0.08,1.25,0,0.4,0.28,0.95,5.98,92.07,26.55,31.29,24.38,9.69,8.09,1336
Nebraska,Colfax,51.6,48.4,10.98,19.62,8.88,11.47,11.81,13.66,10,5.98,7.6,85.64,1.22,0.86,0.39,0.1,5.72,3.1,35.08,59.37,23.1,30.01,25.61,11.52,9.77,1338
Wyoming,Park,49.71,50.29,6.94,15.58,8.46,9.95,10.56,15.12,15.88,9.84,7.68,94.22,0.13,1.26,0.45,0.07,0.45,1.18,4.57,90.82,24.22,29.3,20.52,11.68,14.27,3043
Georgia,Pulaski,43.22,56.78,7.24,15.51,7.49,11.38,13.76,15.46,13.5,9.58,6.09,64.2,31.85,0,0,0.52,0.07,0.21,1.31,63.92,34.07,31.18,16.55,10.58,7.62,11
Georgia,Stephens,47.86,52.14,7.34,16.87,9.37,9.63,12.08,14.41,13.69,9.58,7.03,85.06,11.33,0.19,0.78,0.02,0.18,1.3,2.4,83.13,37.33,28.04,17.06,7.34,10.23,45
Nebraska,Custer,49.61,50.39,7.5,17.5,5.27,8.73,10.52,15.49,14.13,9.99,10.88,98.39,0.06,0.24,0,0,0.48,1.39,1.76,97.38,25.39,33.7,19.93,13.52,7.46,1342
Nebraska,Dakota,49.93,50.07,10.67,20.98,9.27,11.8,12.03,13.34,10.52,6.36,5.02,72.27,2.36,2.39,3.23,0,16.71,1.46,32.45,57.65,25.04,30.72,24.04,9.57,10.63,1344
Nebraska,Dawes,49.65,50.35,6.4,15.62,20.27,9.39,9.02,11.86,11.11,8.11,8.22,91.2,1.91,4.43,0.9,0.03,0.1,1.07,3.27,88.36,36.42,31.33,15.72,8.6,7.93,1347
Nebraska,Dawson,50.53,49.47,9.55,20.64,7.75,10.65,12.44,13.4,11.7,6.91,6.96,77.16,2.57,0.37,0.53,0,17.28,1.76,30.44,65,29.15,28.9,22.15,10.98,8.82,1349
Wyoming,Platte,49.65,50.35,5.97,15.84,5.77,8.03,10.88,15.97,16.81,11.85,8.88,95.42,0,0.54,0,0,2.95,0.95,5.83,93.19,26.14,32.14,18.49,10.54,12.68,3045
Wyoming,Sheridan,50.02,49.98,7.56,15.9,8.03,10.43,11.45,15.45,15.55,8.51,7.11,92.2,0.04,1.33,0.55,0,1.41,1.94,3.28,90.64,22.21,30.13,18.72,12.5,16.44,3047
Wyoming,Sublette,54.16,45.84,8.47,16.22,7.56,13.38,13.54,16.94,13.75,6.42,3.72,80.31,0.02,0.89,0.51,0,0.07,9.18,11.36,73.64,12.04,20.71,19.25,16.17,31.83,3049
Wyoming,Sweetwater,52.16,47.84,9.91,18.59,10.07,14.45,12.12,14.8,11.75,4.9,3.42,89.28,0.25,0.3,0.53,0.01,2,4.11,13.35,79.3,14.15,18.99,21.98,17,27.88,3051
Wyoming,Teton,52.55,47.45,7.17,12.86,9.41,17.54,15.48,14.62,13.06,6.34,3.51,94.84,0.19,0.46,0.91,0,0.05,1.24,12.67,82.18,13.53,19.21,20.64,13.63,32.99,3053
Wyoming,Uinta,50.49,49.51,10.13,21.43,7.45,12.46,12.37,15.13,12.14,5.31,3.56,91.91,0.02,0.38,0.11,0,0.97,3.86,7.75,86.79,20.18,22.48,21.42,14.78,21.14,3055
Wyoming,Weston,52.58,47.42,7.14,15.69,7.78,11,11.47,16.27,14.69,8.52,7.42,92.9,0.06,0.64,0.83,0.04,1.79,1.78,2.71,92.3,17.24,29.9,22.22,15.11,15.53,3058
Wyoming,Washakie,49.87,50.13,8.44,18.34,5.7,10.44,10.79,14.7,13.92,9.56,8.11,91.53,0.57,0.82,0.7,0,1.39,1.91,11.87,81.64,20.59,30.63,21.3,12.74,14.74,3056
Puerto Rico,Adjuntas,48.87,51.13,7.57,19.69,10.2,11.49,12.21,13.31,12.26,7.76,5.52,91.8,1.5,0,0,0,6.99,0,99.14,0.87,73.33,20.85,4.58,1.07,0.17,3060
Puerto Rico,Aguada,49.11,50.89,6.72,18.36,10.09,11.84,13.3,14.79,12.45,7.74,4.7,90.05,4.51,0.27,0,0,3.32,2.5,94.84,5.11,71.43,20.98,5.35,0.68,1.56,3062
Puerto Rico,Arroyo,47.16,52.84,8.31,20.01,9.41,12.17,12.81,11.93,11.86,8.61,4.9,48.2,12.05,0,0.03,0,11.96,27.92,98.74,0.87,68.09,22.58,6.75,1.02,1.56,3072
Puerto Rico,Barceloneta,48.1,51.9,7.62,19.37,9.03,13.29,13.8,11.53,11.32,8.2,5.84,94.4,1.45,0.15,0.15,0,1.88,0.71,98.31,0.4,66.78,20.9,9.06,2.18,1.07,3074
Puerto Rico,Aguadilla,48.65,51.35,7.31,17.76,9.3,11.83,12.84,12.82,12.67,9.3,6.16,92.6,2.74,0.04,0.27,0,3.26,2.75,99.41,1.72,71.58,17.16,7.11,2.79,1.36,3063
Puerto Rico,Aguas Buenas,49.01,50.99,7.79,18.79,9.67,12.41,12.47,13.77,11.88,7.75,5.46,89.2,1.37,0,0,0,1.07,8.95,99.58,1.01,68.13,22.32,5.94,2.21,1.39,3065
Puerto Rico,Aibonito,48.53,51.47,7.17,18.34,10.58,11.08,12.14,14.49,12.07,8.12,6.01,86.24,3.75,0.06,0,0,9.98,0.98,100.57,0.44,70.27,19.65,5.62,2.93,1.52,3067
Puerto Rico,Anasco,48.63,51.37,6.83,18.54,8.99,11.6,13.86,13.4,12.25,9.13,5.4,92.04,2.35,0,0,0,3.38,2.21,98.59,1.19,69.45,21.6,6.27,1.76,0.92,3069
Puerto Rico,Arecibo,48.11,51.89,6.65,17.88,9.21,11.54,13.42,12.79,12.19,9.37,6.94,85.59,3.14,0.43,0.59,0,8.96,2.53,100.53,0.6,65.3,22.37,8.19,2.15,1.98,3071
Puerto Rico,Barranquitas,49.28,50.72,8.31,21.07,12.03,11.82,12.02,13.66,10.36,6.24,4.5,64.02,1.92,0,0,0,4.38,29.52,99.47,0.27,71.5,20.28,6.38,1.26,0.58,3076
Puerto Rico,Bayamon,47.5,52.5,6.77,17.28,9.98,12.46,12.32,13.38,11.32,8.96,7.54,68.17,8.38,0.25,0.48,0,9.56,15.12,100.51,0.86,49.58,29.06,12.54,4.84,3.97,3078
Puerto Rico,Cabo Rojo,47.9,52.1,7.02,17.72,8.21,10.78,14.32,11.87,12.51,10.11,7.46,95.22,1.39,0.06,0.19,0,1.56,0.7,97.93,0.98,67.74,20.37,7.48,2.53,1.88,3081
Puerto Rico,Caguas,46.99,53.01,7.23,18.4,9.41,11.9,13.44,13.16,11.56,8.52,6.39,80.1,6.33,0.04,0.08,0,7.7,6.04,99.1,0.98,53.11,26.37,11.73,4.55,4.24,3083
Puerto Rico,Camuy,48.46,51.54,6.98,19.2,9.14,11.87,13.78,13.02,12.23,8.27,5.5,94.47,1.63,0.11,0.16,0,2.14,2.12,99.55,0.44,71.44,21.28,4.4,1.23,1.65,3086
Puerto Rico,Canovanas,48.6,51.4,8.08,20.23,9.53,11.47,14.59,13.08,10.96,7.47,4.59,50.71,12.53,0.18,0.45,0,34.07,1.02,98.73,0.11,55.63,25.41,10.97,3.93,4.06,3088
Virginia,Harrisonburg,46.61,53.39,5.9,13.82,38.79,10.97,8.21,7.82,6.25,3.74,4.51,82.68,6.61,0.13,3.8,0.18,1.94,1.58,13.98,71.53,35.56,27.73,14.65,10.86,11.2,2755
Virginia,Hopewell,46.37,53.63,9.1,17.41,9.4,12.34,12.27,13.5,11.12,7.6,7.27,59.5,37.79,0,0.54,0,0.74,1.04,5.69,54.56,31.69,34.42,17.1,10.58,6.21,2756
Virginia,Lexington,55.71,44.29,3.31,12.2,40.39,7.02,5.89,7.1,8.8,6.62,8.68,79.82,6.57,0,2.98,0.14,6.38,3.37,6.6,78.8,40.28,23.43,7.97,11.43,16.89,2760
Virginia,Lynchburg,46.94,53.06,7.12,15.3,21.69,10.8,9.82,11.26,10.05,6.47,7.49,63.41,28.49,0.14,2.25,0.01,1.13,2.13,2.76,62.08,34.48,27.3,17.22,8.98,12.02,2762
Virginia,Manassas Park,50.74,49.26,10.65,19.15,10.01,17.38,16.99,12.72,7.45,3.51,2.14,54.19,11.7,0.4,6.92,0,14.8,4.43,30.41,40.78,9.72,18.71,26.72,16.33,28.51,2768
Virginia,Manassas,50.15,49.85,10.11,19.74,9.84,14.83,14.54,14.4,9.65,4.06,2.83,64.58,12.05,0.17,3.69,0,10.72,4.16,28.26,48.55,12.96,18.81,18.09,15.35,34.79,2765
Virginia,Portsmouth,48.08,51.92,8.73,16.29,10.78,13.35,11.97,14.09,11.58,6.66,6.55,43.09,52.8,0.29,1.11,0.14,0.97,2.92,3,41.66,25.28,29.19,21.73,11.41,12.4,2795
Virginia,Newport News,48.29,51.71,8.84,17.11,13.62,13.79,12.16,13.99,9.87,5.72,4.91,51.25,40.56,0.29,2.91,0.19,1.97,3.44,6.87,47.29,23.38,27.08,21.99,12.74,14.82,2775
Virginia,Norfolk,51.81,48.19,8.03,14.57,20.37,14.78,11.44,12.29,9.13,4.72,4.67,47.94,43.72,0.36,3.29,0.23,1.79,2.41,6.2,44.46,27.81,29.65,18.21,11.22,13.12,2778
Virginia,Norton,46.08,53.92,7.3,15.94,10.01,11.09,12.33,14.73,13.95,7.88,6.77,91.23,5.26,0,0.38,0,0,1.31,0,91.23,40.65,20.69,25.79,4.54,8.33,2780
Virginia,Petersburg,46.72,53.28,7.62,14.35,12.03,11.22,11.58,15.41,12.82,7.93,7.04,18.57,78.85,0.12,0.53,0.34,0.25,0.98,3.5,15.24,33.36,32.73,17.48,8.73,7.7,2782
Virginia,Poquoson,49.36,50.64,5.72,20.34,5.91,7.51,12.97,18.06,13.93,9.34,6.22,95.3,0.46,0,2.7,0,0.11,1.01,1.52,93.98,12.49,16.93,16.98,13.48,40.12,2791
Virginia,Waynesboro,47.63,52.37,8.81,15.69,8.54,12.64,11.7,13.94,11.71,8.61,8.37,82.65,9.31,0.77,0.95,0,2.23,3.51,5.85,80.15,33.38,26.67,18.07,11.02,10.86,2831
Virginia,Radford,47.41,52.59,4.36,13.19,43.79,8.19,7.7,7.66,6.69,4.34,4.08,87.16,7.93,0,1.62,0.11,1.15,1.49,2.22,86.01,43.55,23.63,13.99,8.63,10.2,2799
Virginia,Richmond City,47.66,52.34,7.34,13.28,18.36,14.95,11.53,12.61,10.85,5.58,5.49,41.4,50.51,0.37,2.22,0.02,1.68,2.63,5.49,38.01,34.98,26.66,16.51,8.26,13.59,2802
Virginia,Roanoke City,47.81,52.19,8.42,14.47,9.37,13.26,13.09,14.42,12.7,6.84,7.42,65.14,27.95,0.3,1.56,0,1.39,2.38,4.58,62.15,33.61,31.76,17.08,8.91,8.65,2805
Virginia,Salem,47.44,52.56,5.83,16.03,12.87,8.92,11.79,14.51,12.95,8.62,8.48,88.91,6.58,0.1,1.06,0,0.99,1.71,2.13,87.77,20.94,30.35,19.74,13.38,15.59,2809
Virginia,Staunton,45.26,54.74,6.71,14.21,9.45,11.46,11.38,13.72,13.32,9.77,9.98,84.59,11.77,0.48,0.75,0,0.41,2.27,2.12,83.08,30.4,27.79,19.64,11.92,10.25,2812
Virginia,Suffolk,47.98,52.02,8.61,18.87,7.69,10.84,14.89,16.17,11.43,6.69,4.81,51.46,41.01,0.16,1.59,0.01,1.26,2.1,2.66,50.64,19.17,19.99,16.89,18.76,25.18,2815
Virginia,Virginia Beach,48.96,51.04,7.97,17.39,11.16,13.65,13.57,14.81,10.85,5.92,4.68,69.08,19.15,0.19,5.95,0.12,1.23,3.81,6.2,65.06,12.55,23.65,22.61,15.62,25.58,2826
Washington,Douglas,49.95,50.05,8.76,19.88,8.12,11.07,12.13,13.73,12.15,7.91,6.26,73.39,0.46,0.85,0.7,0.08,18.26,2.96,25.69,67.37,20.88,30.34,20.77,14.63,13.38,2877
Washington,Asotin,48.34,51.66,7.03,16.11,7.96,9.9,10.68,14.73,14.29,10.68,8.61,92.7,0.09,1.03,0.52,0.01,1.14,3.31,2.92,91.74,26.38,32.27,21.35,10.86,9.13,2845
Washington,Chelan,49.87,50.13,8.06,18.34,8.28,10.48,11.56,14.57,13.29,8.03,7.39,87.81,0.33,1.28,0.68,0.09,5.64,2.15,23.9,70.63,22.64,28.8,20.55,11.55,16.46,2852
Washington,Benton,49.94,50.06,8.94,19.76,8.88,11.75,12.41,14.31,12.21,6.57,5.18,78.82,1.27,0.98,2.69,0.1,9.09,2.42,16.62,72.33,19.89,23.99,17.78,13.93,24.41,2847
Virginia,Williamsburg,47.09,52.91,3.54,11.25,39.76,9.5,6.55,7.49,8.55,7.61,5.74,72.69,12.8,0,4.99,0,0.93,3.99,5.79,68.7,22.86,26.57,16.98,13.96,19.64,2835
Virginia,Winchester,49.22,50.78,8.18,15.75,12.95,13.02,11.83,13.38,10.85,6.74,7.29,80.39,11.01,0.47,2.43,0.05,2.87,1.82,13.27,70.56,26.03,28.42,17.9,10.06,17.58,2837
Washington,Adams,50.96,49.04,12.91,23.74,9.53,11.93,11.74,10.89,9.04,5.6,4.63,61.93,0.19,1.53,0.68,0.03,27.72,3.41,53.47,39.6,28.2,32.58,18.91,10.84,9.47,2840
Washington,Clallam,49.62,50.38,5.63,13.68,7.25,8.76,9.72,13.97,16.9,12.91,11.17,87.03,0.86,5.13,1.62,0.08,1.44,2.77,4.87,84.36,26.49,29.09,20.23,11.49,12.7,2861
Washington,Clark,49.36,50.64,8.35,19.47,8.1,11.73,14.03,14.55,12.31,6.6,4.85,84.55,1.83,0.62,3.87,0.53,2.3,3.82,6.92,80.65,17.46,24.3,21.63,14.81,21.8,2865
Washington,Columbia,49.58,50.42,6.35,14.81,5.32,7.75,10.35,15.45,16.99,12.92,10.05,90.02,0,3.11,0.54,0,0.96,2.4,4.12,87.05,31.24,23.04,18.3,14.84,12.59,2869
Washington,Cowlitz,49.35,50.65,7.75,17.83,7.88,10.3,12.26,14.72,13.82,8.58,6.85,90.25,0.5,1.57,1.44,0.2,1.49,3.4,7.14,85.56,25.71,28.76,19.45,12.11,13.97,2871
Washington,Ferry,51.72,48.28,6.2,15.63,7.38,7.76,9.81,15.26,19.06,11.92,6.99,76.14,0.77,17.35,1.27,0.41,1.13,2.32,2.93,74.98,37.07,28.2,17.85,8.13,8.76,2880
Washington,Franklin,51.75,48.25,12.69,23.12,10.3,14.57,12.98,10.69,8.35,4.21,3.08,53.21,2.04,0.92,1.77,0,30.26,3.04,45.97,40.15,23.36,28.49,22.66,11.17,14.32,2884
Washington,Garfield,49.34,50.66,5.38,16.24,4.99,7.77,9.84,15.36,18.09,9.75,12.58,93.16,0,0,0.35,0,0,5.34,5.3,88.48,29.9,28.79,18.72,10.74,11.85,2886
Puerto Rico,Ceiba,47.29,52.71,7.21,18.82,9.34,10.96,13.32,11.61,12.51,10.12,6.13,79.13,8.82,0.25,0.06,0,13.02,5.05,105.25,0.75,62.85,25.96,8.86,0.37,1.96,3096
Puerto Rico,Cayey,48.37,51.63,7,18.34,10.04,11.69,12.86,13.34,12.32,8.32,6.09,80.56,3.81,0.06,0.16,0.03,14.44,1.22,99.85,0.29,61.26,23.39,10.19,2.94,2.22,3094
Puerto Rico,Carolina,46.31,53.69,6.82,17.69,9.31,12.12,13.26,12.6,12.03,9.41,6.77,62.15,13.79,0.25,0.75,0,15.74,8.79,99.95,0.98,44.87,31,14.57,4.97,4.57,3090
Puerto Rico,Catano,47.37,52.63,7.53,19.61,11.12,11.6,11.39,13.87,11.96,7.29,5.64,69.05,10.12,0.16,0.38,0,19.07,3.08,100.86,0.41,62.05,20.64,9.59,3.67,4.05,3092
Puerto Rico,Ciales,49.33,50.67,7.61,19.6,10.47,11.32,11.79,14.46,11.34,7.75,5.65,86.09,1.24,0.35,0,0,13.62,0.22,101.14,0.26,73.2,20.43,4.74,0.7,0.92,3098
Puerto Rico,Cidra,48.91,51.09,7.39,19.1,10.24,12.26,13.33,14.17,11.93,7,4.58,78.22,2.38,0.07,0.25,0,19.16,0.2,99.93,0.3,56.36,27.03,9.54,2.86,4.22,3100
Puerto Rico,Coamo,48.73,51.27,8.12,20.12,9.91,12.06,13.37,12.75,11.07,7.53,5.08,79.27,3.87,0,0,0.08,15.16,0.93,98.87,0.35,68.83,20.56,5.39,3.31,1.91,3102
Puerto Rico,Comerio,49.79,50.21,7.79,19.15,10.7,12.38,12.23,14.14,11.08,7.6,4.93,85.55,1.57,0.04,0,0,1.93,10.88,99.36,0.62,72.3,19.21,5.99,1.41,1.08,3103
Puerto Rico,Culebra,50.66,49.34,6.49,17.71,7.65,11.88,13.42,14.03,14.25,8.97,5.61,77.67,13.59,0,0,0,6.11,9.3,98.24,7.43,57.97,29.49,7.29,2.37,2.88,3107
Puerto Rico,Dorado,47.98,52.02,8.05,19.64,8.23,12.03,15.12,12.89,11.94,7.46,4.64,69.8,11.24,0.17,0.19,0,2.92,14.27,97.11,1.16,49.51,23.53,11.4,5.98,9.58,3109
