County,State,Males,Females,Under 6 years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and above,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),Under $25K,$25K to $49K,$50K to $74K,$75K to $99K,100K and over,FID
Arkansas,Scott,50.41,49.59,7.98,19.13,8,9.17,11.96,14.34,12.37,10.27,6.77,91.43,0,0.89,4.24,0,0.77,2.62,6.7,86.01,39.65,26.12,16.95,8.52,8.75,364
Arkansas,Searcy,49.85,50.15,6.17,15.27,6.5,8.71,10.93,14.97,16.14,11.52,9.77,96.52,0,1.53,0.4,0,0,1.94,0.68,95.92,44.92,30.05,15.3,5.44,4.28,372
Missouri,Ripley,49.53,50.47,7.03,17.84,7.31,9.67,11.77,14.59,13.02,10.84,7.92,98.98,0.03,0.23,0.09,0,0,0.37,1,97.98,40.07,35.03,16.26,5.38,3.26,1203
Missouri,St. Charles,49.08,50.92,8.18,19.01,8.41,11.94,14.05,15.88,11.34,6.36,4.84,88.93,4.03,0.15,1.98,0.05,0.62,1.5,2.54,87.31,12.27,20.75,20.53,17.3,29.15,1205
Missouri,Shannon,49.83,50.17,7.56,17.28,7.46,8.6,11.05,16.09,14.63,10.73,6.59,95.23,0.23,1.28,1.04,0,0,1.79,1,94.51,39.74,34.74,16.55,5.53,3.44,1229
Missouri,Ste. Genevieve,50.52,49.48,6.83,17.78,7.1,9.5,11.9,17.04,13.81,8.62,7.42,98,0.93,0.31,0,0,0.2,0.88,0.8,97.35,24.11,28.08,23,13,11.81,1209
Missouri,St. Francois,53.24,46.76,7.36,15.96,9.5,12.93,13.23,15.25,11.46,7.85,6.46,92.44,4.17,0.35,0.41,0,0.14,0.77,1.24,91.44,30.89,29.86,19.18,9.77,10.3,1212
Missouri,St. Louis County,47.34,52.66,7.11,17.78,8.52,10.89,12.29,15.58,12.87,7.43,7.53,71.43,22.83,0.17,3.34,0.03,0.6,1.64,2.33,69.88,19.86,23.61,18.59,12.98,24.95,1216
Missouri,Saline,49.54,50.46,7.62,17.24,11.21,10.47,11.11,14.07,12.46,7.92,7.91,86.15,5.79,0.42,0.44,0.16,4.16,1.83,7.61,83.11,32.32,29.44,21.15,9.26,7.82,1218
Missouri,Schuyler,48.63,51.37,7.76,19.45,7.2,8.46,11.26,14.33,11.89,10.7,8.94,97.36,0.29,0.43,0.2,0,0,0.14,0,97.36,40.2,32.33,17.64,3.43,6.39,1221
Missouri,Scotland,48.63,51.37,9.7,19.57,7.72,9,10.55,13.67,11.63,9.17,8.98,99.09,0,0,0,0,0,0.66,0.7,98.62,34.09,26.11,23.33,6.72,9.75,1224
Missouri,Scott,48.17,51.83,8.43,18.03,8.1,10.81,12.47,14.58,12.6,8.43,6.56,86.87,11.57,0.07,0.42,0.05,0.18,1.28,1.79,85.44,34.18,27.74,19.36,9.02,9.7,1227
Missouri,Texas,52.02,47.98,7.35,16,8.28,10.42,11.2,15.39,13.37,10.06,7.94,92.24,3.48,0.5,0.13,0,0.39,1.93,1.54,91.41,38.77,34.37,14.76,6.11,5.99,1245
Missouri,Shelby,49.03,50.97,8.14,18.11,6.35,10.09,9.89,14.88,13.1,9.57,9.87,99.18,0.14,1.11,0,0.16,0,0.44,1.22,98.21,36.38,33.94,16.67,8.69,4.33,1232
Missouri,Stoddard,48.56,51.44,7.24,16.94,7.96,10.3,12.24,14.62,12.86,9.49,8.35,97.85,1.18,0.5,0,0,0.02,0.84,1.17,96.88,34.95,29.92,16.94,9.91,8.29,1236
Missouri,Stone,49.28,50.72,5.26,14.67,5.26,7.34,10.45,15.05,17.53,15.56,8.88,85.13,0,0.98,0.38,0,0.7,12.21,1.61,84.53,28.83,31.51,20.83,10.67,8.15,1237
Missouri,Sullivan,51.13,48.87,7.86,17.61,7.21,9.99,12.7,14.37,13.21,8.97,8.07,93.16,0.31,0.25,0.03,0,4.24,2.2,16.16,81.78,40.16,33.42,16.92,5.03,4.47,1240
Missouri,Taney,48.67,51.33,7.26,16.22,9.57,10.39,11.91,13.75,13.18,10.64,7.07,89.58,0.41,0.18,0.44,0,1.1,3.74,4.28,87.57,30.36,32.25,18.49,9.39,9.51,1242
Missouri,Vernon,48.53,51.47,8.29,18.26,8.06,9.98,11.42,14.36,13.2,8.45,7.98,95.69,0.23,0.47,0.41,0.02,0.11,1.94,1.49,94.46,36.16,32.79,14.8,8.76,7.48,1248
Missouri,Warren,49.82,50.18,8.45,17.85,7.75,10.8,12.04,16.3,12.21,8.69,5.92,91.52,1.74,0.18,0.27,0,1.64,1.95,2.73,90.51,23.95,25.9,18.69,14.15,17.32,1251
Missouri,Washington,51.3,48.7,7.81,17.48,8.11,11.12,13.39,16.12,12.57,8.26,5.15,94.74,2.21,0.39,0.14,0,0.51,1.15,0.96,94.37,34.94,31.28,17.1,9.79,6.89,1253
Missouri,Wayne,50.09,49.91,6.35,15.8,6.73,8.36,11.54,15.15,14.66,12.8,8.61,96.25,0,1.12,0.34,0,0,1.63,0.47,96.14,40.27,32.75,14.39,6.95,5.64,1256
Missouri,Webster,50.54,49.46,8.89,20.4,7.33,10.41,13.26,14.95,11.62,7.68,5.44,95.09,1.06,0.55,0.06,0,0.46,1.33,1.61,93.94,28.21,32.98,19.67,10.47,8.66,1258
Missouri,Worth,49.1,50.9,5.71,16.21,6.36,8.25,9.53,16.26,14,11.88,11.79,99.91,0,0,0.28,0,0,0.6,0.46,99.91,27.43,41.76,22.62,5.94,2.25,1261
Missouri,Wright,48.77,51.23,8.34,18.99,7.41,9.18,11.45,14.67,12.47,9.74,7.75,96.45,0.22,0.47,0.36,0,0.65,1.4,1.11,96.04,41.02,32.62,15.4,5.45,5.51,1263
Missouri,St. Louis City,48.28,51.72,7.72,14.93,12.85,16,12.6,14.03,10.84,5.54,5.48,44.04,49.75,0.24,2.69,0.01,0.74,2.37,3.25,41.72,38.85,27.26,15.64,8.11,10.13,1266
Montana,Blaine,50.04,49.96,10.68,21.23,8.13,9.83,10.06,14.45,12.11,6.92,6.59,48.62,0,49.85,0.06,0.08,0.25,0.85,0.83,48.45,35.63,33.96,16.08,7.49,6.84,1124
Montana,Big Horn,49.7,50.3,12.48,22.22,9.97,10.31,10.82,13,11.17,6.09,3.94,32.05,0,60.69,0.67,0,0.52,4.5,3.82,30.73,33.93,30.78,17.47,9.4,8.43,1274
Montana,Beaverhead,51.17,48.83,6.36,15.64,11.91,9.11,9.85,14.77,15.43,9.89,7.04,93.69,0.19,1.27,1.44,0.1,0.37,1.71,3.18,91.82,33.49,25.7,21.41,9.83,9.57,1269
Montana,Broadwater,51.16,48.84,6.79,17.07,5.51,8.02,11.99,17.12,15.73,10.55,7.22,88.81,0.48,0.2,0,0,0,4.72,0.27,88.54,22.68,40.68,15.02,14.38,7.24,1132
Montana,Dawson,50.55,49.45,6.98,15.26,8.87,10.28,10.32,15.66,14.72,8.72,9.19,96.23,0.51,2.05,0.25,0,0,0.59,1.73,94.66,22.13,27,22.21,13.78,14.89,1160
Montana,Carter,50.52,49.48,4.48,14.57,6.21,7.24,8.53,17.67,18.1,11.38,11.81,109.22,0,1.38,0,0,0.52,0,0.52,109.22,32.41,31.03,18.45,9.31,8.79,1141
Montana,Carbon,50.65,49.35,5.24,15.64,4.46,8.34,10.97,18.59,17.95,10.6,8.21,96.71,0.23,1.07,0.58,0,0.19,0.4,1.66,95.24,26.13,24.61,24.46,11.33,13.47,1137
Montana,Cascade,49.88,50.12,8.11,16.15,10.34,11.26,11.11,14.75,12.67,8.22,7.38,88.88,1.33,4.29,0.65,0.01,0.8,3.11,3.34,86.85,27.77,29.78,19.35,11.83,11.27,1144
Montana,Chouteau,49.22,50.78,8.69,19.51,6.8,8.65,10.01,14.55,14.45,8.83,8.52,76.59,0.21,20.42,0.21,0.36,0.09,1.31,1.6,76.04,30.18,28.62,20.78,11.43,8.99,1150
Montana,Deer Lodge,52.93,47.07,5.56,15.06,7.64,8.78,11.88,15.53,16.39,10.26,8.91,92.8,0.8,2.26,0.2,0,0.4,3.24,2.32,91.96,34.89,28.8,15.23,12.43,8.66,1163
Montana,Fallon,50.73,49.27,8.96,15.61,6.82,10.83,10,16.4,13.94,8.13,9.31,94.91,0,0,1,0,0.31,1.11,1.73,94.33,25.98,23.72,23.39,10.39,16.51,1165
Montana,Fergus,50.24,49.76,6.38,15,5.39,9.06,10.46,15.58,16.64,10.98,10.51,95.82,1.22,0.97,0.43,0,0.66,0.27,1.37,95.18,32.06,30.87,14.98,11.66,10.43,1169
Montana,Custer,49.66,50.34,7.36,16.64,8.34,9.87,10.9,15.39,14.03,8.3,9.17,94.93,0.74,1.6,0.02,0.08,0.21,1.15,1.85,93.29,30.92,34,17.3,9.23,8.55,1153
Montana,Daniels,50.31,49.69,6.85,15.19,3.6,8.05,8.62,16.22,16.62,10.85,13.99,89.66,0,4.51,0,0,0,0,0.29,89.38,28.33,33.38,17.21,10.74,10.35,1157
Montana,Granite,50.89,49.11,4.61,13.35,3.73,7.31,9,17.18,20.36,15.72,8.74,95.91,0,0.97,0.32,0,0.1,1.56,0.65,95.36,34.43,31.14,16.43,9.45,8.56,1192
Montana,Flathead,49.79,50.21,7.57,17.08,7.24,10.8,11.99,15.87,15.04,8.22,6.19,94.1,0.11,1.27,0.49,0.06,0.23,1.85,2.29,92.36,24.95,30.25,20.75,10.47,13.58,1173
Montana,Gallatin,51.91,48.09,7.6,14.91,16.25,14.96,12.49,13.29,11.03,5.21,4.25,93.02,0.36,0.91,1.07,0.04,1.06,1.5,2.66,91.58,21.03,28.82,20.57,12.73,16.85,1177
Montana,Garfield,51.16,48.84,8.21,15.59,4.56,9.62,10.12,13.68,17.66,11.69,8.87,101.16,0,0,0,0,0,0.33,0,101.16,27.47,31.82,22.33,6.52,11.86,1182
Montana,Glacier,48.92,51.08,11.03,22.34,9.56,10.6,10.72,14.98,10.21,5.94,4.61,31.44,0.07,63.98,0.22,0,0.28,2.9,1.73,30.82,34.07,25.65,19.26,9.19,11.83,1186
Montana,Golden Valley,52.38,47.62,4.41,19.12,4.86,5.54,10.63,16.4,17.65,12.1,9.28,89.59,0,1.13,0,0,0.34,0.57,0,89.59,34.43,33.23,17.66,7.49,7.19,1189
New York,Genesee,49.53,50.47,6.78,16.88,8.77,9.73,12.73,16.73,12.75,7.96,7.67,93.79,2.46,0.88,0.41,0.02,0.41,1.83,2.55,91.91,22.46,27.83,22.51,13.35,13.85,1736
New York,Greene,52.17,47.83,5.61,15.1,9.11,8.81,12.79,16.71,14.58,9.65,7.65,91.13,6.07,0.2,0.74,0,0.99,1.25,5.06,87.6,24.69,29.59,20.73,11.48,13.51,1739
New York,Livingston,50.18,49.82,5.94,16.34,13.57,9.05,12.12,16.36,12.87,7.23,6.51,94.38,2.57,0.27,1.08,0.03,0.64,1.12,2.73,92.47,22.01,26.02,21.23,14.79,15.94,1791
Montana,Hill,50.46,49.54,9.41,18.95,10.42,11.12,10.56,14.31,12.57,6.49,6.18,73.47,0.59,21.44,0.47,0.24,0.15,3.09,2.34,72.94,30.4,26.26,18.07,11.04,14.23,1195
Montana,Jefferson,50.97,49.03,6.04,18.28,4.82,7.15,11.81,18.86,18.97,9.24,4.83,93.61,0.32,1.92,0.57,0,0.5,0.98,1.8,92.18,17.55,27.15,20.39,14.34,20.57,1199
Montana,Judith Basin,51.88,48.12,5.74,16.46,4.34,7.72,9.85,17.86,17.23,11.73,9.07,93.39,0,0,0.82,0,0,0.72,0.53,92.86,29.76,30.68,18.34,10.15,11.07,1202
Montana,Lake,49.48,50.52,8.72,18.11,7.64,9.31,10.23,14.46,14.72,9.7,7.11,70.32,0.17,22.12,0.55,0,0.17,5.78,3.46,68.37,33.21,29.11,18.64,8.36,10.69,1207
New York,Herkimer,48.95,51.05,6.74,17.11,8.56,9.26,12.07,15.65,13.79,8.58,8.25,96.55,0.81,0.23,0.5,0,0.57,1.05,1.58,95.64,28.21,29.12,20.35,11.76,10.56,1745
New York,Hamilton,50.58,49.42,4.43,12.84,4.8,6.76,10.9,17.31,19.6,13.48,9.88,98.04,0.56,0,0.7,0,0.66,1.53,0.83,97.97,22.6,27.76,21.21,13.02,15.41,1742
New York,Jefferson,50.92,49.08,9.67,17.17,12.73,13.47,12.63,13.11,10.04,5.9,5.26,86.71,4.76,0.45,1.35,0.28,2.3,3.15,5.2,84.86,26.86,29.96,19.76,11.38,12.04,1782
New York,Kings,47.17,52.83,8.39,16.71,11.04,15.18,13.64,12.94,10.62,6.1,5.39,43.22,33.95,0.29,10.03,0.03,9.28,1.68,19.45,35.09,31.17,24.02,16.45,10.4,17.97,1788
New York,Lewis,50.28,49.72,7.84,18.24,7.78,9.92,12.15,16.35,12.67,7.74,7.31,97.56,0.75,0.3,0.17,0.01,0.21,0.73,1.19,96.57,25.16,32.53,21.22,10.98,10.11,1790
New York,Niagara,48.51,51.49,6.44,16.51,9.13,9.82,12.34,16.47,13.4,7.85,8.04,89.15,6.86,0.85,0.84,0.02,0.34,1.74,2.06,87.59,27,26.48,19.84,11.89,14.79,1850
New York,Madison,49.11,50.89,6.37,17.65,12.46,8.77,12.01,16.19,12.61,7.69,6.26,94.39,1.76,0.63,0.77,0,0.52,1.17,1.8,93.42,20.54,27.06,21.51,13.81,17.08,1796
New York,Monroe,48.24,51.76,6.98,17.35,11.04,10.77,12.47,15.14,12.34,7,6.92,77.05,14.81,0.24,3.16,0.05,2.29,1.98,6.76,73.35,23.99,24.72,19.26,12.56,19.47,1804
New York,Montgomery,48.68,51.32,7.38,17.3,8.34,10.08,12.19,14.74,13.39,7.47,9.12,91.24,1.49,0.23,0.66,0,4.01,1.84,10.38,85.52,28.41,28.9,18.83,11.67,12.19,1807
New York,Nassau,48.37,51.63,6.7,17.85,8.25,9.52,13.26,16.27,12.87,7.34,7.94,73.44,10.79,0.14,7.39,0,5.79,1.67,13.59,66.52,11.36,14.05,14.47,13.18,46.94,1839
New York,New York,46.94,53.06,5.65,10.24,12.74,19.06,14.76,12.8,11.24,7.27,6.23,56.05,15.51,0.35,11.13,0.03,13.51,3.26,25.66,47.71,24.48,16.81,13.64,9.86,35.21,1847
New York,Putnam,49.93,50.07,6.35,18.58,7.16,8.46,14.69,18.83,13.48,7.26,5.19,89.17,2.08,0.01,1.91,0,4.45,2.21,10.71,83.85,10.04,15.69,14.85,16.09,43.33,1870
New York,Oneida,49.83,50.17,6.8,16.61,9.7,10.11,12.42,15.29,12.82,7.87,8.38,87.64,5.71,0.21,2.49,0.05,1.58,2.17,4.35,85.55,27.19,26.02,19.51,12.17,15.11,1852
New York,Onondaga,48.15,51.85,7.05,17.58,10.83,10.64,12.31,15.32,12.22,6.84,7.2,81.77,10.5,0.75,3,0.07,0.93,2.26,3.7,79.56,24.55,24.85,18.56,12.28,19.76,1853
New York,Ontario,48.87,51.13,6.53,17.42,8.58,8.82,12.79,16.3,14.18,8.19,7.21,92.52,2.36,0.15,1.01,0,0.69,1.76,3.15,90.75,19.95,24.34,21.21,14.08,20.42,1856
New York,Orange,49.97,50.03,8.61,20.15,9.29,10.05,14.04,15.59,11.28,6.02,4.97,77.23,9.51,0.27,2.36,0.02,7.26,2.65,16.78,69.24,16.11,18.89,18.33,14.78,31.88,1859
New York,Orleans,49.51,50.49,6.44,17.38,8.84,10.02,13.11,16.99,12.82,7.8,6.6,90.55,6.08,0.78,0.35,0,1.34,1.57,4.1,88.51,25.18,26.86,19.93,15.34,12.7,1862
New York,Otsego,48.37,51.63,5.4,15.76,14.78,8.17,10.76,14.84,13.77,8.75,7.76,95.37,1.95,0.11,0.92,0,0.85,1.35,3.03,93.56,27.09,28.45,20.73,11.16,12.57,1868
New York,Oswego,49.84,50.16,6.96,18.14,11.56,9.54,12.77,16.07,12.37,7.03,5.58,96.72,0.9,0.25,0.66,0.01,0.25,1.3,2,95.46,27.01,27.19,20.39,11.53,13.88,1864
New York,Saratoga,49.21,50.79,6.72,17.17,7.78,10.21,14.52,16.56,13.39,7.61,6.04,93.73,1.45,0.16,1.48,0.03,0.38,1.69,2.26,92.13,16.34,20.84,19.84,15.94,27.04,1885
New York,Queens,48.41,51.59,7.07,14.89,10.14,14.59,14.63,14.47,11.37,6.75,6.08,42.48,18.83,0.41,22.75,0.04,11.71,2.36,26.59,28.19,21.49,23.67,19.32,13.34,22.17,1872
New York,Rensselaer,49.37,50.63,6.64,16.39,11.18,10.88,12.76,15.56,13.04,6.99,6.56,88.02,4.98,0.24,2.06,0.01,1.03,3.15,3.53,86.05,21.46,24.44,18.79,14.55,20.76,1874
New York,Richmond,48.49,51.51,7.31,17.36,9.39,11.46,14,15.31,12.51,6.96,5.7,74.91,9.93,0.19,7.56,0,4.68,1.6,16.13,64.65,17.9,17.61,16.87,14.59,33.03,1876
New York,Rockland,49.05,50.95,9.21,20.31,8.61,10,12.36,14.36,11.73,7.14,6.28,73.32,11.94,0.22,6.28,0.09,4.94,1.21,14.31,65.15,14.23,15.79,15.73,13.03,41.21,1879
New York,St. Lawrence,50.79,49.21,7.03,16.6,13.89,9.91,11.86,14.41,12.4,7.49,6.4,93.61,2.8,0.46,0.93,0.04,0.75,1.26,1.98,92.85,29.84,28.25,19.87,10.97,11.07,1883
New York,Tioga,49.57,50.43,7.09,17.62,7,9.34,12.31,17.71,13.22,8.59,7.12,97.65,0.52,0.13,0.5,0.04,0.23,1.42,1.4,96.6,21.45,26.14,23.54,13.7,15.17,1930
New York,Schenectady,48.38,51.62,7.22,17.09,9.14,10.73,12.83,15.65,12.42,6.91,8.01,80.52,9.44,0.48,3.68,0.16,2.64,2.15,5.19,77.7,22.6,22.45,19.92,14.13,20.9,1887
New York,Schoharie,50,50,5.65,16.34,10.5,8.96,12.05,15.66,14.91,8.91,7.03,96.47,1.27,0.37,0.66,0,0.5,0.84,2.72,94.37,22.69,26.41,20.32,12.91,17.66,1888
New York,Schuyler,49.73,50.27,5.83,16.64,7.42,8.72,12.56,16.8,15.04,9.37,7.62,98,1.59,0.23,0.15,0,0.09,1.15,1.18,97.31,23,30.85,24.02,10.2,11.94,1889
New York,Seneca,52.35,47.65,6.65,15.95,9.61,10.45,12.48,15.64,13.7,8.03,7.5,92.9,4.49,0.54,0.56,0.01,0.35,1.31,2.77,91.1,23.88,29.96,20.32,12.86,12.97,1890
New York,Steuben,49.63,50.37,7.06,17.7,7.54,9.96,12.49,15.61,13.77,8.3,7.57,95.34,1.7,0.28,1.21,0,0.37,0.83,1.36,94.51,28,28.96,18.97,10.41,13.66,1891
New York,Suffolk,49.2,50.8,7.02,18.29,8.48,10.02,14.29,16.46,11.93,7.23,6.28,82.41,7.28,0.24,3.39,0,4.41,1.54,15.23,72.47,11.66,15.38,16.81,15.17,40.98,1924
New York,Sullivan,51.08,48.92,7.14,16.84,8.1,10.02,12.65,16.44,14.04,8.62,6.15,82.41,8.57,0.6,1.41,0,4.05,3.06,12.79,75.59,26.39,25.78,19.62,12.55,15.67,1928
New York,Washington,51.82,48.18,6.46,15.93,8.54,10.46,13.58,16.27,13.39,8.24,7.12,94.35,3.07,0.18,0.48,0.05,0.65,1.02,2.31,93.16,23.59,27.73,22.59,13.43,12.67,1942
New York,Tompkins,49.26,50.74,5.14,14.74,24.43,11.78,10.22,11.8,11.13,5.62,5.14,82.57,3.8,0.28,8.91,0.06,1.05,2.38,4.05,79.99,25.99,25.26,17.57,10.62,20.56,1933
New York,Ulster,49.76,50.24,5.96,15.74,9.66,9.74,13.23,16.82,14.04,7.93,6.89,88.09,5.87,0.25,1.7,0.01,1.76,2.47,8.26,82.61,20.03,23.11,19.9,13.82,23.14,1935
New York,Warren,48.83,51.17,5.99,15.86,7.4,9.43,12.67,16.6,14.93,9.07,8.05,96.95,0.89,0.44,0.7,0.04,0.3,0.68,1.79,95.55,21.52,27.06,20.72,13.06,17.64,1938
New York,Wayne,49.61,50.39,7.07,18.05,7.22,9.31,13.45,17.04,13.6,7.84,6.41,93.5,3.59,0.32,0.45,0,0.85,1.17,3.49,91.18,21.31,26.27,22.16,14.54,15.72,1952
New York,Westchester,48.11,51.89,7.34,17.97,7.95,10.26,14.01,15.7,12.11,7.25,7.41,67.22,13.98,0.13,5.32,0.02,9.99,2.3,20.33,58.31,15.19,17.37,14.97,11.92,40.56,1960
New York,Wyoming,54.45,45.55,6.06,15.8,8.11,11.93,14.34,16.89,13.29,7.61,5.97,90.76,6.58,0.24,0.59,0.02,1.26,1.06,2.95,89.45,23.9,26,23.29,14.55,12.25,1962
New York,Yates,48.44,51.56,7.5,18.85,9.78,8.26,10.22,14.98,13.79,9,7.63,97.03,1.11,0.31,0.33,0,0.15,0.7,1.53,95.99,27.31,25.8,21.36,11.57,13.97,1965
North Carolina,Anson,52.01,47.99,6.91,16.47,8.98,11.78,13.84,14.82,12.87,7.87,6.47,46.29,49.16,0.69,1.02,0,0.98,1.26,1.35,45.94,33.22,38.66,14.68,7.86,5.58,1972
North Carolina,Avery,54.45,45.55,5.1,13.35,9.69,11.22,14.27,15.09,13.88,9.59,7.81,87.95,3.28,0.93,0.63,0.45,1.11,6.51,3.99,85.39,35.85,28.87,16.6,8.34,10.34,1977
North Carolina,Alexander,50.6,49.4,7.2,16.82,7.09,10.6,14.34,15.53,13.3,9.13,5.99,87.91,5.01,0.22,0.91,0.35,3.23,1.3,4.03,87.11,31.67,27.48,22.18,9.7,8.97,1968
North Carolina,Bertie,49.5,50.5,6.5,15.68,8.55,10.21,11.79,16.17,13.92,9.1,8.08,35.22,60.78,0.64,0.42,0.03,0.57,0.49,1.31,34.53,43.26,27.4,15.44,6.94,6.96,1983
North Carolina,Beaufort,48.18,51.82,7.01,16.25,6.91,9.55,11.73,14.52,15.65,10.83,7.56,67.16,25.82,0.25,0.43,0.06,4.15,0.94,6.06,65.68,32.69,26.79,19.2,10.46,10.86,1981
North Carolina,Alleghany,49.59,50.41,6.04,15.31,6.53,8.73,12.2,14.68,15.86,11.49,9.16,89.87,0.62,0.13,0.28,0.02,7.12,1.33,9.15,88.65,42.75,30.76,11.81,6.96,7.72,1970
North Carolina,Alamance,47.57,52.43,7.57,17.42,10.18,10.19,13.68,14.48,11.85,7.56,7.05,68.22,17.65,0.26,1.16,0.11,7.81,2.1,10.16,66.27,28.28,28.15,19.66,11.04,12.87,1967
North Carolina,Ashe,49.44,50.56,6.35,14.09,6.53,9.82,12.53,15.03,15.5,11.46,8.7,94.35,0.11,0.19,0.14,0,3.12,0.28,4.32,93.29,36.94,27.72,19.2,7.79,8.35,1975
North Carolina,Bladen,47.99,52.01,7.3,17.02,7.68,10.24,12.4,14.93,14.86,9.26,6.31,55.94,34.2,2.2,0.03,0,3.79,2.25,6.36,54.14,43.37,25.03,15.48,8.88,7.25,1986
Indiana,Harrison,49.99,50.01,7.33,17.64,7.6,10.76,13.08,16.55,13.19,7.91,5.94,95.26,0.17,0.22,0.46,0,0.72,1.28,1.49,94.8,20.5,27.65,23.57,14.68,13.61,334
Indiana,Jasper,49.78,50.22,7.9,19.42,8.54,10.49,12.53,14.98,12.09,8.04,6,96.02,0.8,0.33,0.25,0,0.49,0.84,4.76,92.08,16.97,26.93,23.73,17.4,14.97,356
Indiana,Hancock,49.12,50.88,7.59,20.02,6.62,10.3,14.31,15.99,12.42,7.46,5.31,92.69,1.84,0.08,0.85,0,0.44,1.26,1.67,91.55,16.09,23,22.63,15.42,22.86,329
North Carolina,Brunswick,49.02,50.98,6.49,13.19,6.18,9.72,11.35,13.45,18.18,14.27,7.17,79.72,10.71,0.3,0.43,0,1.57,2.22,4.64,77.04,25.23,28.85,19.39,11.69,14.85,1995
North Carolina,Buncombe,48.16,51.84,6.76,14.91,8.74,12.06,13.32,14.52,13.71,8.45,7.54,86.86,6.43,0.37,0.96,0.08,1.26,1.91,5.36,83.25,26.95,29.02,19.57,10.84,13.62,1422
North Carolina,Burke,50.01,49.99,6.69,17.33,8.27,9.69,13.38,15.18,13.33,9.1,7.04,85.11,6.73,0.36,3.36,0.04,2.47,1.55,4.88,82.93,33.57,29.53,19.36,9.81,7.72,1424
Indiana,Hendricks,49.84,50.16,8.51,20.3,6.8,11.91,15.34,15.38,11.06,6.14,4.57,88.14,4.33,0.13,1.68,0.01,0.65,1.33,2.65,86.17,11.91,22.66,21.76,16.95,26.71,341
Indiana,Henry,50.72,49.28,6.62,17.1,7.42,10.33,13.57,15.51,13.27,8.75,7.43,95.03,1.66,0.1,0.26,0.03,0.53,1.29,1.43,94.14,28.76,30.17,20.37,11.24,9.46,344
Indiana,Howard,48.08,51.92,7.49,17.56,7.65,10.39,12.26,15.09,13.31,8.83,7.41,89.65,7.09,0.24,1.01,0.02,0.95,1.74,2.65,88.12,25.82,28.54,18.29,12.6,14.75,348
Indiana,Huntington,49.13,50.87,7.33,17.74,9.78,10.32,12.27,15.57,12.27,7.81,6.91,97.97,0.06,0.06,0.44,0.02,0.33,1.64,1.71,96.75,23.72,30.03,22.51,12.43,11.31,352
Indiana,Jackson,49.78,50.22,7.76,18.16,7.58,11.71,13.49,14.96,12.03,7.82,6.5,95.53,0.44,0.4,0.73,0,0.59,1.19,5.21,91.26,26.01,30.21,21.01,11.68,11.09,355
Indiana,Lake,48.26,51.74,8.09,19.07,8.46,11.41,12.63,14.89,12.17,6.94,6.34,62.39,25.37,0.26,1.21,0.02,8.17,2.26,15.84,55.86,25.98,25.08,19.79,13.13,16.03,389
Indiana,Jay,49.34,50.66,8.35,19.81,7.46,9.59,12.84,14.25,12.34,8.36,7.02,98.18,0.93,0,0.14,0,0.25,1.38,2.59,96.66,27.56,33.64,19.45,12.77,6.59,358
Indiana,Jefferson,48.21,51.79,7.03,17.12,9.45,10.56,12.83,15.49,12.91,8.2,6.43,94.74,1.4,0.22,0.72,0,1.62,1.19,2.19,94,28.8,29,18.8,12.58,10.82,363
Indiana,Jennings,50.09,49.91,8.01,19.94,7.76,9.84,14.31,15.19,12.33,7.87,4.75,97.54,0.36,0.19,0.13,0,0.14,1.45,1.84,95.94,25.09,34.17,22.66,10.59,7.49,367
Indiana,LaGrange,50.44,49.56,12.01,24.23,8.49,10.51,11.18,11.61,10.41,6.76,4.8,95.63,0.07,0.11,0.29,0.02,0.2,3.33,3.57,92.47,22.09,30.24,24.62,11.52,11.54,386
Indiana,Kosciusko,49.72,50.28,8.29,18.8,8.69,11.02,12.59,14.85,12.22,7.64,5.89,91.92,0.8,0.19,0.85,0.04,4.75,0.96,7.05,89.73,20.21,29.52,24.85,12.45,12.97,384
Indiana,Johnson,49.19,50.81,8.35,19.46,8.1,11.56,14.18,14.67,11.38,6.82,5.48,92.08,1.28,0.19,1.62,0,1.17,1.04,2.76,90.33,16.22,23.27,21.06,16.5,22.95,370
Indiana,Knox,50.31,49.69,7.04,15.98,13.41,10.02,10.79,14.47,12.51,8.29,7.48,94.9,2.45,0.09,0.58,0,0.78,1.16,1.59,94.2,33.19,26.99,20.15,9.17,10.49,376
Florida,Taylor,55.62,44.38,6.7,14.15,8.99,11.84,13.49,15.38,13.81,9.53,6.1,73.81,20.69,0.35,0.64,0.21,0.29,1.48,2.26,72.02,34.9,29.03,14.72,11.38,9.97,981
Florida,Union,64.66,35.34,6.23,14.3,9.59,14.05,13.97,16.64,15.22,6.64,3.36,73.88,21.78,0.71,0.59,0,0.62,1.4,4.31,70.55,27.95,29.22,21.27,10.42,11.13,982
Florida,Volusia,48.87,51.13,5.91,14.3,8.78,9.19,11.45,15,14.29,10.87,10.21,83.48,10.1,0.27,1.54,0.03,3.13,1.75,10.67,76.23,26.95,28.64,19.79,11.03,13.6,983
