State,County,Males,Females,Under 6 Years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and older,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),"Under $25,000","$25,000 to $49,999","$50,000 to $74,999","$75,000 to $99,999","$100,000 and over",Employed,Unemployed,Not in labor force,Insured,Uninsured,CensusObjectID
Kansas,Kearny,50.82,49.18,8.7,23.31,8.07,10.13,11.84,13.68,11.64,6.76,6.69,87.3,0.58,0.98,0.3,0.03,8.67,2.14,28.54,68.54,7.04,12.72,6.94,4.65,4.68,45.91,1.21,23.79,65.02,21.12,578
Kansas,Kingman,49.61,50.39,6.43,19.93,6.43,8.25,10.4,16.25,13.22,9.39,10.59,96.86,0.18,0.6,0.46,0.03,0.62,1.26,2.53,95.27,8.7,15.54,9.34,5.82,4.68,47.8,1.59,30.64,66.81,11.85,579
Kansas,Kiowa,49.24,50.76,5.84,19.04,9.79,8.93,10.65,13.91,13.91,8.54,10.34,95.61,0.67,0.94,0.63,0.04,1.1,1.02,3.88,93.15,10.93,14.57,7.21,2.74,3.49,50.8,2.23,31.41,62.04,13.75,580
Kansas,Labette,49.51,50.49,7.62,18.83,8.61,9.6,11.37,15.1,12.9,8.44,8.16,88.05,4.67,2.16,0.36,0.02,0.71,4.04,4.05,85.47,12.69,13.55,8.04,4.06,3.09,48.45,3.36,27.12,69.82,12.73,581
Kansas,Lane,48.91,51.09,5.66,19.14,4.86,8.8,11.26,14.74,15.43,10.11,10.97,95.2,0.46,0.8,0.23,0.06,1.6,1.66,4.23,93.03,13.66,10.74,9.03,4.63,5.2,47.77,1.89,28.57,63.66,14.74,582
Kansas,Leavenworth,53.09,46.91,7.59,19.47,7.67,12.29,14.92,15.73,11.94,6.28,4.78,83.8,9.41,0.77,1.27,0.13,1.33,3.3,5.65,80.32,6.36,7.45,6.53,5.28,8.19,41.27,2.87,28.65,72.09,8.92,583
Kansas,Lincoln,49.92,50.08,6.82,19.01,4.35,8.67,10.0,16.2,15.43,8.3,12.03,97.44,0.28,0.52,0.19,0.0,0.74,0.83,2.22,96.14,12.9,13.45,10.61,4.32,3.27,52.95,2.1,25.64,63.01,16.17,584
Kansas,Meade,50.8,49.2,7.74,23.72,6.16,9.42,12.17,13.68,10.95,7.28,9.88,92.72,0.68,0.77,0.42,0.0,3.76,1.66,14.78,82.21,9.53,11.08,9.16,4.33,4.52,46.47,1.86,25.68,65.33,16.31,591
Kansas,Logan,49.46,50.54,6.35,18.54,5.7,9.98,10.34,16.07,12.99,9.22,11.54,96.04,0.76,0.47,0.36,0.0,1.09,1.27,2.9,94.67,15.35,12.99,9.69,4.97,5.41,55.84,1.27,24.31,64.26,14.66,586
Kansas,Lyon,48.94,51.06,7.65,18.27,16.05,11.25,10.64,13.17,11.01,6.36,6.14,83.53,2.43,0.69,2.32,0.05,8.28,2.7,20.05,73.33,13.89,12.35,7.6,4.28,2.7,51.86,4.47,25.65,65.89,17.78,587
Kansas,McPherson,49.12,50.88,6.85,18.73,8.44,9.89,10.61,15.13,12.7,8.14,10.16,95.14,1.01,0.38,0.5,0.07,1.19,1.71,3.51,93.13,7.73,10.82,7.96,6.88,6.76,52.4,1.26,25.45,69.76,9.97,588
Kansas,Marion,50.33,49.67,6.15,18.92,8.59,7.7,10.01,15.45,13.21,9.83,11.03,96.0,0.82,0.55,0.21,0.06,0.72,1.64,2.34,94.72,9.27,12.49,9.54,5.76,2.93,48.59,1.59,30.12,62.84,12.01,589
Kansas,Marshall,49.45,50.55,7.22,17.64,5.86,9.75,9.82,15.93,13.2,9.45,11.64,97.35,0.27,0.33,0.23,0.03,0.49,1.3,1.91,96.15,10.77,13.59,8.93,5.83,3.29,52.97,1.26,26.37,66.4,11.72,590
Ohio,Geauga,49.15,50.85,6.43,22.07,6.01,6.93,12.4,17.31,14.52,8.57,6.92,96.92,1.28,0.08,0.6,0.01,0.26,0.84,1.07,96.12,5.48,7.78,7.81,4.92,10.72,48.18,3.08,25.89,72.49,10.54,2516
Ohio,Knox,48.84,51.16,6.93,19.67,10.98,9.61,11.77,14.49,12.47,7.98,6.77,96.74,0.81,0.2,0.57,0.03,0.43,1.22,1.21,96.02,9.36,10.86,7.48,4.94,4.44,46.28,3.57,27.76,67.34,13.15,2530
Kansas,Morris,49.89,50.11,5.81,17.34,5.77,8.31,9.88,16.56,14.54,10.64,11.68,96.02,0.42,0.47,0.24,0.02,1.23,1.6,3.58,94.07,13.61,11.43,9.56,4.83,4.54,48.93,1.74,29.41,63.14,13.69,595
Kansas,Miami,49.41,50.59,7.4,22.04,6.11,9.95,13.61,16.77,12.14,7.14,5.93,95.24,1.3,0.59,0.35,0.03,0.65,1.85,2.53,93.66,6.61,8.27,8.28,5.72,7.5,48.98,3.36,22.59,74.97,10.62,592
Ohio,Greene,48.96,51.04,6.24,18.13,13.72,10.37,11.42,14.63,12.54,7.3,6.32,86.44,7.23,0.26,2.91,0.06,0.53,2.56,2.13,85.06,7.95,8.88,7.45,5.17,8.9,47.22,3.33,27.52,70.86,9.98,2517
Ohio,Guernsey,49.0,51.0,6.75,19.47,7.57,9.92,12.44,15.11,13.62,8.92,7.11,96.01,1.47,0.25,0.27,0.02,0.19,1.78,0.87,95.48,13.47,12.06,7.95,4.14,2.84,42.37,3.8,32.55,70.98,12.68,2518
Ohio,Hamilton,48.01,51.99,7.24,18.51,10.53,11.94,12.19,14.94,11.96,6.65,6.67,68.84,25.67,0.2,2.02,0.08,1.06,2.14,2.57,67.58,11.04,9.97,7.11,4.79,7.95,48.07,4.06,26.82,72.71,12.06,2519
Ohio,Hancock,48.52,51.48,6.91,18.87,10.24,10.65,12.32,14.96,12.49,7.47,6.8,93.38,1.55,0.22,1.69,0.02,1.37,1.78,4.5,90.78,9.42,11.38,8.99,5.48,5.69,50.11,3.38,25.19,71.62,11.82,2520
Ohio,Hardin,49.62,50.38,7.03,19.07,15.11,9.78,11.64,13.08,11.46,7.35,6.07,96.67,0.81,0.16,0.57,0.04,0.46,1.3,1.27,95.99,11.19,10.0,7.93,4.25,3.34,43.81,4.01,31.49,68.08,11.86,2521
Ohio,Harrison,49.61,50.39,6.42,17.62,6.71,9.05,11.81,16.03,15.02,9.94,8.21,95.92,2.08,0.1,0.14,0.01,0.14,1.61,0.5,95.62,14.37,11.79,7.38,3.96,2.71,42.24,3.17,34.54,69.05,12.43,2522
Ohio,Henry,49.53,50.47,7.18,20.08,7.44,10.24,12.35,15.5,12.56,7.71,7.7,95.19,0.41,0.32,0.37,0.01,2.39,1.31,6.59,91.66,9.24,11.06,8.96,5.57,4.56,47.54,4.78,25.83,71.55,11.9,2523
Ohio,Highland,48.98,51.02,7.47,20.08,7.58,10.58,13.11,14.43,12.36,8.52,6.67,96.45,1.39,0.25,0.23,0.01,0.14,1.53,0.73,96.02,12.1,11.07,8.21,3.49,3.29,40.89,5.63,31.1,69.93,14.6,2524
Ohio,Hocking,49.98,50.02,6.66,19.37,7.24,10.03,12.87,15.51,13.76,9.26,6.02,97.48,0.74,0.33,0.16,0.01,0.17,1.12,0.67,97.04,11.52,12.49,7.45,4.87,2.76,42.58,3.91,31.94,70.76,12.9,2525
Ohio,Holmes,49.86,50.14,10.35,26.27,9.62,10.69,11.02,11.67,9.76,6.04,5.3,98.73,0.3,0.07,0.12,0.04,0.23,0.51,0.78,98.21,6.66,9.96,5.28,3.3,3.4,41.74,2.51,24.22,64.41,23.81,2526
Ohio,Huron,49.26,50.74,7.49,21.01,7.57,10.62,12.97,15.09,12.52,7.37,6.18,94.85,1.03,0.21,0.29,0.02,1.98,1.61,5.59,91.65,9.25,11.46,8.62,4.78,4.41,45.79,4.58,26.19,72.69,13.04,2527
Ohio,Jackson,48.88,51.12,7.29,19.36,8.14,10.89,13.02,14.52,13.4,7.97,6.15,97.12,0.58,0.36,0.33,0.04,0.21,1.36,0.8,96.6,15.3,11.03,5.97,4.24,2.9,38.5,5.2,34.24,72.9,13.06,2528
Oklahoma,Haskell,49.7,50.3,7.79,19.8,7.6,10.14,11.54,13.13,13.28,9.93,7.63,74.87,0.44,15.89,0.53,0.02,1.21,7.04,3.34,73.32,13.27,9.93,6.23,3.05,3.86,35.43,2.51,38.16,60.35,21.73,830
Oklahoma,Hughes,53.84,46.16,6.46,17.86,7.68,11.95,12.5,14.24,12.75,9.13,8.09,68.15,5.3,18.2,0.2,0.04,1.44,6.67,3.78,66.78,14.39,10.58,5.37,3.19,3.31,33.76,3.29,40.71,54.12,18.78,831
Oklahoma,Jackson,49.85,50.15,8.36,19.82,10.95,11.99,12.12,13.42,11.03,7.11,5.83,72.81,7.51,1.81,1.18,0.21,11.63,4.86,20.94,65.81,11.34,11.42,7.03,4.53,4.95,42.99,3.39,25.63,67.34,17.39,832
Oklahoma,Jefferson,49.77,50.23,7.71,18.59,7.12,9.44,10.95,14.35,13.49,10.29,8.85,84.38,0.65,6.18,0.34,0.0,3.79,4.67,8.53,80.59,13.86,12.82,5.78,3.17,2.81,39.22,1.84,37.08,56.58,22.11,833
Oklahoma,Johnston,49.26,50.74,7.8,18.98,8.93,9.94,11.65,13.82,13.08,9.51,7.09,73.15,1.93,15.53,0.25,0.01,1.18,7.95,3.86,71.68,13.39,12.91,5.75,4.65,2.19,33.48,1.92,41.69,61.39,19.71,834
Oklahoma,Kay,49.31,50.69,7.82,19.54,8.14,10.66,10.74,13.97,12.69,8.75,8.29,80.18,2.07,9.63,0.5,0.03,2.56,5.03,6.43,77.56,12.81,11.01,7.89,3.69,4.11,43.56,3.44,30.75,63.1,17.97,835
Oklahoma,Kingfisher,49.45,50.55,8.03,20.64,6.95,10.96,12.16,15.11,11.65,7.86,7.16,84.52,1.13,3.09,0.28,0.0,7.82,3.15,13.45,80.02,8.18,10.21,7.3,5.07,5.41,49.53,2.63,23.2,64.41,20.16,836
Oklahoma,McClain,49.63,50.37,7.92,20.86,6.72,10.92,13.62,15.41,12.13,8.13,5.11,84.53,0.69,6.43,0.37,0.03,2.69,5.26,6.96,80.98,7.45,8.61,6.7,5.2,6.29,45.43,2.01,25.53,68.74,18.45,843
Oklahoma,Logan,49.51,50.49,7.49,20.16,9.98,10.43,12.22,15.14,12.58,7.58,5.07,80.97,9.09,3.3,0.47,0.05,2.0,4.12,5.19,78.53,9.37,8.13,6.19,4.23,6.65,44.92,2.27,27.05,66.75,17.6,841
Oklahoma,Love,49.14,50.86,7.3,18.86,7.28,10.21,12.21,14.04,13.63,10.3,6.87,78.81,1.78,6.22,0.48,0.0,7.81,4.9,11.81,76.26,10.09,11.93,8.04,3.45,4.64,45.95,1.02,30.97,64.09,18.34,842
Oklahoma,Latimer,50.65,49.35,6.56,19.84,9.37,9.59,11.24,13.98,12.71,9.49,7.94,70.15,0.74,20.43,0.28,0.01,0.64,7.75,2.63,69.19,11.1,10.67,8.1,3.48,3.68,41.21,3.47,32.46,60.6,18.74,838
Oklahoma,Le Flore,50.21,49.79,7.51,19.2,8.68,10.98,12.16,14.12,12.79,8.88,6.29,75.08,2.05,12.27,0.53,0.05,4.04,5.99,6.86,73.12,12.6,11.37,7.14,3.09,2.83,38.79,3.76,34.51,60.94,21.35,839
Oklahoma,Lincoln,49.52,50.48,7.22,20.52,7.07,9.69,12.19,15.61,13.21,9.19,6.13,85.86,1.79,6.47,0.19,0.04,0.59,5.06,2.45,84.57,10.64,10.99,7.43,4.05,4.23,41.93,2.55,31.82,65.24,18.73,840
Texas,Tarrant,49.04,50.96,8.73,21.42,9.62,13.25,14.57,14.26,9.93,5.07,3.85,66.64,14.87,0.65,4.67,0.18,9.99,3.0,26.7,51.8,7.07,8.65,6.71,4.53,8.0,47.01,3.77,21.26,69.15,21.35,1018
Texas,Taylor,48.69,51.31,8.21,18.49,14.22,12.06,10.97,13.0,10.38,6.78,6.42,79.39,7.38,0.68,1.58,0.09,7.63,3.25,22.11,67.01,10.86,10.78,7.08,4.17,4.95,45.39,2.57,25.97,64.14,19.92,1019
Texas,Tom Green,48.97,51.03,7.72,18.11,13.6,11.82,10.97,13.07,11.34,7.17,6.68,81.71,4.03,0.8,1.01,0.09,9.51,2.84,35.67,57.88,11.1,10.62,6.79,4.11,5.01,43.9,3.09,26.72,62.32,20.04,405
Oklahoma,McCurtain,49.0,51.0,7.76,20.37,7.74,10.24,12.32,13.95,12.81,8.99,6.52,67.14,8.73,15.13,0.34,0.01,2.43,6.21,4.68,65.85,17.29,9.76,6.5,2.85,3.59,38.15,4.7,33.91,62.64,20.73,844
Oklahoma,McIntosh,49.44,50.56,5.88,17.07,6.3,8.29,10.61,15.32,15.35,12.45,9.5,70.3,3.19,18.55,0.34,0.03,0.43,7.15,1.93,69.39,15.39,12.18,5.56,2.74,2.01,33.99,4.01,42.46,56.52,20.9,845
Oklahoma,Major,49.12,50.88,6.97,18.16,6.54,9.76,10.62,15.89,13.37,10.1,9.14,90.95,0.44,1.98,0.35,0.04,3.73,2.51,7.51,88.07,11.17,11.33,8.58,5.22,5.38,49.87,0.94,28.17,60.71,19.29,846
Oklahoma,Marshall,50.11,49.89,7.35,18.24,6.94,9.16,10.89,14.58,13.63,11.86,8.03,73.8,1.55,9.68,0.18,0.01,8.78,6.0,13.96,69.76,10.57,10.9,9.17,2.31,3.14,42.49,2.51,32.4,57.13,22.65,847
Oklahoma,Mayes,49.86,50.14,7.57,20.07,7.4,10.36,12.03,14.62,12.89,9.26,6.43,67.97,0.41,21.38,0.36,0.04,0.79,9.05,2.66,66.87,11.79,11.06,8.03,4.45,3.62,41.8,3.83,31.05,64.21,19.6,848
Oklahoma,Murray,49.81,50.19,7.42,18.48,7.09,10.26,11.85,14.57,13.48,9.62,7.9,77.96,1.32,12.14,0.36,0.06,1.94,6.22,4.91,75.93,10.91,13.01,6.7,4.97,3.19,43.28,2.22,30.47,62.66,18.71,849
Oklahoma,Muskogee,48.87,51.13,7.61,19.12,9.17,11.72,11.89,14.11,12.38,7.9,6.76,59.82,11.31,17.47,0.56,0.03,2.58,8.23,5.2,58.26,13.17,10.98,6.74,3.72,3.31,39.99,2.88,34.2,62.87,18.29,850
Texas,Terrell,51.73,48.27,7.42,15.45,5.49,9.45,12.5,13.21,15.45,11.28,9.55,84.15,0.71,0.91,0.41,0.0,12.3,1.52,47.46,50.3,15.04,12.4,5.18,3.05,2.13,39.23,0.0,34.15,55.18,24.8,404
Texas,Terry,53.09,46.91,8.51,19.23,10.92,11.64,11.28,13.88,10.51,7.83,6.62,81.28,4.78,0.62,0.24,0.0,10.52,2.56,49.09,45.43,10.97,8.82,4.98,2.22,4.96,39.29,2.92,33.48,53.96,22.93,1020
Texas,Throckmorton,49.18,50.82,6.15,17.92,5.0,8.84,9.99,14.99,13.16,13.28,11.27,94.76,0.67,0.73,0.43,0.0,2.62,0.79,9.26,88.54,16.58,17.25,6.64,3.35,4.63,45.89,2.13,43.63,49.24,26.2,1021
Texas,Titus,49.41,50.59,9.79,23.0,9.58,11.51,12.99,12.2,10.15,6.41,5.13,67.57,9.56,1.09,0.73,0.05,18.66,2.33,39.58,49.19,9.43,10.99,6.06,3.33,3.27,39.28,3.17,26.92,59.85,27.99,1022
Texas,Uvalde,48.89,51.11,8.55,23.18,9.07,9.81,11.73,12.45,11.38,7.71,7.05,78.13,0.64,0.55,0.51,0.02,17.17,2.97,69.3,29.03,11.86,10.18,4.73,2.75,3.89,40.75,3.61,29.83,59.31,24.32,410
Texas,Travis,50.44,49.56,8.05,17.64,13.28,16.82,15.09,12.93,9.26,4.18,3.12,69.3,8.52,0.84,5.79,0.07,12.18,3.3,33.46,50.54,8.19,9.48,6.79,4.4,9.31,50.98,3.5,20.49,70.45,20.72,406
Texas,Trinity,48.68,51.32,6.08,16.8,6.31,8.26,10.39,14.67,15.87,13.01,9.43,84.35,9.45,0.47,0.29,0.02,3.95,1.47,7.66,81.04,10.56,13.22,5.51,3.3,2.55,34.3,2.3,44.3,56.24,21.06,407
Texas,Tyler,53.9,46.1,5.82,15.99,8.58,11.94,12.06,13.92,13.36,10.88,8.09,82.38,10.98,0.53,0.23,0.03,4.64,1.21,6.83,80.43,11.97,12.51,6.23,2.94,3.62,31.44,3.11,45.91,54.52,17.61,408
Texas,Upshur,49.51,50.49,7.27,19.64,7.25,10.29,11.85,15.39,13.36,9.12,6.63,85.14,8.69,0.66,0.38,0.01,2.97,2.16,6.65,82.06,10.16,10.52,7.17,4.76,4.7,42.81,3.13,30.74,62.1,21.27,1023
Texas,Upton,49.93,50.07,8.52,21.1,7.3,12.46,10.25,14.58,11.86,7.81,6.89,74.99,1.88,1.73,0.0,0.0,19.34,2.06,49.0,48.02,8.73,9.12,7.18,4.29,5.81,38.96,0.66,38.39,57.62,26.5,409
Texas,Webb,48.54,51.46,10.8,27.19,10.46,12.63,13.72,10.88,7.45,4.38,3.41,87.97,0.45,0.4,0.58,0.01,9.1,1.47,95.74,3.33,9.01,7.36,4.05,2.47,2.96,38.47,3.1,23.66,57.47,33.46,417
Texas,Val Verde,50.16,49.84,9.34,22.9,10.22,11.63,12.86,11.59,9.88,6.94,5.44,84.97,1.53,0.49,0.49,0.09,10.37,2.07,80.2,17.49,10.83,8.44,5.25,3.17,3.08,38.42,3.7,27.54,58.02,26.0,411
Texas,Van Zandt,49.19,50.81,6.63,19.58,6.91,9.29,11.94,14.71,13.75,10.37,7.6,90.88,2.71,0.87,0.33,0.06,3.31,1.84,9.22,85.75,10.49,10.85,7.76,4.07,4.03,41.61,2.98,34.07,58.74,22.6,1024
Texas,Victoria,48.79,51.21,8.28,20.48,8.87,11.43,11.78,14.34,12.05,7.18,6.26,79.51,6.35,0.58,1.04,0.03,10.08,2.41,43.91,47.89,9.18,9.68,7.39,4.35,6.17,46.52,3.48,25.03,64.36,20.97,412
Texas,Walker,58.95,41.05,5.15,13.82,19.67,12.47,13.65,14.74,10.61,6.05,4.24,67.07,22.48,0.45,0.93,0.04,6.98,2.06,16.78,58.46,10.97,7.87,4.92,2.77,2.79,31.02,2.39,50.01,49.01,17.19,413
Texas,Waller,49.52,50.48,7.83,20.27,15.94,9.76,11.61,13.64,11.24,6.21,3.97,58.45,24.86,0.82,0.5,0.02,13.15,2.2,29.02,44.58,8.46,8.17,5.93,3.01,5.67,43.97,3.26,26.93,56.89,25.13,414
Texas,Ward,48.33,51.67,8.54,21.17,7.98,11.06,11.34,14.21,11.69,7.59,7.19,77.19,4.9,0.92,0.3,0.01,13.41,3.27,47.61,46.18,11.06,10.15,7.4,2.81,4.13,41.22,2.05,31.3,60.64,23.17,415
Texas,Washington,49.17,50.83,6.6,18.16,9.67,9.21,10.87,14.27,13.54,9.26,9.13,74.17,17.64,0.29,1.32,0.02,4.98,1.58,13.76,66.42,12.22,9.1,6.15,4.31,6.33,42.32,2.08,33.74,59.09,18.49,416
Texas,Williamson,49.22,50.78,8.85,21.84,7.51,13.78,16.61,13.74,9.45,5.38,3.54,78.12,6.2,0.62,4.83,0.1,6.94,3.19,23.19,63.76,3.89,7.09,7.58,5.71,9.34,46.62,3.21,18.47,74.6,16.18,420
Texas,Wilbarger,49.77,50.23,7.82,19.93,9.32,10.48,10.91,14.28,12.33,8.03,7.54,78.2,8.02,1.07,0.72,0.04,9.39,2.54,25.92,63.43,13.03,10.57,7.58,3.71,3.53,42.13,2.16,33.98,62.02,20.41,1027
Texas,Willacy,54.35,45.65,7.97,21.46,12.18,13.47,12.69,11.72,9.68,6.28,5.4,85.82,2.14,0.28,0.63,0.03,9.25,1.84,87.18,10.1,13.28,5.03,3.81,1.11,1.55,26.42,2.1,46.91,51.74,21.59,419
Texas,Wharton,49.15,50.85,8.08,20.65,8.52,10.97,11.52,14.22,12.03,7.57,7.01,72.17,14.09,0.39,0.39,0.0,11.13,1.82,37.42,47.68,11.66,9.45,6.22,3.05,5.49,46.77,2.99,25.76,60.81,23.88,418
Texas,Wheeler,49.19,50.81,7.95,19.54,6.8,9.98,11.24,13.77,12.92,10.35,8.04,82.61,2.09,0.81,0.43,0.0,11.79,2.27,24.84,71.11,12.4,9.48,5.99,4.2,6.99,43.46,2.13,29.56,55.53,25.47,1025
Texas,Wichita,51.28,48.72,7.41,17.99,13.9,12.38,11.49,13.63,10.56,6.69,6.37,77.06,10.5,1.06,2.03,0.08,6.36,2.91,16.62,68.44,9.98,11.29,7.05,4.1,4.54,43.03,2.67,28.78,59.67,18.82,1026
Texas,Young,49.32,50.68,6.98,18.95,7.41,9.49,11.35,14.94,12.96,9.1,9.35,90.29,1.25,0.74,0.35,0.03,5.41,1.93,16.42,80.64,13.46,11.28,7.0,3.61,5.0,44.4,2.01,31.02,58.98,21.54,1031
Texas,Wilson,49.8,50.2,7.02,21.94,6.59,9.17,13.79,16.58,13.42,7.21,5.4,89.08,1.63,0.65,0.38,0.02,6.09,2.14,38.24,58.68,6.1,6.94,8.07,5.38,7.19,46.66,2.77,23.92,67.4,19.85,421
Texas,Winkler,49.93,50.07,9.4,22.17,8.21,11.21,11.66,14.99,11.13,6.5,5.32,73.67,2.19,1.0,0.24,0.0,19.83,3.07,53.78,42.53,11.29,10.65,6.27,2.74,4.5,37.26,2.63,31.9,62.91,23.47,422
Texas,Wise,50.41,49.59,7.39,20.84,8.06,10.4,13.45,16.18,12.13,7.66,4.65,88.7,1.06,0.78,0.41,0.03,6.92,2.09,17.1,79.7,6.22,8.19,7.17,5.47,6.29,45.57,4.02,25.74,63.43,22.61,1028
Texas,Wood,49.14,50.86,5.8,16.51,6.87,8.08,10.26,13.64,15.41,14.41,9.78,88.68,4.7,0.67,0.38,0.05,4.11,1.41,8.46,84.9,10.39,11.71,7.11,4.33,4.65,37.77,3.22,40.91,53.71,20.17,1029
Texas,Yoakum,49.49,50.51,10.13,23.48,8.2,11.52,11.8,13.86,10.14,6.13,5.23,74.48,0.89,0.75,0.39,0.01,20.81,2.67,58.66,39.22,9.9,6.92,7.58,3.31,5.24,43.05,3.36,23.44,61.29,26.6,1030
Texas,Zapata,50.25,49.75,11.34,25.35,10.72,11.79,11.81,10.3,8.85,6.08,4.34,93.61,0.14,0.3,0.23,0.0,5.17,0.56,93.34,6.14,15.78,6.85,2.91,0.84,4.59,33.89,2.64,31.76,56.51,32.62,423
Texas,Zavala,49.33,50.67,10.12,23.86,10.69,10.67,11.36,11.32,10.75,6.49,5.57,88.22,0.76,0.35,0.03,0.14,9.09,1.4,93.87,5.54,17.27,7.82,2.12,2.18,1.08,33.08,3.58,35.28,60.63,23.17,424
Utah,Beaver,51.44,48.56,10.18,25.98,6.73,11.95,10.88,12.22,10.21,7.04,5.51,89.0,0.24,1.15,1.06,0.29,6.86,1.4,10.8,85.99,9.32,10.8,4.16,4.36,2.9,37.22,3.61,26.75,68.91,17.95,241
Utah,Box Elder,50.4,49.6,10.88,25.09,8.05,12.83,11.22,12.3,9.05,6.02,5.11,91.77,0.34,0.82,0.89,0.17,3.77,2.24,8.31,88.26,4.88,8.74,7.96,5.31,4.34,42.08,1.98,23.03,75.22,13.26,242
Utah,Carbon,49.6,50.4,8.82,20.41,9.8,12.29,10.26,12.98,12.49,7.1,6.47,92.31,0.43,1.18,0.58,0.11,3.03,2.36,12.42,84.13,11.67,10.61,6.61,4.33,4.01,41.0,3.27,29.61,72.7,11.7,244
Utah,Daggett,56.37,43.63,7.08,17.28,5.0,12.84,11.05,12.65,16.05,11.99,6.99,95.94,0.38,0.76,0.38,0.09,1.42,1.04,3.12,94.43,8.22,10.86,4.53,4.34,5.29,33.62,0.85,32.77,63.55,13.98,245
Utah,Juab,51.02,48.98,11.25,28.75,6.99,12.0,11.65,10.89,9.17,5.73,4.45,95.95,0.24,0.88,0.21,0.15,1.1,1.46,3.7,94.0,5.27,8.1,8.06,4.2,4.09,40.91,2.69,20.4,73.6,15.09,252
Utah,Davis,50.21,49.79,11.31,25.23,9.29,14.24,12.49,11.51,8.41,4.53,3.63,90.04,1.21,0.46,1.77,0.59,3.24,2.69,8.4,85.83,3.48,6.45,6.99,4.94,7.71,43.73,2.16,19.7,81.05,10.57,246
Utah,Cache,49.71,50.29,11.1,22.98,17.46,14.59,10.12,9.25,7.16,4.16,3.56,89.12,0.62,0.61,1.88,0.39,5.48,1.9,9.96,85.47,6.75,9.26,6.22,3.68,4.11,46.21,2.69,19.41,75.26,14.2,243
Utah,Duchesne,50.81,49.19,11.5,24.25,9.14,13.35,10.58,11.72,9.2,6.29,4.37,89.15,0.24,4.53,0.28,0.27,2.64,2.89,6.0,87.12,7.84,8.09,8.97,4.98,5.16,38.92,1.67,25.32,71.69,16.44,247
Utah,Emery,50.92,49.08,10.21,23.98,7.22,12.09,9.94,12.95,11.87,7.58,4.88,93.92,0.24,0.71,0.35,0.08,3.84,0.87,5.96,92.09,6.1,11.56,8.45,5.03,3.29,43.28,1.52,26.55,73.56,13.67,248
Utah,Garfield,51.7,48.3,8.41,20.69,6.94,10.36,10.02,13.28,15.08,8.66,7.41,94.14,0.43,1.64,1.18,0.19,1.57,0.85,4.52,91.65,8.24,14.54,8.86,6.21,3.46,51.1,1.01,21.11,65.74,15.2,249
Utah,Grand,50.36,49.64,6.92,17.65,7.19,12.01,12.77,15.3,15.02,7.62,5.94,88.96,0.31,4.13,0.83,0.03,3.73,1.99,9.55,84.11,10.93,12.92,10.4,3.88,2.19,48.63,3.02,25.78,66.34,20.02,250
Utah,Iron,49.72,50.28,10.04,22.99,16.16,12.73,9.94,10.01,8.81,5.91,3.91,90.65,0.49,2.21,0.76,0.3,3.25,2.34,7.72,87.14,8.51,11.59,6.83,2.98,2.92,41.19,4.03,24.99,67.8,20.04,251
Utah,Sanpete,52.33,47.67,9.03,25.28,13.53,11.2,10.59,10.31,9.38,6.85,4.64,90.42,0.82,1.1,0.54,0.5,4.86,1.76,9.41,86.65,7.34,9.22,5.89,2.79,3.04,37.51,2.8,30.22,61.88,18.49,260
Utah,Kane,49.42,50.58,8.0,18.67,5.88,9.52,9.28,13.35,16.56,12.24,7.24,95.66,0.22,1.46,0.44,0.01,0.87,1.33,3.69,93.18,9.73,15.65,7.93,4.98,4.73,45.75,2.19,30.4,65.39,14.04,253
Utah,Millard,50.92,49.08,9.7,25.22,6.64,10.73,10.09,12.96,11.39,7.6,6.56,87.58,0.1,1.0,0.61,0.12,9.05,1.54,12.82,84.69,8.18,9.57,5.65,4.65,4.32,40.81,3.06,26.83,64.9,20.07,254
Utah,Rich,51.68,48.32,10.16,22.61,6.45,11.57,10.16,11.93,12.46,9.01,6.14,97.0,0.0,0.71,0.31,0.04,0.71,1.24,4.24,94.13,4.86,9.32,9.72,5.7,4.06,48.63,1.37,24.03,66.7,17.49,257
Utah,Morgan,50.39,49.61,10.62,27.24,6.93,9.96,12.31,13.17,10.09,6.42,4.11,97.52,0.17,0.19,0.36,0.11,0.7,0.96,2.39,96.08,2.3,7.24,5.7,5.67,7.74,43.21,1.92,20.67,78.21,11.43,255
Utah,Piute,51.16,48.84,8.03,24.23,4.76,8.55,8.8,11.83,13.3,12.92,8.42,94.73,0.13,0.32,0.39,0.13,2.96,1.35,7.01,91.2,12.21,8.48,4.82,5.46,3.66,36.57,2.06,37.72,56.88,18.89,256
Utah,Salt Lake,50.3,49.7,9.55,21.56,10.88,15.49,13.11,11.99,9.28,4.81,3.87,81.2,1.59,0.89,3.3,1.53,8.35,3.14,17.09,73.99,5.73,8.1,6.91,4.67,7.14,48.51,3.1,20.04,74.22,16.16,258
Utah,San Juan,50.2,49.8,10.23,26.67,9.54,10.6,11.25,12.23,9.69,6.44,4.41,45.84,0.17,50.39,0.25,0.03,1.02,2.3,4.4,43.9,9.01,9.28,5.3,2.75,3.04,34.42,2.35,31.28,68.87,20.01,259
