PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
PA5030833,DOB-BROS COUNTRY KITCHEN,Region 3,Pennsylvania,Transient non-community system,250,,Armstrong,3,2,3
PA1090157,PLUMSTEAD TWP SUMMER HILL MEAD,Region 3,Pennsylvania,Community water system,1284,,Bucks,10,62,4
PA3130396,MAUCH CHUNK LAKE PARK,Region 3,Pennsylvania,Transient non-community system,500,,Carbon,3,1,3
PA3060136,UNION GREENE,Region 3,Pennsylvania,Community water system,25,,Berks,4,7,2
PA2640440,CAMP POYNTELLE/LEWIS VILLAGE,Region 3,Pennsylvania,Transient non-community system,500,,Wayne,12,14,2
PA6160860,WOODLANDS TAVERN,Region 3,Pennsylvania,Transient non-community system,100,,Clarion,3,3,2
PA1090017,BUCKS RUN APARTMENTS,Region 3,Pennsylvania,Community water system,130,,Bucks,3,115,3
PA2521075,WESTFALL WATER COMPANY,Region 3,Pennsylvania,Non-Transient non-community system,25,,Pike,2,39,1
PA7670071,DILLSBURG AREA AUTHORITY,Region 3,Pennsylvania,Community water system,6757,,York,14,81,4
PA2520958,MID-TOWN CONVENIENCE STORE,Region 3,Pennsylvania,Transient non-community system,75,,Pike,3,4,2
PA2350484,SCHULTZVILLE DELI,Region 3,Pennsylvania,Transient non-community system,100,,Lackawanna,2,9,2
PA1230006,BRINTON MANOR,Region 3,Pennsylvania,Community water system,196,,Delaware,4,17,3
PA3130011,CHESTNUT RIDGE MHP,Region 3,Pennsylvania,Community water system,152,,Carbon,5,59,5
PA3060525,501 GRILL & TAVERN,Region 3,Pennsylvania,Transient non-community system,50,,Berks,4,0,2
PA4146426,H20 TO GO,Region 3,Pennsylvania,Non-Transient non-community system,700,,Centre,24,9,1
PA4470806,PENNDOT-SITE 36 MODERN REST AR,Region 3,Pennsylvania,Transient non-community system,700,,Montour,3,2,2
PA3390423,UPPER MILFORD WD FIRE CO #1,Region 3,Pennsylvania,Transient non-community system,100,,Lehigh,3,3,2
PA3480332,SHADY ACRES CAMPGROUND,Region 3,Pennsylvania,Transient non-community system,100,,Northampton,3,15,2
PA3546398,WATER VENDING SYSTEMS,Region 3,Pennsylvania,Non-Transient non-community system,50,,Schuylkill,6,6,2
PA7220004,MANADA CREEK MHP,Region 3,Pennsylvania,Community water system,135,,Dauphin,6,73,3
PA7220465,FIRST CHOICE CONVENIENCE,Region 3,Pennsylvania,Transient non-community system,300,,Dauphin,3,1,1
PA1091013,THOMPSON MEM PRES CHURCH,Region 3,Pennsylvania,Transient non-community system,150,,Bucks,2,4,1
PA3390836,TRINITY WESLEYAN CHURCH,Region 3,Pennsylvania,Transient non-community system,50,,Lehigh,3,9,2
PA3390068,AQUA PA SPRINGHOUSE FARMS,Region 3,Pennsylvania,Community water system,645,,Lehigh,9,51,4
PA4310050,MILL CREEK AREA MUN AUTH,Region 3,Pennsylvania,Community water system,1064,,Huntingdon,4,74,4
PA1091305,WRIGHTSTOWN ELEM SCHOOL,Region 3,Pennsylvania,Non-Transient non-community system,415,,Bucks,3,130,1
PA2520992,WOODMONT AQUA PA,Region 3,Pennsylvania,Transient non-community system,45,,Pike,3,2,2
PA2570336,CAMP MAPLE LAKE SPORTS CAMP,Region 3,Pennsylvania,Transient non-community system,150,,Sullivan,4,10,4
PA6370927,COUNTRY MANOR,Region 3,Pennsylvania,Transient non-community system,200,,Lawrence,2,2,2
PA7010879,RAVEN ROCK MOUNTAIN COMPLEX,Region 3,Pennsylvania,Non-Transient non-community system,150,,Adams,5,30,2
PA2640450,VALLEY VIEW CAMPGROUND,Region 3,Pennsylvania,Transient non-community system,50,,Wayne,2,12,1
PA1150165,LONDON GROVE TWP MUN AUTH,Region 3,Pennsylvania,Community water system,3706,,Chester,6,42,5
PA7220049,HARRISBURG MUNI WATER AUTH,Region 3,Pennsylvania,Community water system,66540,,Dauphin,4,45,7
PA7220330,FABIOS PIZZA,Region 3,Pennsylvania,Transient non-community system,100,,Dauphin,3,16,2
PA5260009,MUNI AUTH OF WASHINGTON TWP,Region 3,Pennsylvania,Community water system,9200,,Fayette,4,16,9
PA5260036,MAWC YOUGH PLANT,Region 3,Pennsylvania,Community water system,181919,,Fayette,3,40,9
PA7361080,GREENVIEW BIBLE CAMP,Region 3,Pennsylvania,Transient non-community system,100,,Lancaster,7,20,2
PA4070862,MARZONI S GREENWOOD,Region 3,Pennsylvania,Transient non-community system,25,,Blair,3,1,2
PA6430010,JEFFERSON ESTATES MHP,Region 3,Pennsylvania,Community water system,60,,Mercer,4,68,8
PA4560876,SCHROCKS MARKET,Region 3,Pennsylvania,Transient non-community system,25,,Somerset,3,0,2
PA7360072,PLATEAU VILLAGE MHP,Region 3,Pennsylvania,Community water system,125,,Lancaster,6,72,3
