State,County,Population for whom poverty status is determined,Under 18 years (in poverty),18 to 64 years (in poverty),65 years and over (in poverty),White alone (in poverty),Black or African American alone (in poverty),American Indian and Alaska Native alone (in poverty),Asian alone (in poverty),Native Hawaiian and Other Pacific Islander alone (in poverty),Some other race alone (in poverty),Two or more races (in poverty),Hispanic or Latino origin (in poverty),White alone (not Hispanic or Latino) (in poverty),Less than high school graduate (in poverty),High school graduate (in poverty),Some college or Associate's degree (in poverty),Bachelor's degree or higher (in poverty),Employed (in poverty),Unemployed (in poverty),Income below 50% poverty level,Income below 125% poverty level,Income below 150% poverty level,Income below 185% poverty level,Income below 200% poverty level,"FID"
Missouri,Nodaway,"20,391",19.75,66.32,13.93,97.54,0.77,0.14,0.6,0.01,0.26,0.68,1.65,96.18,4.46,24.04,15.11,14.29,53.94,2.91,11.49,31.86,35.64,40.67,42.62,1156
Missouri,Oregon,"10,705",22.12,58.46,19.42,96.13,0.09,1.21,0.29,0.0,0.26,2.02,1.31,95.41,14.72,29.96,18.46,7.33,33.8,4.57,9.7,36.66,44.84,52.58,56.05,1158
Missouri,Osage,"13,686",25.13,60.22,14.65,98.98,0.77,0.01,0.0,0.01,0.0,0.23,0.62,98.41,8.03,31.57,16.88,9.37,48.51,1.78,2.61,12.0,16.49,24.94,31.07,1164
Missouri,Ozark,"9,595",19.04,57.34,23.62,97.68,0.0,0.24,0.0,0.0,0.19,1.9,1.38,96.49,14.59,31.79,19.91,8.47,33.68,3.3,5.73,26.6,36.19,47.42,51.93,1168
Missouri,Pemiscot,"18,012",27.58,58.17,14.26,71.35,27.45,0.21,0.08,0.0,0.07,0.84,1.99,69.71,16.61,25.58,14.49,6.93,36.86,3.54,13.51,38.91,43.91,50.84,54.65,1170
Missouri,Perry,"18,598",24.56,60.26,15.18,98.01,0.26,0.11,0.38,0.0,0.26,0.97,1.78,96.45,11.99,30.01,15.72,9.34,49.35,2.72,4.73,19.25,23.39,32.11,35.19,1172
Missouri,Pettis,"41,307",25.72,59.92,14.36,89.92,2.83,0.21,0.64,0.17,4.02,2.2,7.36,87.03,11.31,22.18,21.56,10.12,45.58,3.39,5.42,26.18,32.99,42.01,44.54,1174
Missouri,Phelps,"41,645",22.63,63.16,14.21,91.63,1.86,0.65,2.87,0.0,0.66,2.33,2.14,90.43,8.28,22.1,16.67,17.09,45.08,3.32,8.01,24.5,29.46,37.5,41.45,1176
Missouri,Pike,"16,249",24.81,59.2,15.99,94.39,2.81,0.65,0.12,0.0,0.25,1.78,1.5,93.17,12.01,30.23,15.59,8.55,45.19,4.42,5.62,21.78,28.2,37.2,40.11,1179
Missouri,Platte,"88,663",24.41,64.45,11.13,87.69,5.87,0.44,2.59,0.37,1.34,1.71,5.06,84.35,4.01,16.02,21.28,26.31,53.46,3.5,4.22,10.07,12.71,17.81,20.05,1181
Missouri,Polk,"29,899",24.44,58.99,16.58,96.9,0.48,0.12,0.36,0.0,0.42,1.72,1.93,95.36,11.1,25.7,17.34,11.28,40.75,5.14,7.21,28.34,33.19,41.59,44.79,1183
Missouri,Pulaski,"42,145",28.83,62.57,8.6,78.17,11.32,1.07,2.77,0.65,2.18,3.86,7.7,73.93,6.31,20.19,21.75,12.24,35.15,4.47,5.6,19.01,25.99,35.42,37.77,1185
Missouri,Putnam,"4,876",22.37,56.44,21.19,98.46,0.21,0.18,0.43,0.0,0.0,0.72,0.76,98.05,11.36,29.61,19.67,10.32,45.92,1.25,4.82,24.38,28.84,44.13,46.02,1188
Missouri,Ralls,"9,998",21.61,61.42,16.96,97.47,0.26,0.53,0.08,0.0,0.38,1.28,1.03,96.99,8.59,33.72,18.8,10.53,49.41,2.85,4.11,14.86,20.01,29.06,30.53,1191
Missouri,Randolph,"23,087",24.2,61.03,14.77,92.5,4.94,0.18,0.57,0.0,0.48,1.33,1.75,91.02,9.02,25.84,21.83,9.89,43.6,4.21,7.42,26.63,32.65,42.6,46.13,1194
Missouri,Ray,"22,952",25.0,60.58,14.43,96.4,1.08,0.24,0.47,0.0,0.18,1.63,1.46,95.58,8.6,30.04,19.97,9.1,45.51,4.23,4.26,13.71,17.52,24.05,27.85,1197
Missouri,Reynolds,"6,450",21.26,57.89,20.85,97.41,0.47,0.59,0.05,0.0,0.08,1.41,0.96,96.53,17.95,31.6,17.75,5.04,35.52,6.17,12.0,30.78,36.45,46.79,49.12,1200
Missouri,Ripley,"13,961",23.47,58.3,18.23,96.99,0.36,0.59,0.17,0.0,0.14,1.75,1.05,96.03,17.67,27.74,16.73,6.55,37.74,5.87,9.63,34.46,44.1,55.89,58.26,1203
Missouri,St. Charles,"355,354",25.79,62.91,11.3,91.1,4.31,0.14,2.2,0.03,0.52,1.7,2.76,89.25,4.27,17.5,21.32,23.23,52.63,3.71,2.47,7.75,10.32,14.71,16.91,1205
Missouri,St. Clair,"9,489",19.9,57.03,23.07,96.42,0.2,0.3,0.11,0.0,0.61,2.37,1.73,95.93,12.57,36.37,15.81,9.05,41.36,3.21,7.76,25.6,30.66,44.18,49.11,1208
Missouri,Ste. Genevieve,"17,692",22.86,61.5,15.64,97.9,0.54,0.03,0.0,1.1,0.07,0.36,0.8,97.13,11.2,28.57,21.82,7.59,48.3,2.95,3.19,15.31,19.37,26.87,30.99,1209
Missouri,St. Francois,"57,130",23.4,61.45,15.15,98.16,0.65,0.13,0.17,0.0,0.18,0.71,0.97,97.44,12.45,22.15,22.21,11.12,43.95,4.82,8.15,24.75,30.71,38.12,40.77,1212
Missouri,St. Louis County,"979,653",23.43,61.99,14.59,70.69,23.12,0.14,3.42,0.03,0.56,2.05,2.52,68.95,5.39,15.34,20.08,27.46,49.61,4.57,4.69,14.0,17.73,23.29,25.62,1216
Missouri,Saline,"21,609",23.17,60.51,16.32,87.82,4.93,0.18,0.13,0.41,4.54,1.99,8.52,84.15,12.52,27.0,18.53,10.85,47.3,3.28,7.35,26.66,32.61,40.5,44.49,1218
Missouri,Schuyler,"4,329",25.39,55.81,18.8,98.15,0.95,0.35,0.14,0.21,0.0,0.21,0.07,98.13,11.11,33.96,16.12,5.08,41.26,4.39,2.8,32.66,37.47,44.58,45.97,1221
Missouri,Scotland,"4,676",27.78,55.41,16.81,99.14,0.0,0.0,0.0,0.0,0.0,0.86,1.01,98.46,14.8,23.63,13.67,12.1,47.26,1.26,5.77,26.33,33.43,39.86,43.88,1224
Missouri,Scott,"38,601",24.86,60.48,14.66,86.27,11.38,0.23,0.45,0.03,0.22,1.43,1.74,84.95,13.68,27.69,15.11,10.16,46.48,3.71,7.82,23.65,31.75,41.15,44.18,1227
Missouri,Shannon,"8,314",23.17,59.56,17.27,96.68,0.36,1.27,0.0,0.0,0.0,1.68,1.67,95.01,14.47,27.33,18.58,8.24,40.73,5.17,7.6,26.23,34.4,45.57,48.1,1229
Missouri,Shelby,"6,136",24.12,57.28,18.6,98.47,0.7,0.37,0.0,0.05,0.0,0.41,0.73,97.77,7.33,30.28,21.74,9.91,46.53,2.64,6.18,25.18,34.22,42.63,46.12,1232
Missouri,Stoddard,"29,292",22.13,60.28,17.59,97.29,1.35,0.62,0.04,0.0,0.2,0.49,1.25,96.45,14.97,30.05,15.89,8.5,42.32,4.25,4.86,23.42,29.75,38.33,40.95,1236
Missouri,Stone,"31,500",18.25,57.83,23.92,87.5,0.06,1.0,0.3,0.0,0.57,10.57,1.8,86.5,11.5,30.35,22.45,11.56,39.93,5.54,6.77,24.15,29.39,36.55,38.86,1237
Missouri,Sullivan,"6,530",23.72,59.54,16.74,95.91,0.21,0.23,0.18,0.0,1.85,1.61,17.96,80.43,12.63,30.44,18.07,7.55,43.89,3.14,5.45,26.6,32.99,43.6,48.36,1240
Missouri,Taney,"49,891",22.49,59.49,18.02,94.29,0.18,0.3,0.54,0.0,1.5,3.19,4.87,91.14,10.08,24.21,22.0,13.38,45.09,4.96,6.66,23.71,29.4,36.99,41.1,1242
Missouri,Texas,"24,007",23.7,57.77,18.54,95.99,1.13,0.6,0.13,0.0,0.37,1.77,1.56,94.89,10.72,31.89,17.92,8.23,38.51,3.19,8.64,28.03,35.68,42.89,46.5,1245
Missouri,Vernon,"20,039",25.35,59.02,15.62,97.35,0.1,0.37,0.51,0.02,0.16,1.48,1.48,95.88,9.67,29.31,18.67,9.5,45.15,3.12,10.42,26.47,31.91,40.42,43.25,1248
Missouri,Warren,"32,043",24.45,60.46,15.09,94.35,1.59,0.08,0.22,0.02,1.44,2.29,2.93,92.8,11.16,25.27,20.87,10.75,46.82,5.69,5.77,17.84,23.75,28.97,31.51,1251
Missouri,Washington,"24,012",24.81,61.64,13.55,97.58,0.48,0.5,0.19,0.05,0.26,0.95,0.99,96.84,19.52,25.76,15.83,5.72,36.82,5.84,7.55,32.8,37.67,47.53,50.9,1253
Missouri,Wayne,"13,243",20.68,58.36,20.96,97.18,0.09,0.8,0.08,0.03,0.13,1.69,1.14,96.58,18.81,31.1,16.85,5.14,38.0,4.49,5.57,32.01,40.01,50.06,53.43,1256
Missouri,Webster,"35,335",27.91,58.96,13.13,97.01,0.41,0.57,0.17,0.0,0.25,1.59,1.65,95.94,10.48,25.82,18.42,9.59,41.32,3.89,8.34,23.46,30.03,39.24,42.38,1258
Missouri,Worth,"2,075",21.45,56.96,21.59,98.89,0.0,0.0,0.0,0.0,0.0,1.11,0.0,98.89,7.61,34.89,18.17,10.31,53.3,3.71,3.04,18.17,24.87,39.18,41.83,1261
Missouri,Wright,"18,260",25.04,57.79,17.16,96.83,0.36,0.39,0.31,0.0,0.91,1.2,1.34,96.45,15.36,27.05,16.98,7.75,35.89,4.69,11.5,36.22,44.28,53.11,56.8,1263
Missouri,St. Louis City,"308,767",21.66,67.32,11.01,44.24,49.29,0.23,2.52,0.02,0.92,2.78,3.45,42.02,11.64,16.9,19.44,19.53,46.81,7.75,13.49,33.38,39.44,46.83,49.5,1266
Montana,Beaverhead,"8,653",20.65,61.83,17.52,96.34,0.02,1.09,0.58,0.0,0.14,1.84,3.43,93.46,4.67,20.8,25.53,20.27,50.63,2.15,6.32,18.88,24.27,33.91,39.54,1269
Montana,Big Horn,"12,623",33.07,56.69,10.24,32.92,0.01,62.67,0.74,0.0,0.6,3.06,4.22,30.52,9.02,19.22,20.16,8.13,37.77,9.35,12.83,32.46,39.15,46.86,51.22,1274
Montana,Blaine,"6,425",30.04,56.64,13.32,48.59,0.0,49.54,0.08,0.39,0.37,1.03,1.76,47.75,8.48,18.66,23.07,10.77,38.1,2.91,14.13,35.63,43.78,49.49,52.51,1124
Montana,Broadwater,"5,492",22.6,59.63,17.77,95.61,0.64,0.0,0.47,0.0,0.02,3.26,1.06,94.57,8.14,31.81,21.69,11.31,48.65,1.86,2.48,15.4,18.43,35.69,36.89,1132
Montana,Carbon,"9,876",19.02,61.81,19.18,96.94,0.06,1.14,0.66,0.1,0.79,0.3,2.07,95.68,4.76,26.68,23.08,21.35,53.99,1.9,4.28,14.7,21.81,27.72,31.02,1137
Montana,Carter,"1,255",16.1,59.12,24.78,98.33,0.0,1.35,0.0,0.0,0.16,0.16,0.4,98.09,5.18,30.04,31.71,10.6,56.33,0.32,9.72,19.76,31.08,42.07,42.79,1141
Montana,Cascade,"79,296",23.13,61.26,15.6,89.74,1.04,4.16,0.58,0.0,0.49,3.99,3.41,87.56,6.35,20.14,25.16,15.71,46.34,3.02,5.67,19.48,25.43,32.6,34.76,1144
Montana,Chouteau,"5,693",26.31,57.25,16.44,76.55,0.0,20.99,0.44,0.0,0.11,1.91,1.69,75.6,6.15,22.85,22.22,14.9,45.13,1.83,8.08,27.24,30.84,39.66,42.02,1150
Montana,Custer,"11,322",22.15,61.04,16.81,95.96,0.25,1.31,0.44,0.09,0.49,1.46,2.37,94.09,6.13,22.35,27.08,14.23,52.03,2.07,5.03,19.68,24.11,32.73,35.94,1153
Montana,Daniels,"1,701",16.11,57.67,26.22,94.94,0.0,5.06,0.0,0.0,0.0,0.0,0.24,94.71,2.65,26.81,34.45,15.05,54.85,2.12,4.82,16.11,21.34,26.87,29.16,1157
Montana,Dawson,"8,489",20.57,61.83,17.6,98.29,0.0,0.86,0.12,0.0,0.0,0.73,1.92,96.37,6.28,19.85,29.76,14.93,52.9,2.11,5.6,18.57,23.39,26.33,28.83,1160
Montana,Deer Lodge,"8,963",18.7,62.42,18.88,93.27,0.59,1.97,0.22,0.97,0.8,2.16,2.28,92.39,10.0,24.34,25.06,12.67,43.8,5.58,9.62,29.53,36.51,45.62,48.25,1163
Montana,Fallon,"2,990",25.65,58.19,16.15,97.96,0.0,0.17,0.0,0.0,0.0,1.87,0.3,97.66,5.32,27.42,23.91,11.2,56.82,2.34,2.37,11.47,16.99,22.94,27.53,1165
Montana,Fergus,"11,203",19.41,59.28,21.31,96.63,0.09,1.63,0.04,0.0,0.42,1.19,1.61,95.45,5.69,26.36,24.79,17.53,51.03,2.55,3.9,17.05,25.1,32.45,36.69,1169
