State,County,Population for whom poverty status is determined,Under 18 years (in poverty),18 to 64 years (in poverty),60 years and over (in poverty),65 years and over (in poverty),White alone (in poverty),Black or African American alone (in poverty),American Indian and Alaska Native alone (in poverty),Asian alone (in poverty),Native Hawaiian and Other Pacific Islander alone (in poverty),Some other race alone (in poverty),Two or more races (in poverty),Hispanic or Latino origin (in poverty),White alone (not Hispanic or Latino) (in poverty),Less than high school graduate (in poverty),High school graduate (in poverty),Some college or Associate's degree (in poverty),Bachelor's degree or higher (in poverty),Employed (in poverty),Unemployed (in poverty),Income below 50% poverty level,Income below 125% poverty level,Income below 150% poverty level,Income below 185% poverty level,Income below 200% poverty level,Income below 300% poverty level,Income below 400% poverty level,Income below 500% poverty level,"FID"
Alaska,Petersburg,"3,266",16.9,56.0,34.26,27.1,67.42,2.02,6.83,14.48,0.18,0.37,8.7,7.78,60.56,8.21,25.6,22.81,19.41,48.87,2.2,1.99,7.35,12.28,14.94,18.77,43.72,55.11,65.13,645
Alaska,Prince of Wales-Hyder,"6,280",22.23,60.25,25.0,17.52,47.42,0.56,38.92,1.56,0.64,0.27,10.64,3.87,45.18,6.19,27.07,25.51,12.21,44.52,4.78,6.35,24.33,28.61,33.61,36.11,51.04,70.89,82.95,669
Alaska,Sitka,"8,383",20.73,63.26,23.64,16.01,64.33,0.62,11.52,7.77,0.16,0.69,14.91,6.82,61.34,3.32,18.19,25.8,24.75,52.48,2.98,3.16,9.79,13.05,16.16,19.36,33.14,47.48,58.42,679
Alaska,Skagway,"1,298",13.71,73.34,20.18,12.94,79.12,4.47,4.55,2.62,0.0,0.23,9.01,3.85,76.73,9.32,24.58,27.5,19.57,63.33,7.01,2.85,8.86,10.94,13.64,15.18,35.82,47.92,62.33,683
Alaska,Southeast Fairbanks,"6,822",26.09,59.54,21.08,14.37,75.14,1.0,14.12,2.84,0.21,2.54,4.16,6.58,72.71,6.02,23.59,23.39,14.34,39.62,4.68,6.48,14.86,17.37,25.27,28.8,49.15,60.32,69.03,690
Alaska,Wrangell,"2,487",20.95,56.29,30.12,22.76,65.26,0.32,22.68,1.69,1.29,0.4,8.36,3.9,64.41,8.64,24.17,29.27,12.63,42.9,2.73,5.67,13.27,16.73,27.5,32.69,46.28,59.39,69.88,733
Alaska,Yakutat,597,22.78,63.15,20.44,14.07,38.53,5.7,28.81,8.38,0.34,1.68,16.58,15.58,32.33,4.02,29.82,24.96,12.9,50.25,4.52,3.69,10.39,17.09,35.01,41.04,52.76,65.83,78.56,744
Alaska,Yukon-Koyukuk,"5,250",27.71,57.37,21.43,14.91,21.83,0.08,70.32,0.61,0.04,0.19,6.93,2.51,20.88,7.73,27.14,20.9,8.55,42.44,7.49,9.83,28.51,35.16,43.81,46.91,66.25,76.61,85.35,753
Arizona,Apache,"70,448",26.93,57.42,22.36,15.65,21.64,0.6,74.17,0.36,0.08,0.72,2.44,6.25,17.8,11.63,19.91,24.28,8.07,26.75,2.76,19.14,42.34,48.86,56.3,60.19,74.63,84.25,91.83,761
Arizona,Cochise,"119,114",22.48,54.14,31.42,23.39,82.63,3.58,1.03,1.93,0.29,2.28,8.27,35.71,55.07,7.44,16.55,27.71,18.62,36.87,2.7,5.5,21.35,26.71,35.08,38.49,54.99,68.06,79.22,763
Arizona,Coconino,"128,891",22.16,64.01,20.03,13.83,61.94,0.93,28.26,1.85,0.11,2.59,4.32,13.76,52.96,5.72,14.06,20.5,24.58,47.79,3.47,8.3,22.8,27.7,34.81,37.83,54.58,67.95,77.76,771
Arizona,Gila,"52,825",19.82,51.21,37.61,28.97,74.27,0.6,16.07,0.84,0.06,3.19,4.97,18.7,62.33,9.07,21.1,29.28,14.35,36.43,2.46,9.29,26.28,30.64,37.74,41.72,60.41,73.35,81.41,787
Arizona,Graham,"34,621",29.14,55.84,20.82,15.02,78.4,0.78,13.09,0.67,0.03,1.4,5.64,31.39,53.04,7.66,17.9,25.27,9.89,38.58,2.79,10.89,25.53,28.82,38.96,41.8,63.39,77.59,86.46,0
Arizona,Greenlee,"9,374",27.11,60.0,17.38,12.9,87.81,1.87,3.69,0.41,0.0,1.37,4.86,47.25,46.23,8.84,18.49,23.05,10.24,42.94,1.26,6.81,16.94,20.13,24.91,28.81,50.02,70.04,81.99,1
Arizona,La Paz,"20,733",15.45,44.19,48.15,40.36,74.11,0.93,14.47,0.82,0.02,4.11,5.53,27.95,57.08,15.39,26.32,28.39,9.41,29.87,2.89,11.71,27.96,33.99,45.16,48.44,66.75,79.17,88.2,3
Arizona,Maricopa,"4,353,138",23.71,61.02,20.82,15.27,73.96,5.62,1.9,4.26,0.22,6.96,7.09,31.13,54.66,7.75,14.98,21.93,22.61,48.77,2.61,5.92,16.69,20.8,27.19,30.05,47.2,61.28,71.89,9
Arizona,Mohave,"207,151",17.13,52.15,39.35,30.72,88.12,0.83,2.02,1.2,0.23,3.07,4.53,16.51,77.02,10.27,26.42,29.76,10.39,35.78,2.95,6.86,21.23,26.41,34.35,37.82,57.08,72.69,82.73,15
Arizona,Navajo,"107,192",26.59,54.98,25.1,18.43,47.92,0.84,44.24,0.49,0.15,2.88,3.48,10.81,42.23,10.17,18.74,25.26,10.8,32.21,3.99,13.29,32.37,39.01,46.96,49.45,68.84,81.0,87.69,17
Arizona,Pima,"1,009,533",21.04,58.86,26.54,20.1,73.81,3.31,3.48,2.9,0.17,8.45,7.87,37.64,51.34,7.29,14.45,23.1,23.16,44.5,3.22,7.38,20.92,25.86,32.98,35.81,52.7,66.62,76.28,21
Arizona,Pinal,"421,337",23.64,54.77,27.68,21.59,77.8,3.98,4.68,1.66,0.2,4.68,7.0,29.55,57.88,7.7,20.6,25.12,15.29,39.77,3.02,5.78,16.82,21.78,28.45,32.16,52.87,67.95,79.79,26
Arizona,Santa Cruz,"46,278",27.15,54.84,24.6,18.01,78.19,0.76,0.61,0.41,0.0,9.33,10.7,83.67,14.75,14.08,17.47,18.77,13.37,38.61,3.51,7.23,29.24,36.57,46.56,50.78,67.51,79.85,86.64,32
Arizona,Yavapai,"227,070",16.03,51.81,42.03,32.16,89.69,0.59,1.27,0.94,0.06,3.35,4.1,14.54,80.53,6.31,20.5,31.0,20.71,39.21,2.36,5.4,17.42,22.57,29.2,32.39,52.12,66.69,78.15,35
Arizona,Yuma,"205,294",25.41,55.07,24.71,19.52,70.07,1.8,1.38,1.2,0.05,14.53,10.97,64.68,30.43,16.26,16.93,20.78,10.06,38.28,3.61,7.96,25.09,31.88,41.38,44.53,63.71,77.03,86.28,42
Arkansas,Arkansas,"17,414",22.57,58.52,27.29,18.9,71.29,25.25,0.59,0.06,0.0,0.68,2.13,3.39,68.89,9.6,30.08,18.65,11.55,45.53,2.27,5.93,23.66,27.79,34.71,37.5,55.66,72.93,80.87,46
Arkansas,Ashley,"19,841",22.82,56.73,27.13,20.45,72.24,24.88,0.01,0.17,0.46,1.1,1.13,5.64,67.93,10.1,33.0,16.66,8.3,37.24,1.76,6.18,26.78,34.48,41.99,45.59,61.8,74.05,83.72,50
Arkansas,Baxter,"41,126",17.14,51.76,39.75,31.1,94.99,0.13,0.51,0.4,0.04,0.87,3.07,2.45,93.28,8.57,26.97,27.81,13.78,37.34,2.15,3.91,19.37,24.85,33.75,37.21,62.11,75.54,84.01,54
Arkansas,Benton,"270,118",26.32,60.37,18.39,13.31,81.9,1.5,1.2,4.01,0.67,2.9,7.82,16.88,70.09,6.83,18.94,17.3,22.84,49.11,1.3,3.26,11.79,16.5,23.33,25.87,43.17,58.44,69.06,59
Arkansas,Boone,"36,882",22.29,57.02,27.09,20.7,95.84,0.14,0.68,0.74,0.0,0.28,2.32,2.58,93.72,8.16,24.11,25.66,12.46,43.79,2.06,5.41,18.32,23.74,33.72,36.79,59.0,75.16,84.83,62
Arkansas,Bradley,"10,708",24.39,57.79,25.55,17.82,66.85,27.47,3.33,0.07,0.0,0.57,1.71,15.52,55.25,11.43,29.64,18.72,9.58,38.76,2.33,7.64,25.72,30.62,40.39,43.56,61.99,74.18,82.51,68
Arkansas,Calhoun,"5,030",19.2,59.11,30.5,21.69,74.53,22.47,0.0,0.0,0.3,0.02,2.68,4.29,72.17,11.69,33.78,20.85,7.95,40.95,3.4,7.61,18.79,23.34,32.19,37.1,54.63,71.01,79.56,72
Arkansas,Carroll,"27,758",22.02,55.11,31.68,22.87,89.29,0.81,1.22,1.38,1.0,1.71,4.6,15.24,78.23,9.53,25.4,20.73,15.11,42.36,1.99,6.06,19.95,24.54,33.35,38.76,58.98,74.92,81.85,74
Arkansas,Chicot,"9,757",23.61,55.16,29.07,21.23,40.94,55.66,0.0,0.65,0.0,0.43,2.32,5.87,36.95,14.16,25.91,17.98,10.13,33.64,4.09,15.41,33.79,44.17,54.48,58.71,72.48,81.13,87.47,77
Arkansas,Clark,"19,944",20.71,61.94,23.56,17.35,70.48,24.18,0.22,0.64,0.0,2.73,1.74,4.46,68.78,6.67,20.67,20.12,16.29,46.76,1.91,10.04,26.69,33.2,41.37,45.26,59.5,74.59,85.58,86
Arkansas,Clay,"14,536",21.23,57.48,28.43,21.29,95.73,0.24,0.39,0.03,0.0,1.43,2.17,2.24,94.98,11.68,29.62,20.25,9.71,42.53,2.63,7.4,27.33,33.03,41.15,44.39,68.07,81.75,89.08,93
Arkansas,Cleburne,"24,703",19.05,54.67,34.12,26.29,96.18,0.79,0.9,0.34,0.0,0.03,1.77,2.44,93.94,9.74,30.45,21.82,12.65,40.63,2.19,5.49,18.48,25.01,33.96,37.34,62.03,76.59,84.19,97
Arkansas,Cleveland,"7,974",22.82,57.35,26.75,19.83,84.49,13.39,0.29,0.0,0.0,0.0,1.83,0.0,84.49,7.16,32.67,19.74,11.4,39.35,1.25,7.22,17.03,31.89,38.17,40.63,58.97,74.2,83.71,103
Arkansas,Columbia,"21,789",21.52,60.72,24.07,17.75,61.71,35.76,0.1,0.74,0.0,0.81,0.88,2.78,59.84,8.3,27.53,16.12,13.42,37.22,2.72,13.74,29.85,36.84,43.59,48.68,65.67,77.73,84.27,107
Arkansas,Conway,"20,786",22.75,58.23,26.26,19.02,85.17,10.13,0.43,0.49,0.0,0.01,3.77,4.05,81.34,9.23,28.77,19.36,12.39,43.26,3.42,5.75,25.52,34.23,40.68,43.34,58.13,73.63,84.01,109
Arkansas,Craighead,"104,896",24.96,61.33,18.75,13.71,77.62,15.27,0.18,1.34,0.0,2.08,3.5,5.2,74.75,6.84,22.06,19.06,18.02,47.91,2.84,7.43,22.9,27.09,34.77,38.16,56.38,70.07,80.18,114
Arkansas,Crawford,"62,106",24.16,59.32,22.81,16.52,87.96,1.24,1.95,1.66,0.03,3.0,4.17,8.0,83.99,10.43,23.7,21.35,12.32,41.74,2.09,7.71,22.51,29.34,37.89,41.13,57.65,72.83,83.1,115
Arkansas,Crittenden,"47,577",27.01,59.43,20.0,13.56,42.52,48.78,0.18,0.75,0.05,0.21,7.51,2.65,41.04,10.07,21.94,20.67,11.23,43.38,4.44,9.53,28.26,33.3,43.07,46.11,61.91,75.49,84.48,119
Arkansas,Cross,"16,302",23.91,58.08,24.02,18.01,73.76,17.88,0.2,0.04,0.0,0.06,8.07,2.05,72.21,12.8,27.78,18.39,10.02,44.39,3.36,6.23,23.56,30.97,38.24,41.5,60.61,71.65,82.65,124
Arkansas,Dallas,"6,376",15.93,59.32,32.89,24.75,52.16,45.75,0.0,0.0,0.44,0.0,1.65,0.53,51.68,9.19,34.97,23.84,8.39,43.82,3.29,6.95,19.07,25.99,37.86,40.73,63.27,78.61,91.91,128
Arkansas,Desha,"11,441",25.62,55.82,25.5,18.56,48.62,47.57,0.35,0.4,0.0,1.54,1.52,6.42,44.38,13.43,30.0,14.16,9.33,38.26,2.01,11.64,36.14,42.25,49.09,53.2,73.06,85.08,90.22,130
Arkansas,Drew,"17,193",21.78,60.16,25.56,18.06,69.44,27.8,0.0,0.03,0.0,0.9,1.83,3.28,67.09,8.67,24.59,18.01,15.14,44.16,1.15,10.26,29.47,34.67,41.17,43.87,59.46,72.48,81.78,136
Arkansas,Faulkner,"119,703",23.83,63.45,17.96,12.71,82.01,11.22,0.36,1.11,0.14,1.87,3.29,4.15,80.0,4.96,19.38,18.82,20.6,48.6,1.58,7.22,21.77,26.45,33.46,36.06,53.02,66.81,78.56,141
Arkansas,Franklin,"17,463",23.02,57.87,27.14,19.11,93.57,0.49,1.64,0.76,0.34,0.98,2.21,3.24,91.69,9.41,28.78,22.48,7.7,39.48,2.27,9.77,31.17,35.22,40.41,41.8,65.28,80.82,87.8,144
Arkansas,Fulton,"12,102",20.83,53.73,35.09,25.44,94.66,0.24,0.93,0.13,0.21,0.07,3.75,0.58,94.53,11.23,26.83,25.3,9.49,33.8,1.82,6.64,29.99,39.2,45.36,47.65,63.86,81.18,91.45,146
Arkansas,Garland,"97,208",20.05,56.31,31.15,23.65,85.24,8.13,0.98,0.83,0.04,1.79,3.0,5.8,81.63,7.68,22.53,26.02,16.73,41.7,2.83,7.1,22.47,27.49,36.19,39.81,59.15,72.29,81.64,151
Arkansas,Grant,"17,963",22.27,60.49,23.15,17.24,94.02,2.53,0.11,0.0,0.16,0.4,2.78,2.88,92.5,6.65,27.61,21.57,14.43,44.8,1.51,4.02,15.42,19.18,26.68,28.94,47.14,61.63,76.97,155
Arkansas,Greene,"44,261",24.1,60.03,21.57,15.86,94.14,2.16,0.28,0.37,0.05,0.75,2.26,2.69,92.17,7.3,29.99,18.53,11.73,43.74,3.49,7.75,20.36,27.79,35.95,41.54,60.53,74.58,83.29,162
Arkansas,Hempstead,"21,417",25.64,56.68,24.44,17.68,56.36,30.13,0.56,0.13,0.34,10.04,2.45,13.0,54.18,10.56,25.13,19.5,10.68,40.28,2.44,6.13,27.56,31.76,40.97,44.18,62.93,78.25,85.6,172
Arkansas,Hot Spring,"31,421",22.63,57.95,26.88,19.41,87.06,9.57,0.27,0.17,0.0,0.77,2.16,3.39,84.61,8.2,26.43,24.22,11.56,42.27,2.49,4.54,19.74,26.17,33.79,38.04,61.09,74.72,84.02,184
Arkansas,Howard,"13,064",26.17,56.73,24.49,17.1,66.26,20.4,0.44,0.89,0.13,9.32,2.56,12.86,63.67,9.05,26.29,21.48,9.01,42.44,2.99,7.91,26.22,33.56,45.32,49.38,67.15,78.77,86.99,191
Arkansas,Independence,"36,483",24.05,58.98,24.23,16.98,90.17,1.63,0.25,0.83,0.0,3.28,3.84,6.62,88.33,9.73,24.98,20.55,12.65,44.12,1.95,5.96,21.3,27.05,35.35,40.01,61.14,74.92,86.06,200
Arkansas,Izard,"12,527",18.86,54.72,34.57,26.41,94.86,0.0,0.89,0.0,0.0,0.18,4.06,2.23,94.04,11.42,26.83,24.91,11.34,34.24,4.11,4.05,25.45,31.9,42.05,44.56,65.31,78.35,85.96,203
Arkansas,Jackson,"14,237",23.22,56.99,26.66,19.79,77.68,9.55,0.0,0.0,0.01,0.13,12.63,3.0,77.28,11.16,28.52,19.72,9.33,39.51,4.68,7.49,29.23,36.1,45.09,48.95,67.63,77.64,87.58,209
Arkansas,Jefferson,"61,785",23.79,57.98,25.6,18.23,38.41,56.64,0.23,1.05,0.58,0.98,2.12,2.1,37.37,7.78,26.57,20.39,13.18,40.42,3.59,9.2,27.33,33.46,40.19,44.22,62.96,75.79,86.05,213
Arkansas,Johnson,"25,795",24.8,58.69,23.88,16.51,89.46,1.26,0.18,2.21,0.09,1.89,4.9,14.08,79.28,13.52,27.65,14.67,11.13,39.64,1.52,6.42,25.53,33.53,45.9,50.43,70.09,79.54,88.35,218
Arkansas,Lafayette,"6,561",18.52,57.84,30.94,23.64,59.44,36.2,0.3,0.76,0.0,1.68,1.62,2.99,57.98,15.49,30.62,16.46,10.04,39.14,2.82,11.25,31.7,39.72,48.36,53.97,67.67,82.49,88.74,222
Arkansas,Lawrence,"15,933",22.33,58.66,26.73,19.0,95.37,0.82,0.2,0.07,0.01,0.16,3.36,1.53,94.4,10.83,25.7,22.41,10.09,41.18,3.25,5.08,21.31,30.19,39.78,43.56,67.3,80.93,89.61,230
Arkansas,Lee,"7,351",21.72,56.32,28.46,21.96,41.48,57.12,0.18,0.08,0.0,0.35,0.79,2.75,39.45,14.84,30.44,17.33,7.29,36.69,5.88,14.72,34.77,40.62,49.39,52.8,67.34,76.77,85.47,237
Arkansas,Lincoln,"8,231",26.53,51.23,30.2,22.23,78.07,18.56,0.29,0.0,0.0,1.82,1.25,3.13,76.7,11.44,27.85,18.77,9.9,40.66,0.69,7.75,24.58,29.22,37.04,39.65,60.3,78.22,86.33,244
Arkansas,Little River,"12,086",21.84,57.23,27.16,20.93,74.55,19.21,1.1,0.34,0.0,1.92,2.88,3.76,72.7,7.17,31.0,23.0,10.04,42.5,3.64,3.37,19.0,25.8,34.32,37.29,55.49,67.94,79.18,251
Arkansas,Logan,"21,214",21.28,58.96,27.14,19.76,90.27,1.38,0.82,1.62,0.0,0.78,5.12,2.96,89.08,9.32,31.0,22.07,8.84,42.38,2.77,6.1,23.1,29.73,38.66,40.98,65.24,78.94,90.64,258
Arkansas,Lonoke,"72,339",25.58,61.16,19.2,13.26,88.25,5.46,0.48,0.98,0.22,1.17,3.44,4.57,85.5,6.56,25.07,21.33,13.76,45.85,2.28,4.36,15.88,19.95,28.1,30.45,49.91,64.54,75.86,268
Arkansas,Madison,"16,279",23.05,58.07,25.27,18.87,92.49,0.0,0.81,0.77,0.63,1.42,3.89,5.87,88.31,10.73,34.3,16.43,8.46,39.54,3.29,6.54,25.5,31.37,37.47,41.54,64.63,78.57,89.67,277
Arkansas,Marion,"16,345",17.61,54.4,37.19,27.99,95.83,0.64,1.05,0.59,0.0,0.07,1.83,2.4,93.72,10.69,26.47,27.37,12.37,34.11,2.18,8.66,23.46,29.57,40.56,44.27,65.83,80.72,87.38,282
Arkansas,Miller,"42,099",23.95,59.57,22.87,16.48,69.95,24.94,1.34,0.3,0.1,1.48,1.9,3.38,68.2,9.4,23.36,22.6,12.56,40.44,3.57,8.25,23.97,31.26,37.36,40.86,62.13,72.99,81.97,287
Arkansas,Mississippi,"40,353",26.16,59.3,20.22,14.54,60.19,35.05,0.02,0.48,0.08,1.2,2.98,4.37,57.74,11.52,25.11,18.19,10.34,44.42,4.35,7.6,27.92,33.79,42.64,46.01,63.07,75.7,84.19,294
Arkansas,Monroe,"6,789",21.09,56.39,30.96,22.52,54.56,42.19,0.69,0.24,0.0,0.46,1.87,1.1,53.94,15.01,30.65,16.87,9.1,42.51,2.83,13.8,29.14,35.01,38.71,42.85,64.55,77.23,81.75,300
Arkansas,Montgomery,"8,813",18.5,54.84,35.2,26.67,92.24,0.18,1.11,0.39,0.0,3.1,2.98,4.36,91.01,12.58,25.16,26.05,11.38,36.78,3.0,5.72,24.26,30.73,42.86,45.8,63.12,72.59,83.69,304
Arkansas,Nevada,"8,042",22.62,57.91,27.21,19.47,61.63,35.68,0.26,0.06,0.01,0.0,2.36,0.01,61.61,6.96,33.77,20.11,8.27,38.58,2.28,4.59,25.83,28.18,42.97,48.09,71.64,81.07,89.51,307
Arkansas,Newton,"7,687",19.92,53.95,36.1,26.14,93.09,0.0,1.76,0.1,0.44,0.74,3.86,0.94,93.01,9.82,27.24,23.69,11.53,35.03,1.95,4.31,15.14,21.63,32.24,34.73,62.73,75.26,90.79,311
Arkansas,Ouachita,"23,229",22.79,57.55,27.68,19.66,56.26,42.75,0.0,0.04,0.0,0.12,0.82,2.38,54.81,9.37,27.91,22.63,9.38,37.78,3.05,9.03,29.61,36.81,41.99,45.87,66.01,80.8,87.47,316
Arkansas,Perry,"10,233",21.98,58.48,27.9,19.54,92.71,2.59,0.14,0.06,0.0,1.63,2.87,2.97,91.79,7.53,29.76,21.27,12.66,35.93,2.03,7.79,21.79,27.84,35.02,41.34,61.75,76.53,85.27,318
Arkansas,Phillips,"18,010",25.83,55.67,25.75,18.5,34.88,63.78,0.05,0.0,0.0,0.29,1.0,1.94,33.78,12.02,20.28,23.01,10.22,35.0,5.9,14.56,37.07,41.52,47.65,49.83,69.88,80.9,89.73,322
Arkansas,Pike,"10,519",21.57,58.76,27.74,19.67,89.24,3.46,0.46,0.2,0.0,3.54,3.11,6.32,86.75,10.28,25.9,21.0,12.9,43.94,1.74,5.02,22.55,29.52,37.1,39.83,62.52,75.77,84.27,327
Arkansas,Poinsett,"23,138",23.27,59.11,23.69,17.62,87.18,3.67,0.08,0.05,0.0,1.11,7.92,3.25,85.85,13.22,30.73,16.78,7.89,41.37,2.04,7.0,26.0,33.91,43.4,45.78,67.71,79.42,89.36,333
Arkansas,Polk,"19,695",22.33,54.88,30.3,22.79,90.21,0.46,1.62,0.31,0.11,3.56,3.73,6.64,87.18,10.43,25.47,23.84,10.89,37.24,4.37,5.85,27.89,35.43,46.18,49.23,66.98,78.68,85.43,337
Arkansas,Pope,"60,497",23.54,60.73,22.61,15.73,89.71,2.16,0.52,1.08,0.0,2.86,3.67,9.46,83.93,9.98,22.58,17.77,16.48,43.2,2.23,5.64,22.65,29.85,39.23,43.43,58.65,70.9,80.18,340
Arkansas,Prairie,"7,935",20.25,56.53,30.2,23.21,86.09,11.35,0.13,0.18,0.0,0.5,1.75,1.81,84.69,10.13,27.84,23.52,11.37,45.48,2.91,4.93,16.5,23.94,33.64,38.03,60.91,70.21,84.28,345
Arkansas,Pulaski,"386,131",23.22,61.46,21.66,15.32,54.58,37.02,0.36,2.22,0.07,2.43,3.33,6.14,51.6,5.79,17.62,20.7,24.25,47.53,2.46,7.58,20.55,26.0,33.17,35.55,51.54,64.5,74.32,350
Arkansas,Randolph,"17,475",23.07,57.52,26.91,19.41,93.72,0.59,0.34,0.33,0.61,0.77,3.63,2.18,92.58,10.8,24.8,24.57,9.68,40.02,1.78,6.58,26.71,35.0,43.03,45.36,67.16,81.14,88.85,353
Arkansas,St. Francis,"22,119",23.82,58.13,23.6,18.06,39.96,53.27,0.24,0.71,0.19,1.85,3.78,4.77,39.57,12.38,23.71,23.06,8.31,39.74,2.53,11.69,34.5,40.37,51.85,55.03,72.95,84.07,90.94,357
Arkansas,Saline,"119,263",23.05,59.14,23.97,17.81,87.32,7.5,0.28,1.21,0.09,1.05,2.55,5.01,83.65,5.89,21.52,22.78,19.43,48.62,1.98,3.42,12.09,16.2,22.73,25.08,42.79,58.18,71.34,360
Arkansas,Scott,"10,201",23.79,55.77,27.86,20.44,86.96,2.13,0.36,1.38,0.0,4.49,4.68,7.92,84.07,14.16,28.17,18.78,8.51,43.07,2.66,5.61,24.62,31.0,42.8,44.72,71.39,83.32,87.59,364
Arkansas,Searcy,"7,789",19.6,55.12,32.94,25.28,91.28,0.0,3.38,0.36,0.0,0.12,4.87,2.68,91.17,13.92,29.99,20.68,7.73,39.25,1.49,5.92,31.24,38.72,46.98,52.0,69.08,84.29,90.53,372
Arkansas,Sebastian,"125,802",23.89,60.39,21.93,15.72,72.01,6.12,1.05,4.6,0.01,9.91,6.31,14.49,69.04,10.62,19.79,21.22,15.62,46.33,2.41,6.57,22.04,28.81,38.35,41.8,59.87,72.89,81.57,378
Arkansas,Sevier,"16,776",28.46,57.83,18.98,13.71,62.02,4.58,2.71,0.49,0.49,27.18,2.54,33.58,56.92,15.21,22.87,16.27,8.35,42.27,2.17,6.07,26.57,30.97,42.18,47.11,68.41,82.05,88.02,390
Arkansas,Sharp,"16,918",20.3,53.73,32.96,25.97,93.81,0.92,0.17,0.02,0.0,0.31,4.76,2.44,91.93,11.95,29.32,24.32,7.55,36.13,1.98,5.83,24.82,34.63,47.74,51.95,71.53,85.57,92.1,394
Arkansas,Stone,"12,478",19.86,53.21,33.27,26.93,94.09,0.02,0.36,0.51,0.0,0.72,4.3,1.92,92.89,15.01,25.11,24.26,9.41,33.64,3.01,5.97,29.21,39.29,52.24,54.87,72.36,81.16,91.86,399
Arkansas,Union,"38,696",24.21,58.35,25.08,17.44,64.06,33.01,0.74,0.78,0.0,0.42,0.99,4.03,60.57,9.11,23.42,20.8,14.44,41.16,1.65,8.84,24.47,27.98,35.5,39.69,57.89,74.56,83.73,403
Arkansas,Van Buren,"16,366",19.38,55.05,33.26,25.57,94.51,0.46,1.3,0.13,0.09,0.85,2.66,3.23,92.8,11.02,30.5,20.47,11.71,35.64,2.72,5.68,22.89,33.22,41.51,45.45,64.55,78.68,88.59,407
Arkansas,Washington,"228,178",24.93,63.36,16.48,11.71,75.05,3.09,0.79,2.65,2.72,9.52,6.18,17.36,69.24,9.02,16.49,16.15,20.79,49.81,2.27,7.58,20.32,26.39,33.72,37.03,55.19,68.49,77.17,417
Arkansas,White,"74,977",24.13,59.13,23.08,16.73,90.99,4.08,0.47,0.82,0.0,0.82,2.81,4.57,87.81,9.64,27.43,16.77,14.03,42.05,2.18,6.05,22.07,28.6,39.3,41.92,62.18,75.66,84.72,428
Arkansas,Woodruff,"6,235",20.19,56.63,30.02,23.18,69.14,29.86,0.0,0.0,0.0,0.0,0.99,0.24,68.9,12.37,31.19,17.75,10.57,44.91,2.76,11.84,29.66,35.22,40.93,45.58,61.11,72.89,84.43,435
Arkansas,Yell,"21,117",24.18,59.08,23.45,16.74,77.76,1.85,0.39,1.24,0.0,17.12,1.64,20.79,74.76,14.69,26.85,17.23,8.98,44.87,1.66,6.75,22.92,33.28,38.99,44.84,64.2,76.04,88.26,438
California,Alameda,"1,635,239",20.66,65.45,19.7,13.89,37.93,10.29,0.66,31.33,0.83,11.09,7.87,22.19,30.63,7.98,12.14,16.65,35.1,52.79,2.59,4.67,11.82,14.28,18.27,19.84,30.99,42.1,51.89,457
California,Alpine,"1,159",21.74,49.18,36.58,29.08,57.2,0.86,31.06,0.52,0.35,0.43,9.58,15.79,51.34,3.54,21.66,21.31,28.99,35.03,3.88,4.75,15.01,19.59,26.23,31.23,39.52,59.19,68.08,461
California,Amador,"35,417",16.16,55.05,38.23,28.79,88.67,0.18,0.49,0.88,0.08,2.42,7.28,12.15,81.16,4.78,23.63,34.4,15.5,40.32,2.41,4.57,11.69,15.29,19.93,21.22,40.03,54.02,67.39,472
California,Butte,"217,748",20.31,61.46,24.75,18.24,80.14,1.69,1.16,4.79,0.32,4.96,6.92,16.74,71.38,6.67,14.83,25.7,18.89,43.72,3.44,8.92,23.73,28.94,35.45,37.98,54.31,66.24,75.26,486
California,Calaveras,"45,417",16.5,55.39,36.83,28.11,87.58,0.86,1.14,1.89,0.03,2.11,6.39,12.33,80.49,7.88,22.47,31.59,15.37,38.01,2.09,5.48,15.15,19.96,26.95,29.22,44.23,58.07,68.58,489
California,Colusa,"21,302",27.33,58.2,20.4,14.47,79.31,1.36,1.12,0.84,0.15,6.43,10.79,59.96,34.85,17.37,18.2,18.7,9.45,45.48,2.0,4.23,18.28,23.27,33.32,35.11,56.06,72.14,81.02,497
California,Contra Costa,"1,138,316",22.55,61.73,21.84,15.72,53.07,8.54,0.45,17.5,0.49,10.82,9.13,25.72,42.66,6.99,11.91,20.39,30.18,49.46,2.86,3.97,10.79,13.73,17.46,19.49,30.53,41.82,51.51,503
California,Del Norte,"24,665",23.09,57.23,27.66,19.68,72.42,1.11,7.35,3.06,0.11,7.52,8.43,16.08,65.96,11.24,21.67,25.2,12.26,37.14,2.53,8.92,24.17,27.35,36.74,39.62,57.04,69.95,81.16,511
California,El Dorado,"188,636",19.72,58.96,29.85,21.31,86.63,0.76,0.68,4.8,0.25,2.4,4.47,12.88,77.42,4.27,15.41,27.62,25.95,45.53,2.22,3.68,10.95,13.67,17.73,19.83,33.07,43.42,55.4,522
California,Fresno,"973,165",28.47,59.34,17.11,12.19,60.43,4.57,1.16,10.72,0.15,14.46,8.52,53.42,28.68,13.91,13.89,20.25,13.77,41.89,4.05,9.0,26.57,32.56,40.11,43.39,60.24,72.63,80.37,527
