State,County,Total Households,Year Structure Built: 2014+,Year Structure Built: 2010 to 2013,Year Structure Built: 2000 to 2009,Year Structure Built: 1980 to 1999,Year Structure Built: 1960 to 1979,Year Structure Built: 1940 to 1959,Year Structure Built: 1939 or earlier,Total Vehicles,0 Vehicles Available,1 Vehicles Available,2 Vehicles Available,3+ Vehicles Available,"FID"
California,Inyo,7954,0.92,1.68,5.75,26.02,37.03,20.51,8.1,7954,5.61,34.5,34.67,25.22,562
California,Kern,273556,3.17,2.28,18.41,31.47,25.85,14.68,4.14,273556,6.55,30.47,37.87,25.11,84
California,Kings,43604,3.24,2.42,17.33,33.56,25.33,12.1,6.0,43604,5.24,27.72,41.92,25.12,94
California,Lake,25508,2.27,1.13,14.89,31.78,32.96,12.36,4.6,25508,5.12,30.42,38.79,25.67,100
California,Lassen,9172,0.81,0.82,12.84,30.68,28.94,16.45,9.46,9172,4.9,27.52,37.11,30.47,104
California,Los Angeles,3332504,1.46,1.25,5.22,18.29,28.62,30.74,14.43,3332504,8.8,33.22,35.11,22.87,139
California,Madera,44479,3.2,2.72,22.47,32.94,25.0,10.64,3.02,44479,4.4,23.8,38.1,33.7,153
California,Marin,104900,0.5,0.75,5.05,16.92,39.51,25.05,12.22,104900,4.29,32.64,39.97,23.11,168
California,Mariposa,7846,0.38,2.1,16.29,40.87,26.51,8.46,5.38,7846,4.86,31.15,32.39,31.61,178
California,Mendocino,34164,0.44,1.1,8.87,29.88,31.5,17.15,11.05,34164,6.98,32.39,35.15,25.47,190
California,Merced,81306,1.64,1.06,21.33,27.91,27.85,14.83,5.38,81306,7.12,27.81,34.35,30.71,204
California,Modoc,3594,0.64,0.08,8.9,29.49,27.71,16.28,16.89,3594,3.42,31.69,36.64,28.24,207
California,Mono,5196,0.38,0.69,10.16,43.4,37.09,6.04,2.23,5196,3.18,35.87,37.57,23.38,214
California,Monterey,128003,1.34,1.48,9.15,27.1,33.46,21.08,6.39,128003,4.26,27.96,37.29,30.49,228
California,Napa,48484,2.31,1.08,11.48,26.24,30.54,19.8,8.54,48484,4.99,27.18,36.64,31.19,236
California,Nevada,40917,1.65,1.14,12.32,40.5,30.31,7.56,6.52,40917,3.62,26.82,39.38,30.18,243
California,Orange,1040001,3.09,2.01,8.01,26.35,42.81,15.31,2.41,1040001,4.45,26.53,40.98,28.05,257
California,Placer,145714,4.61,3.11,28.1,36.62,19.04,5.65,2.86,145714,3.71,25.9,41.79,28.6,266
California,Plumas,8332,0.08,1.76,16.25,28.04,32.03,15.85,5.98,8332,5.3,28.64,37.67,28.38,275
California,Riverside,736413,3.29,3.04,25.87,36.33,21.28,7.92,2.27,736413,3.97,27.05,37.13,31.85,281
California,Sacramento,547519,2.02,1.53,14.84,30.77,30.23,15.94,4.67,547519,6.32,32.12,38.3,23.26,289
California,San Benito,18389,4.74,1.57,11.15,43.3,21.58,9.39,8.28,18389,2.75,17.27,37.41,42.57,295
California,San Bernardino,640090,2.29,1.87,14.6,36.19,26.87,14.83,3.34,640090,4.78,26.3,36.32,32.6,302
California,San Diego,1130703,2.37,1.91,11.56,31.33,34.57,14.1,4.15,1130703,5.41,29.7,40.0,24.89,315
California,San Francisco,362141,2.41,1.8,6.3,9.73,15.87,18.35,45.54,362141,30.85,41.69,19.7,7.77,331
California,San Joaquin,231092,3.08,2.04,18.99,29.4,24.71,15.13,6.66,231092,5.56,26.26,36.16,32.02,339
California,San Luis Obispo,106244,3.27,2.35,14.64,33.93,30.24,10.62,4.96,106244,3.73,27.45,38.15,30.66,351
California,San Mateo,263351,1.95,1.61,5.19,15.89,34.35,32.84,8.18,263351,5.23,29.33,38.67,26.77,368
California,Santa Barbara,148309,1.86,1.96,7.89,25.36,38.91,16.26,7.74,148309,5.83,30.52,37.01,26.63,391
California,Santa Clara,635314,3.62,2.44,8.75,22.27,40.24,17.83,4.84,635314,5.35,27.54,40.05,27.06,406
California,Santa Cruz,96275,0.94,1.33,8.13,24.52,35.72,18.03,11.34,96275,5.17,27.53,36.98,30.32,415
California,Shasta,70845,1.8,1.38,12.73,36.49,32.94,12.28,2.38,70845,6.35,29.53,37.9,26.21,431
California,Sierra,1250,5.84,0.0,8.08,24.96,33.92,12.08,15.12,1250,4.48,27.68,26.0,41.84,439
California,Siskiyou,19195,1.13,2.12,11.04,28.97,28.19,15.08,13.48,19195,6.17,30.32,36.21,27.3,446
California,Solano,151191,2.6,1.98,11.72,36.72,30.14,11.75,5.1,151191,4.73,25.99,36.18,33.1,453
California,Sonoma,188958,1.75,1.23,10.86,32.94,32.25,13.22,7.76,188958,4.83,28.43,38.58,28.17,463
California,Stanislaus,174826,1.23,1.04,16.78,31.93,29.59,13.48,5.95,174826,5.7,27.55,37.5,29.24,473
California,Sutter,32586,1.22,1.09,19.12,29.87,29.26,14.37,5.09,32586,5.61,27.07,37.44,29.88,483
California,Tehama,24661,0.78,2.12,16.98,30.81,29.1,14.81,5.39,24661,7.27,29.37,34.88,28.47,492
California,Trinity,5896,0.53,1.17,11.57,31.14,35.72,15.06,4.82,5896,6.84,32.39,37.19,23.58,500
California,Tulare,139044,3.65,3.35,16.38,29.31,27.72,14.2,5.4,139044,5.32,29.58,37.25,27.85,501
California,Tuolumne,22937,0.53,0.79,11.04,37.19,35.54,10.1,4.81,22937,6.1,26.52,37.22,30.15,513
California,Ventura,271639,1.59,1.5,9.69,28.69,42.98,12.11,3.43,271639,4.3,25.59,38.54,31.58,521
California,Yolo,74614,2.43,2.39,17.55,29.99,29.21,13.53,4.9,74614,7.95,29.77,36.65,25.62,525
California,Yuba,26434,2.42,2.29,25.01,23.64,29.16,12.39,5.1,26434,6.65,28.47,34.05,30.83,541
Colorado,Adams,167290,5.24,3.31,21.86,29.3,25.68,12.81,1.81,167290,4.29,26.17,38.72,30.82,545
Colorado,Alamosa,6240,1.22,5.3,15.02,29.98,27.92,9.65,10.91,6240,7.96,32.44,34.13,25.46,549
Colorado,Arapahoe,241889,3.9,2.53,15.44,37.06,31.51,7.86,1.7,241889,4.73,31.37,40.17,23.74,558
Colorado,Archuleta,5736,2.42,2.28,35.36,39.1,14.45,3.43,2.95,5736,1.48,23.48,45.55,29.48,560
Colorado,Baca,1728,1.97,0.81,6.54,16.72,30.03,28.18,15.74,1728,5.32,29.34,30.61,34.72,563
Colorado,Bent,1879,0.85,1.06,3.62,19.11,25.07,19.05,31.24,1879,11.18,32.78,28.15,27.89,564
Colorado,Boulder,127365,5.07,2.79,11.73,36.74,31.5,6.22,5.93,127365,5.54,31.01,40.14,23.31,570
Colorado,Broomfield,27199,11.67,8.1,27.8,28.88,18.11,4.88,0.56,27199,3.35,29.32,43.73,23.61,577
Colorado,Chaffee,8650,6.09,2.18,21.98,26.9,20.37,7.19,15.28,8650,7.16,20.91,41.7,30.23,582
Colorado,Cheyenne,804,2.74,0.5,4.1,27.49,28.11,19.9,17.16,804,3.23,19.03,40.42,37.31,587
Colorado,Clear Creek,4378,0.85,0.82,5.94,28.78,38.1,2.44,23.07,4378,3.38,21.4,42.62,32.59,591
Colorado,Conejos,3222,2.89,0.71,10.12,31.22,21.42,8.54,25.11,3222,7.32,25.67,33.89,33.12,596
Colorado,Costilla,1620,0.0,1.54,10.25,37.84,21.05,8.83,20.49,1620,4.38,28.58,35.62,31.42,599
Colorado,Crowley,1421,0.49,1.27,3.94,20.48,27.02,16.61,30.19,1421,2.04,32.86,39.06,26.04,605
Colorado,Custer,2310,2.25,1.52,19.61,47.4,9.22,4.16,15.84,2310,1.13,25.54,45.19,28.14,610
Colorado,Delta,12277,2.09,1.42,18.67,29.98,25.32,8.21,14.32,12277,5.11,27.14,32.52,35.24,617
Colorado,Denver,287756,6.77,3.54,11.3,14.5,24.16,21.35,18.38,287756,9.63,40.59,35.58,14.2,628
Colorado,Dolores,930,0.0,0.75,8.28,41.4,19.89,21.72,7.96,930,2.69,29.89,42.26,25.16,636
Colorado,Douglas,121492,9.14,5.35,31.52,45.68,6.85,0.8,0.67,121492,2.12,21.12,46.57,30.19,644
Colorado,Eagle,18667,1.27,1.15,21.29,52.09,18.5,2.18,3.52,18667,3.01,26.53,42.71,27.75,648
Colorado,Elbert,8816,4.51,2.12,22.66,51.3,12.76,2.2,4.44,8816,1.18,12.51,32.02,54.29,655
Colorado,El Paso,262780,4.89,4.45,18.37,34.27,24.92,8.25,4.85,262780,4.02,28.51,41.56,25.91,661
Colorado,Fremont,17449,1.86,1.91,14.68,31.27,23.5,9.69,17.09,17449,4.99,25.77,37.61,31.63,664
Colorado,Garfield,21586,2.42,2.44,26.17,37.45,18.47,5.69,7.34,21586,3.75,22.58,39.05,34.61,667
Colorado,Gilpin,2860,0.45,1.19,18.53,45.77,16.47,9.83,7.76,2860,4.9,22.9,38.25,33.95,672
Colorado,Grand,6315,2.57,1.85,20.11,30.48,31.97,6.44,6.57,6315,3.71,26.94,35.63,33.73,677
Colorado,Gunnison,6824,1.47,0.62,19.68,29.78,30.6,7.52,10.35,6824,3.65,27.75,41.97,26.63,682
Colorado,Hinsdale,376,0.0,1.86,14.63,48.67,16.49,1.6,16.76,376,1.6,33.24,39.36,25.8,688
Colorado,Huerfano,3057,0.59,3.04,9.22,27.58,20.54,14.1,24.93,3057,8.64,29.77,33.5,28.1,693
Colorado,Jackson,635,2.83,10.39,18.43,26.61,20.16,6.77,14.8,635,3.31,25.67,36.85,34.17,701
Colorado,Jefferson,229007,3.73,1.67,9.44,31.69,39.82,10.75,2.91,229007,3.79,27.14,41.58,27.49,706
Colorado,Kiowa,615,0.33,2.11,8.46,15.45,31.38,21.95,20.33,615,2.6,22.6,38.37,36.42,711
Colorado,Kit Carson,3020,1.72,0.36,6.82,21.99,35.36,17.28,16.46,3020,6.62,23.44,37.68,32.25,716
Colorado,Lake,3275,0.0,1.86,15.48,18.96,32.31,4.58,26.81,3275,8.03,24.67,35.18,32.12,721
Colorado,La Plata,21370,5.85,3.1,18.44,36.45,18.93,10.06,7.16,21370,2.0,31.01,38.92,28.07,727
Colorado,Larimer,134185,7.28,4.61,18.76,33.65,25.79,4.79,5.12,134185,4.09,26.43,40.73,28.75,734
Colorado,Las Animas,6750,1.39,0.47,12.71,23.13,17.79,14.22,30.28,6750,9.63,30.31,33.56,26.5,741
Colorado,Lincoln,1513,0.93,0.86,8.46,27.69,21.94,17.18,22.93,1513,7.01,24.92,34.17,33.91,747
Colorado,Logan,8301,0.77,0.46,5.87,19.05,28.07,19.31,26.48,8301,6.32,32.48,33.67,27.53,749
Colorado,Mesa,59750,3.07,2.91,21.25,30.67,26.16,8.71,7.23,59750,5.26,31.51,36.66,26.57,751
Colorado,Mineral,394,3.05,3.05,23.35,23.6,20.81,0.76,25.38,394,2.79,24.37,44.16,28.68,757
Colorado,Moffat,5218,1.15,2.8,10.12,28.27,38.21,10.14,9.31,5218,5.19,27.44,34.9,32.46,758
Colorado,Montezuma,10521,2.04,1.66,14.37,36.34,23.16,15.4,7.02,10521,4.68,28.13,36.95,30.23,766
Colorado,Montrose,17483,2.23,1.52,23.54,36.56,20.84,8.21,7.1,17483,4.13,25.7,40.76,29.41,769
Colorado,Morgan,10863,3.59,1.08,10.78,18.45,28.44,18.11,19.56,10863,5.27,27.54,36.75,30.43,775
Colorado,Otero,7761,1.42,0.09,4.06,18.7,27.41,18.68,29.65,7761,7.55,29.07,31.12,32.26,777
Colorado,Ouray,2259,5.71,4.69,28.2,25.45,17.4,8.32,10.23,2259,1.59,28.2,44.98,25.23,780
Colorado,Park,6987,1.66,2.73,22.4,40.29,26.43,3.36,3.12,6987,0.82,18.91,40.2,40.07,782
Colorado,Phillips,1737,3.28,0.4,13.3,9.96,25.91,16.81,30.34,1737,2.42,29.13,44.85,23.6,785
Colorado,Pitkin,7424,3.06,2.87,17.66,36.27,35.8,1.5,2.84,7424,4.0,29.38,46.07,20.55,789
Colorado,Prowers,4900,1.78,0.43,6.82,22.69,28.14,19.59,20.55,4900,8.29,30.02,33.92,27.78,792
Colorado,Pueblo,65206,2.35,1.63,15.64,21.23,25.09,19.58,14.47,65206,7.3,32.35,35.1,25.24,795
Colorado,Rio Blanco,2513,1.79,1.03,16.2,24.59,34.54,11.94,9.91,2513,2.71,31.68,31.75,33.86,799
Colorado,Rio Grande,4737,3.46,0.93,12.92,27.27,21.93,11.13,22.36,4737,8.72,22.23,35.0,34.05,802
Colorado,Routt,10100,3.64,1.85,17.39,37.53,27.25,3.62,8.71,10100,2.43,29.96,41.86,25.75,809
Colorado,Saguache,2803,0.14,1.14,19.19,28.47,24.65,10.06,16.34,2803,3.96,28.43,38.39,29.22,811
Colorado,San Juan,297,0.0,0.0,9.43,26.6,23.91,4.71,35.35,297,3.7,36.7,47.14,12.46,347
Colorado,San Miguel,3604,1.58,2.16,20.62,44.89,21.59,2.36,6.8,3604,4.63,39.21,39.71,16.45,359
Colorado,Sedgwick,954,0.31,0.73,1.89,13.63,22.54,30.19,30.71,954,4.82,33.75,29.04,32.39,366
Colorado,Summit,11609,0.83,1.67,11.28,48.97,33.55,2.57,1.13,11609,2.45,26.57,48.36,22.62,373
Colorado,Teller,10460,3.05,2.72,16.74,49.06,19.55,3.23,5.64,10460,1.2,24.8,40.14,33.86,375
Colorado,Washington,2081,1.35,0.91,5.53,18.36,24.22,19.89,29.75,2081,4.28,24.99,35.27,35.46,377
Colorado,Weld,102046,9.38,3.99,27.57,23.75,20.57,6.59,8.14,102046,3.17,22.46,39.3,35.08,382
Colorado,Yuma,4108,2.19,0.88,7.01,15.46,24.46,15.63,34.37,4108,3.41,23.47,36.51,36.61,385
Connecticut,Fairfield,345070,2.41,2.18,6.49,18.39,27.99,23.02,19.53,345070,7.39,30.98,39.01,22.62,410
Connecticut,Hartford,353653,1.19,1.19,5.81,19.37,28.36,25.32,18.77,353653,10.18,34.22,36.76,18.84,432
Connecticut,Litchfield,74902,0.66,0.83,8.2,24.24,25.9,17.98,22.2,74902,5.26,30.85,38.12,25.77,443
Connecticut,Middlesex,67765,1.38,1.35,9.17,26.86,28.12,15.0,18.11,67765,5.0,30.81,38.62,25.56,450
Connecticut,New Haven,332765,1.07,0.97,6.0,20.03,26.51,22.5,22.9,332765,11.16,35.07,34.79,18.98,466
Connecticut,New London,109616,1.52,1.35,9.59,22.35,27.56,16.67,20.96,109616,6.17,32.19,37.72,23.92,517
Connecticut,Tolland,56077,2.48,2.8,10.41,27.13,29.05,14.27,13.86,56077,4.57,28.85,38.78,27.81,524
Connecticut,Windham,45589,0.82,1.29,9.91,23.42,24.31,14.5,25.74,45589,6.73,30.99,37.21,25.06,529
Delaware,Kent,67299,4.93,4.64,26.21,30.21,18.57,9.76,5.68,67299,6.69,32.65,37.87,22.79,532
Delaware,New Castle,209431,3.09,2.5,11.35,25.62,26.55,20.76,10.12,209431,6.73,35.91,38.65,18.71,536
Delaware,Sussex,94223,9.96,6.84,26.63,29.82,13.94,7.61,5.2,94223,3.38,31.34,41.15,24.13,609
District of Columbia,District of Columbia,288307,4.99,3.69,8.33,7.86,17.81,23.25,34.07,288307,35.44,45.32,15.39,3.85,630
Florida,Alachua,101979,3.89,2.78,16.81,38.84,27.26,7.9,2.53,101979,7.43,42.55,34.17,15.85,639
Florida,Baker,8828,5.0,2.53,24.51,36.03,25.77,3.15,3.01,8828,2.48,27.4,37.55,32.57,641
Florida,Bay,73536,4.92,3.28,19.13,40.06,21.07,9.82,1.72,73536,5.43,34.68,40.27,19.63,658
Florida,Bradford,9318,5.8,2.25,16.76,35.53,28.8,8.39,2.46,9318,7.87,31.37,41.34,19.42,665
Florida,Brevard,236005,3.16,2.17,19.45,42.35,25.29,6.73,0.86,236005,4.61,38.25,39.36,17.77,686
Florida,Broward,704942,2.21,1.78,10.26,36.21,38.45,10.3,0.79,704942,6.76,40.09,37.26,15.88,695
Florida,Calhoun,4510,2.71,3.64,19.36,34.01,24.77,9.47,6.05,4510,7.38,33.17,32.99,26.45,699
Florida,Charlotte,79789,3.11,1.6,21.67,45.12,24.4,3.74,0.36,79789,4.93,41.21,39.23,14.63,743
Florida,Citrus,64621,2.4,1.62,20.94,48.47,23.62,2.62,0.33,64621,4.69,40.34,38.0,16.98,843
Florida,Clay,75360,4.9,3.79,27.98,38.59,20.12,3.73,0.89,75360,3.49,27.27,43.97,25.27,852
Florida,Collier,147977,7.13,2.8,24.61,47.0,16.1,1.94,0.43,147977,4.85,41.04,40.62,13.49,894
Florida,Columbia,25205,3.38,3.4,25.74,39.59,20.26,5.71,1.92,25205,4.51,38.37,35.63,21.49,903
Florida,DeSoto,12421,2.28,3.58,18.92,37.82,27.21,6.38,3.8,12421,5.71,48.15,31.25,14.89,906
Florida,Dixie,6233,1.54,2.13,17.38,46.0,22.81,8.21,1.93,6233,7.3,33.37,34.53,24.8,918
Florida,Duval,369704,4.63,2.89,18.36,31.92,22.55,15.06,4.6,369704,7.6,39.32,37.81,15.27,924
Florida,Escambia,122169,3.44,3.16,14.18,32.92,28.94,13.71,3.65,122169,6.3,37.64,39.73,16.32,931
Florida,Flagler,44040,4.25,1.93,41.21,40.76,10.02,1.43,0.4,44040,2.63,36.2,45.57,15.6,935
Florida,Franklin,4691,2.45,0.28,20.17,35.83,21.77,11.26,8.25,4691,6.25,38.41,40.23,15.11,937
Florida,Gadsden,17307,0.85,1.66,18.17,35.14,23.59,16.79,3.82,17307,10.01,35.56,31.61,22.82,938
Florida,Gilchrist,6701,4.52,3.7,27.64,40.17,18.09,4.31,1.57,6701,6.39,37.07,29.26,27.28,939
Florida,Glades,4859,4.14,1.73,16.3,47.83,22.12,7.16,0.72,4859,3.46,47.13,35.93,13.48,940
Florida,Gulf,5897,9.12,2.88,23.15,28.52,19.98,13.14,3.21,5897,3.39,37.27,38.49,20.84,941
Florida,Hamilton,4385,2.6,1.94,18.52,41.96,17.24,12.43,5.31,4385,8.6,37.31,34.05,20.05,942
Florida,Hardee,7991,2.11,2.98,16.18,31.31,32.81,7.72,6.88,7991,4.46,39.51,34.79,21.25,943
Florida,Hendry,12878,1.71,2.28,15.51,47.43,24.82,6.88,1.38,12878,7.01,35.15,31.6,26.24,944
Florida,Hernando,76708,2.7,1.77,25.84,49.65,17.2,2.45,0.38,76708,4.76,39.09,38.6,17.54,945
Florida,Highlands,42721,1.5,1.31,16.09,46.47,26.51,6.54,1.59,42721,5.07,48.19,36.1,10.63,946
Florida,Hillsborough,539919,5.97,4.37,20.15,35.92,22.11,8.59,2.87,539919,6.21,38.1,39.77,15.92,947
Florida,Holmes,7137,2.06,0.95,15.5,38.83,31.39,7.13,4.15,7137,4.72,37.62,36.92,20.74,948
Florida,Indian River,60959,4.69,2.02,25.96,39.73,20.17,5.91,1.52,60959,4.72,42.02,39.46,13.8,949
Florida,Jackson,17533,1.48,2.12,15.04,37.08,25.34,13.25,5.69,17533,6.58,35.99,35.01,22.42,950
Florida,Jefferson,5643,3.97,3.79,17.26,42.83,19.55,6.17,6.43,5643,5.67,31.6,36.04,26.69,951
Florida,Lafayette,2315,4.58,1.43,12.22,51.27,23.41,4.79,2.29,2315,3.71,44.19,28.86,23.24,952
Florida,Lake,137446,8.0,3.53,26.54,37.41,16.56,5.7,2.26,137446,4.45,39.49,37.63,18.43,953
Florida,Lee,288916,5.1,2.27,31.44,37.82,19.51,3.25,0.61,288916,5.04,41.32,39.41,14.23,954
Florida,Leon,116530,2.52,1.97,16.88,43.87,25.59,7.84,1.32,116530,6.41,37.74,38.26,17.59,955
Florida,Levy,16971,2.33,3.19,21.93,41.53,24.93,4.16,1.93,16971,4.37,35.25,40.04,20.34,956
Florida,Liberty,2513,2.51,1.91,16.67,40.47,29.25,5.89,3.3,2513,5.73,36.97,33.11,24.19,957
Florida,Madison,6891,2.13,2.82,20.33,34.25,21.83,11.25,7.4,6891,9.77,36.87,34.99,18.37,958
Florida,Manatee,150345,7.7,4.13,20.1,32.65,25.58,8.26,1.58,150345,4.14,41.79,39.85,14.22,959
Florida,Marion,145863,2.78,1.63,27.64,42.69,19.53,4.54,1.19,145863,4.78,43.3,36.45,15.47,960
Florida,Martin,64870,3.04,1.64,16.95,45.33,27.44,4.62,0.98,64870,4.84,40.29,39.5,15.38,961
Florida,Miami-Dade,902200,3.39,1.95,11.99,28.0,31.61,19.61,3.46,902200,10.06,38.1,34.82,17.02,962
Florida,Monroe,32794,3.61,2.07,8.55,34.74,34.82,9.45,6.75,32794,7.44,41.57,36.67,14.32,963
Florida,Nassau,33475,9.11,5.53,31.38,32.7,14.61,4.45,2.21,33475,2.82,28.9,43.29,24.99,964
Florida,Okaloosa,79235,5.86,3.81,17.22,39.67,25.84,6.82,0.77,79235,4.25,32.7,42.19,20.87,965
Florida,Okeechobee,14601,1.9,0.74,18.66,44.17,30.21,3.75,0.56,14601,3.63,38.61,38.48,19.29,966
Florida,Orange,468075,6.7,3.83,21.23,38.89,19.55,8.33,1.47,468075,5.33,35.62,41.35,17.69,967
Florida,Osceola,109642,9.78,5.74,31.07,39.05,10.48,2.64,1.23,109642,5.18,33.12,39.66,22.03,968
Florida,Palm Beach,565598,3.16,1.88,16.48,44.71,25.68,6.6,1.49,565598,6.07,41.43,37.96,14.55,969
Florida,Pasco,209483,5.48,3.5,24.39,34.19,28.52,3.25,0.67,209483,5.04,40.87,38.67,15.42,970
Florida,Pinellas,413239,1.78,1.21,6.25,29.44,39.64,18.21,3.46,413239,7.57,44.42,35.72,12.29,971
Florida,Polk,240879,5.41,2.66,22.73,35.73,22.07,8.21,3.19,240879,5.37,39.95,37.86,16.81,972
Florida,Putnam,29822,1.62,2.69,12.69,37.71,31.4,7.9,5.99,29822,7.63,36.89,36.18,19.29,973
Florida,St. Johns,91253,13.02,7.47,29.99,33.54,10.25,3.09,2.64,91253,2.24,29.65,47.79,20.32,974
Florida,St. Lucie,118527,4.34,1.84,30.67,39.24,17.44,5.15,1.32,118527,4.41,39.63,38.98,16.98,975
Florida,Santa Rosa,65697,7.44,5.07,24.34,40.27,17.28,4.94,0.66,65697,3.04,27.34,44.06,25.55,976
Florida,Sarasota,189228,5.3,2.08,19.68,34.56,29.15,7.68,1.55,189228,4.86,42.8,38.97,13.37,977
Florida,Seminole,178094,3.59,2.65,15.57,46.84,25.69,4.45,1.22,178094,3.62,34.27,41.06,21.04,978
Florida,Sumter,59076,9.8,15.12,42.66,23.18,6.47,1.98,0.79,59076,3.22,61.48,28.32,6.98,979
Florida,Suwannee,15149,3.57,3.49,15.99,47.01,20.71,6.03,3.2,15149,7.7,33.21,36.88,22.21,980
Florida,Taylor,7172,1.53,3.15,12.45,36.87,22.56,17.11,6.33,7172,7.35,30.03,43.87,18.75,981
Florida,Union,4008,5.54,2.1,20.58,39.92,21.56,4.42,5.89,4008,4.62,32.34,43.24,19.81,982
Florida,Volusia,220386,2.78,2.07,17.72,40.98,25.07,9.29,2.1,220386,5.68,38.99,39.06,16.27,983
Florida,Wakulla,11382,6.94,4.54,32.03,39.83,12.45,2.8,1.41,11382,2.0,23.27,45.81,28.91,984
Florida,Walton,28635,9.86,5.26,29.09,36.98,12.36,4.47,1.98,28635,4.64,28.25,43.62,23.49,985
Florida,Washington,9037,3.66,2.47,14.12,42.58,23.28,10.4,3.49,9037,3.6,35.83,39.08,21.49,986
Georgia,Appling,6650,1.95,2.87,10.57,40.08,29.97,10.47,4.09,6650,8.15,31.08,36.92,23.85,987
Georgia,Atkinson,2953,6.4,1.49,16.09,37.52,21.1,10.67,6.74,2953,5.05,38.03,33.22,23.7,988
Georgia,Bacon,3743,2.11,4.57,16.75,41.09,20.92,11.11,3.45,3743,7.72,29.71,32.7,29.87,989
Georgia,Baker,1448,5.25,0.69,15.61,26.66,31.77,11.26,8.77,1448,7.6,25.9,42.2,24.31,990
Georgia,Baldwin,16698,2.44,1.66,19.59,33.5,27.64,10.81,4.35,16698,6.35,29.24,39.68,24.74,991
Georgia,Banks,6941,3.59,0.97,24.15,41.32,17.42,8.21,4.35,6941,2.9,28.43,31.13,37.55,992
Georgia,Barrow,27268,6.19,2.49,36.72,34.82,12.45,4.49,2.86,27268,3.55,26.02,40.94,29.49,993
Georgia,Bartow,37905,3.9,1.93,23.69,43.22,17.27,6.94,3.06,37905,3.69,27.85,39.15,29.31,994
Georgia,Ben Hill,6612,0.83,1.13,10.6,39.75,26.63,12.24,8.82,6612,9.45,46.87,26.44,17.24,995
Georgia,Berrien,7391,1.99,2.52,15.37,40.14,25.17,10.82,3.99,7391,5.98,38.38,35.37,20.27,996
Georgia,Bibb,58154,2.13,2.61,12.89,28.44,28.74,17.41,7.78,58154,12.0,37.83,32.58,17.59,997
Georgia,Bleckley,4250,3.01,3.11,15.81,28.12,30.38,14.59,4.99,4250,1.67,36.96,34.0,27.36,998
Georgia,Brantley,6763,2.77,3.55,20.42,40.23,23.94,6.73,2.37,6763,3.56,38.31,35.24,22.89,999
Georgia,Brooks,6392,2.61,1.05,15.8,37.48,24.12,14.0,4.93,6392,5.16,32.7,32.53,29.62,565
Georgia,Bryan,13503,13.95,8.72,25.31,36.15,9.8,3.47,2.61,13503,3.75,21.62,45.64,28.99,573
Georgia,Bulloch,27967,6.4,5.86,23.06,35.76,18.57,6.45,3.89,27967,5.02,33.05,36.58,25.35,579
Georgia,Burke,7953,5.68,2.85,14.61,36.12,25.88,9.34,5.51,7953,9.63,29.86,31.2,29.31,583
Georgia,Butts,8342,1.59,0.78,30.4,36.09,23.11,4.08,3.94,8342,3.97,24.98,38.23,32.82,588
Georgia,Calhoun,1726,0.17,5.27,11.24,28.56,30.82,12.75,11.18,1726,9.04,33.26,33.6,24.1,592
Georgia,Camden,19746,2.99,4.47,24.1,46.6,14.04,5.98,1.82,19746,5.82,31.28,39.74,23.16,603
Georgia,Candler,4042,0.35,1.14,17.24,41.37,27.93,7.15,4.82,4042,7.87,39.11,27.39,25.63,616
Georgia,Carroll,42196,1.86,0.87,25.83,37.5,21.77,6.89,5.27,42196,3.86,27.99,38.1,30.04,620
Georgia,Catoosa,25151,2.14,2.32,23.96,35.57,25.61,8.39,2.01,25151,4.6,27.97,40.95,26.49,626
Georgia,Charlton,3826,2.85,0.78,14.61,35.34,29.3,10.32,6.8,3826,6.69,30.76,31.05,31.5,635
Georgia,Chatham,109868,4.97,4.13,19.68,26.86,21.7,14.36,8.31,109868,7.73,36.37,38.21,17.68,646
Georgia,Chattahoochee,2550,0.47,1.88,7.14,33.33,31.73,5.76,19.69,2550,4.98,32.59,46.43,16.0,656
Georgia,Chattooga,9106,0.93,0.72,12.41,30.76,26.0,19.91,9.26,9106,5.9,31.16,32.87,30.08,659
Georgia,Cherokee,90372,8.96,4.65,31.6,41.26,10.52,1.79,1.22,90372,2.55,22.0,46.63,28.81,662
Georgia,Clarke,50284,2.89,2.36,17.32,35.29,28.76,8.38,5.01,50284,8.66,36.54,35.53,19.27,666
Georgia,Clay,1313,0.61,0.84,15.0,40.44,24.98,8.68,9.44,1313,8.83,39.91,37.32,13.94,670
Georgia,Clayton,96826,2.16,1.23,22.59,37.27,30.77,5.41,0.57,96826,7.46,38.87,32.93,20.73,673
Georgia,Clinch,2387,3.06,2.81,13.49,27.98,32.43,17.97,2.26,2387,8.13,27.31,37.62,26.94,676
Georgia,Cobb,283359,4.22,2.91,18.22,45.36,23.71,4.56,1.02,283359,3.56,31.01,42.44,23.0,680
Georgia,Coffee,14832,2.72,1.64,13.25,49.2,22.05,6.68,4.47,14832,7.35,31.51,37.44,23.7,684
Georgia,Colquitt,15865,1.47,1.29,17.88,34.64,26.43,11.83,6.47,15865,7.11,35.46,35.57,21.86,689
Georgia,Columbia,48233,9.66,9.89,22.53,37.12,16.66,3.1,1.04,48233,2.56,26.47,44.05,26.92,692
Georgia,Cook,6202,1.9,1.53,18.88,30.65,29.59,8.66,8.79,6202,7.24,32.01,32.28,28.47,697
