State,County,Total Households,Year Structure Built: 2014+,Year Structure Built: 2010 to 2013,Year Structure Built: 2000 to 2009,Year Structure Built: 1980 to 1999,Year Structure Built: 1960 to 1979,Year Structure Built: 1940 to 1959,Year Structure Built: 1939 or earlier,Total Vehicles,0 Vehicles Available,1 Vehicles Available,2 Vehicles Available,3+ Vehicles Available,"FID"
Virginia,Covington,2382,0.0,0.0,3.48,10.75,19.77,36.31,29.68,2382,7.64,37.15,34.26,20.95,2729
Virginia,Danville,18266,0.08,0.99,2.97,16.24,34.97,29.31,15.43,18266,15.21,40.74,26.89,17.15,2732
Virginia,Emporia,2076,0.0,1.49,8.09,23.84,36.46,22.3,7.8,2076,19.08,35.79,28.42,16.71,2736
Virginia,Fairfax City,8751,3.47,3.38,7.7,19.79,33.9,30.8,0.95,8751,5.95,27.78,39.39,26.88,2737
Virginia,Falls Church,5631,7.12,5.43,13.46,7.85,30.81,29.12,6.2,5631,6.25,38.16,40.01,15.57,2740
Virginia,Franklin City,3516,0.0,4.15,5.97,19.4,35.13,26.0,9.36,3516,9.27,34.64,31.51,24.57,2744
Virginia,Fredericksburg,11059,5.03,10.29,18.25,19.92,22.71,9.96,13.84,11059,8.18,40.07,37.79,13.96,2745
Virginia,Galax,2614,0.69,0.92,8.11,20.54,43.19,16.45,10.1,2614,12.43,31.06,42.5,14.0,2747
Virginia,Hampton,54847,2.52,2.69,7.35,30.1,32.72,18.32,6.3,54847,8.37,37.62,33.48,20.54,2751
Virginia,Harrisonburg,16751,2.48,5.15,16.82,35.89,22.14,10.47,7.05,16751,7.56,34.37,38.17,19.9,2755
Virginia,Hopewell,9362,1.82,2.92,7.78,14.2,43.17,21.05,9.07,9362,8.93,36.62,32.33,22.12,2756
Virginia,Lexington,2066,0.0,0.0,1.74,13.21,28.56,15.88,40.61,2066,11.18,35.62,31.17,22.02,2760
Virginia,Lynchburg,28223,1.09,2.41,12.44,18.12,30.29,20.5,15.14,28223,11.07,35.98,36.4,16.56,2762
Virginia,Manassas,13066,2.34,3.46,8.96,47.08,30.87,4.51,2.77,13066,4.23,30.69,37.01,28.07,2765
Virginia,Manassas Park,4596,3.96,3.74,32.01,28.63,9.64,20.71,1.31,4596,3.02,29.37,41.1,26.5,2768
Virginia,Martinsville,5597,0.0,0.0,4.88,16.31,34.32,37.5,6.99,5597,14.92,42.72,27.59,14.78,2771
Virginia,Newport News,70376,2.91,2.83,10.18,32.47,33.16,14.18,4.28,70376,10.37,36.8,34.49,18.34,2775
Virginia,Norfolk,89398,3.11,2.07,7.34,17.41,24.26,30.49,15.34,89398,12.41,38.26,33.62,15.71,2778
Virginia,Norton,1877,0.0,1.07,6.13,30.9,28.02,22.8,11.08,1877,8.9,45.82,31.54,13.75,2780
Virginia,Petersburg,13231,0.51,3.26,8.62,16.51,32.67,23.54,14.9,13231,17.79,42.78,24.96,14.47,2782
Virginia,Poquoson,4632,1.79,1.81,9.74,35.32,35.73,10.99,4.62,4632,3.11,16.45,45.25,35.19,2791
Virginia,Portsmouth,36650,1.56,2.1,6.34,20.07,29.23,28.47,12.23,36650,11.08,37.96,33.15,17.82,2795
Virginia,Radford,5677,1.06,1.6,7.05,27.51,29.33,19.5,13.95,5677,7.5,38.7,34.95,18.85,2799
Virginia,Richmond City,91005,3.12,2.39,5.09,12.85,22.36,24.04,30.14,91005,15.91,41.14,30.05,12.9,2802
Virginia,Roanoke City,41694,0.91,1.32,5.06,14.6,26.06,29.0,23.05,41694,12.36,40.53,32.72,14.39,2805
Virginia,Salem,9876,0.9,2.56,6.8,21.3,36.26,18.54,13.63,9876,7.09,34.33,33.03,25.56,2809
Virginia,Staunton,10638,3.14,0.84,11.26,15.92,29.6,22.38,16.85,10638,7.35,38.42,35.33,18.9,2812
Virginia,Suffolk,34603,6.12,5.51,24.32,28.27,19.86,10.08,5.83,34603,5.33,26.84,37.53,30.3,2815
Virginia,Virginia Beach,172452,2.78,2.51,11.1,41.65,33.42,7.36,1.18,172452,4.41,28.96,40.94,25.69,2826
Virginia,Waynesboro,9169,1.8,2.51,11.23,22.03,25.82,25.38,11.23,9169,5.91,39.18,39.58,15.33,2831
Virginia,Williamsburg,4485,4.44,0.74,20.0,33.96,24.75,10.19,5.93,4485,6.44,45.42,33.38,14.76,2835
Virginia,Winchester,10669,1.98,0.82,11.46,23.77,22.69,20.46,18.81,10669,7.34,41.33,32.71,18.62,2837
Washington,Adams,6035,2.1,3.08,7.87,22.25,34.2,17.63,12.86,6035,5.68,20.61,35.94,37.76,2840
Washington,Asotin,9286,1.71,2.35,10.28,27.44,29.29,15.71,13.21,9286,3.45,26.17,37.55,32.83,2845
Washington,Benton,73073,5.37,5.58,16.48,23.81,28.35,17.35,3.06,73073,4.17,26.03,37.55,32.25,2847
Washington,Chelan,29383,4.69,2.52,12.12,27.43,22.13,17.69,13.43,29383,4.68,30.33,33.76,31.24,2852
Washington,Clallam,33197,2.34,2.1,15.94,29.34,30.51,11.44,8.34,33197,6.89,29.99,36.47,26.66,2861
Washington,Clark,178478,6.46,4.02,17.89,35.81,23.65,7.91,4.27,178478,4.56,26.21,39.52,29.71,2865
Washington,Columbia,1795,3.79,0.5,11.92,12.09,21.11,14.99,35.6,1795,7.19,22.73,35.49,34.6,2869
Washington,Cowlitz,42354,2.87,1.4,11.86,24.59,26.71,19.08,13.49,42354,6.58,28.74,35.04,29.64,2871
Washington,Douglas,15435,5.78,2.85,16.63,25.04,27.55,13.64,8.5,15435,4.57,21.24,38.71,35.48,2877
Washington,Ferry,3175,0.85,4.94,12.54,32.72,29.92,11.65,7.37,3175,6.05,25.7,36.25,32.0,2880
Washington,Franklin,27263,5.78,8.48,25.19,17.88,23.92,13.96,4.78,27263,4.25,23.72,37.25,34.78,2884
Washington,Garfield,986,2.94,0.51,10.24,11.36,21.4,15.62,37.93,986,1.93,23.94,38.44,35.7,2886
Washington,Grant,31908,3.34,4.9,15.98,29.85,21.33,20.89,3.72,31908,4.91,23.68,40.33,31.07,2889
Washington,Grays Harbor,29433,0.93,2.13,11.01,22.7,27.75,11.15,24.33,29433,6.33,29.63,33.95,30.09,2894
Washington,Island,35326,2.08,2.61,18.2,39.75,25.09,8.71,3.57,35326,3.53,24.96,42.94,28.57,2898
Washington,Jefferson,15051,4.25,2.67,15.72,39.23,25.34,5.11,7.69,15051,4.3,28.31,40.49,26.9,2905
Washington,King,900061,5.96,3.64,13.33,27.04,25.29,13.37,11.36,900061,10.53,34.85,35.29,19.32,2913
Washington,Kitsap,105758,3.4,3.44,13.88,37.74,24.57,9.58,7.39,105758,4.71,25.69,40.26,29.35,2927
Washington,Kittitas,19162,4.63,3.93,16.99,28.86,22.28,8.75,14.56,19162,4.04,27.28,36.33,32.35,2932
Washington,Klickitat,9268,3.94,1.79,14.35,26.41,25.25,12.84,15.42,9268,4.51,26.01,34.06,35.41,2935
Washington,Lewis,31118,2.17,1.57,14.08,26.78,26.1,10.92,18.39,31118,4.84,25.02,33.52,36.62,2940
Washington,Lincoln,4628,0.82,1.64,11.21,21.61,20.68,17.03,27.01,4628,2.53,23.01,36.28,38.18,2942
Washington,Mason,25242,2.57,2.25,21.03,37.83,23.94,8.17,4.21,25242,3.74,22.71,39.87,33.67,2946
Washington,Okanogan,17884,2.05,1.86,11.38,31.02,25.11,15.41,13.17,17884,4.4,26.3,35.5,33.81,2947
Washington,Pacific,9714,1.44,2.66,10.92,29.03,24.29,13.15,18.51,9714,7.09,26.07,38.25,28.59,2949
Washington,Pend Oreille,5798,1.57,2.55,14.87,30.82,25.06,14.11,11.02,5798,4.12,23.23,34.36,38.29,2951
Washington,Pierce,330999,4.14,3.89,16.12,31.51,24.01,10.63,9.71,330999,5.18,27.15,39.39,28.28,2956
Washington,San Juan,8459,2.51,4.03,21.08,39.99,22.78,4.54,5.07,8459,4.63,30.0,38.02,27.34,2957
Washington,Skagit,49263,3.29,3.06,17.38,31.34,20.67,11.57,12.68,49263,3.99,23.64,38.67,33.7,2958
Washington,Skamania,4866,2.2,2.4,20.59,27.0,31.09,8.45,8.26,4866,3.74,20.69,38.2,37.36,2959
Washington,Snohomish,298815,4.94,4.12,17.99,36.58,24.06,7.3,5.02,298815,4.74,25.17,39.69,30.41,2960
Washington,Spokane,206502,4.28,3.2,13.07,23.78,24.7,17.11,13.87,206502,7.37,29.33,37.28,26.01,2961
Washington,Stevens,17883,1.92,3.38,16.69,32.97,27.18,8.86,9.0,17883,4.28,21.91,34.19,39.61,2963
Washington,Thurston,112323,5.05,5.16,19.44,34.35,24.3,6.94,4.77,112323,4.78,28.35,37.92,28.95,2967
Washington,Wahkiakum,1900,4.53,3.84,15.37,30.53,22.16,6.11,17.47,1900,1.79,26.37,43.58,28.26,2969
Washington,Walla Walla,22773,4.09,2.84,12.06,22.12,21.43,18.25,19.22,22773,7.11,26.17,38.08,28.63,2970
Washington,Whatcom,88978,5.52,2.95,16.34,32.48,23.76,6.78,12.17,88978,7.3,27.79,37.06,27.86,2972
Washington,Whitman,18485,2.77,4.98,10.98,26.15,27.91,10.7,16.52,18485,9.91,33.45,36.74,19.9,2973
Washington,Yakima,83765,2.66,2.12,10.51,23.66,29.48,18.97,12.6,83765,5.27,25.27,34.82,34.63,2974
West Virginia,Barbour,6484,0.94,2.08,11.78,26.06,25.76,12.77,20.6,6484,8.45,35.55,34.25,21.75,2975
West Virginia,Berkeley,45702,4.98,6.68,29.81,29.98,13.98,5.27,9.3,45702,5.94,28.36,38.11,27.59,2976
West Virginia,Boone,8691,2.54,2.74,11.87,26.38,26.96,18.84,10.67,8691,8.93,33.22,35.6,22.25,2977
West Virginia,Braxton,5341,0.51,2.27,14.42,30.01,23.85,13.59,15.35,5341,7.32,26.19,41.23,25.26,2978
West Virginia,Brooke,9792,0.73,0.85,2.71,17.57,32.46,28.3,17.4,9792,7.21,43.48,33.0,16.31,2979
West Virginia,Cabell,39296,1.8,2.4,7.39,18.97,32.69,21.51,15.24,39296,11.4,40.03,34.0,14.57,2980
West Virginia,Calhoun,2814,2.35,1.21,11.23,29.39,23.88,20.75,11.19,2814,7.82,30.1,34.15,27.93,2981
West Virginia,Clay,3385,0.95,5.2,13.09,32.97,27.92,11.23,8.66,3385,7.83,35.21,33.21,23.75,3000
West Virginia,Doddridge,2623,0.42,1.72,9.65,28.63,20.21,16.28,23.1,2623,2.29,34.58,32.75,30.39,3002
West Virginia,Fayette,17388,0.78,1.61,9.5,23.53,27.49,17.71,19.39,17388,8.65,34.51,36.36,20.49,3006
West Virginia,Gilmer,2516,0.79,1.35,7.63,34.3,28.34,9.7,17.89,2516,6.72,28.26,44.71,20.31,3008
West Virginia,Grant,4842,1.22,1.38,13.42,36.12,25.77,9.67,12.41,4842,7.54,26.33,35.94,30.19,3011
West Virginia,Greenbrier,15436,0.97,1.35,11.77,26.89,27.88,14.6,16.53,15436,8.44,34.17,36.24,21.15,3013
West Virginia,Hampshire,9165,0.8,1.23,18.48,42.17,19.75,7.94,9.62,9165,3.94,24.47,40.5,31.09,3016
West Virginia,Hancock,12676,0.8,1.18,5.89,16.76,24.21,36.39,14.76,12676,8.11,37.41,38.32,16.16,3017
West Virginia,Hardy,5933,0.27,2.78,12.89,37.77,24.68,11.5,10.11,5933,7.1,23.11,42.24,27.56,3019
West Virginia,Harrison,27213,1.07,2.75,7.22,19.76,22.45,23.5,23.25,27213,8.29,33.87,38.39,19.45,3021
West Virginia,Jackson,11427,2.01,1.3,15.7,29.6,31.93,11.71,7.75,11427,9.26,26.35,39.64,24.75,3023
West Virginia,Jefferson,20957,2.9,3.76,27.73,28.49,22.53,5.5,9.09,20957,4.91,24.88,37.46,32.75,3026
West Virginia,Kanawha,78137,1.33,1.35,6.99,20.28,28.2,29.86,11.99,78137,10.66,39.12,34.78,15.44,3027
West Virginia,Lewis,6472,2.63,3.8,15.99,23.18,18.36,13.98,22.06,6472,8.22,33.24,37.01,21.54,3029
West Virginia,Lincoln,8295,2.06,1.69,14.03,37.17,25.81,12.96,6.28,8295,9.72,34.42,35.18,20.69,3031
West Virginia,Logan,14164,1.72,1.45,11.61,32.97,21.16,16.89,14.21,14164,10.79,39.65,33.99,15.57,3034
West Virginia,McDowell,7431,0.15,0.87,7.13,18.84,24.76,22.93,25.31,7431,13.43,34.76,33.52,18.29,3037
West Virginia,Marion,23033,1.8,2.04,7.12,18.06,22.42,22.45,26.11,23033,7.9,32.15,39.8,20.15,3039
West Virginia,Marshall,12350,1.01,1.96,5.21,14.95,25.68,24.36,26.83,12350,7.3,39.82,34.7,18.17,3041
West Virginia,Mason,10593,1.04,1.68,14.39,26.68,32.0,15.52,8.69,10593,7.9,26.75,37.08,28.26,3042
West Virginia,Mercer,25088,0.82,0.62,10.15,29.83,25.16,19.24,14.17,25088,8.74,37.99,33.67,19.6,3044
West Virginia,Mineral,10810,0.4,0.99,8.13,27.37,34.05,12.53,16.52,10810,6.79,27.67,37.06,28.48,3046
West Virginia,Mingo,10174,1.24,2.01,13.01,43.55,22.84,10.91,6.44,10174,11.58,41.37,31.97,15.08,3048
West Virginia,Monongalia,40233,6.32,5.42,14.68,26.92,21.08,13.39,12.2,40233,7.95,36.91,37.99,17.15,3050
West Virginia,Monroe,5496,0.0,3.98,11.75,29.86,27.22,14.97,12.21,5496,6.62,27.09,37.7,28.58,3052
West Virginia,Morgan,7485,1.18,1.18,24.7,30.1,21.83,9.06,11.96,7485,2.11,24.36,34.79,38.74,3054
West Virginia,Nicholas,10280,1.06,2.56,10.57,32.56,28.47,14.71,10.07,10280,7.03,31.12,38.19,23.66,3057
West Virginia,Ohio,17254,2.07,1.14,4.45,11.58,26.1,23.5,31.16,17254,13.35,38.12,35.84,12.69,3059
West Virginia,Pendleton,3194,1.75,0.94,14.06,37.85,23.14,8.83,13.43,3194,6.79,22.01,35.97,35.22,3061
West Virginia,Pleasants,2822,2.3,2.55,11.16,29.52,24.95,15.63,13.89,2822,5.24,27.89,42.27,24.59,3064
West Virginia,Pocahontas,3578,1.65,2.85,10.15,27.98,28.9,13.86,14.62,3578,8.8,26.63,39.07,25.49,3066
West Virginia,Preston,12430,2.55,1.65,14.16,29.7,23.34,11.27,17.33,12430,7.15,27.51,40.46,24.88,3068
West Virginia,Putnam,21694,2.98,4.68,14.66,41.3,22.82,8.97,4.59,21694,4.29,31.79,42.73,21.19,3070
West Virginia,Raleigh,31116,1.32,2.15,9.7,27.2,29.05,19.51,11.06,31116,8.66,35.27,37.95,18.12,3073
West Virginia,Randolph,10977,0.69,1.28,7.92,33.51,26.65,14.77,15.19,10977,10.31,34.5,36.66,18.53,3075
West Virginia,Ritchie,4161,1.95,1.61,9.32,27.76,26.32,11.3,21.75,4161,4.28,30.91,42.01,22.81,3077
West Virginia,Roane,5599,1.73,1.21,11.81,29.34,26.67,15.16,14.07,5599,9.25,32.17,37.01,21.58,3079
West Virginia,Summers,5617,1.07,1.73,11.59,38.1,17.54,13.26,16.72,5617,8.21,37.87,34.47,19.46,3080
West Virginia,Taylor,6649,1.02,2.59,10.12,25.87,25.06,11.72,23.63,6649,6.11,28.31,42.67,22.92,3082
West Virginia,Tucker,3176,1.29,6.27,7.78,30.04,25.09,6.05,23.49,3176,8.06,29.88,38.63,23.43,3084
West Virginia,Tyler,3402,1.35,1.97,7.47,21.78,27.6,13.32,26.51,3402,5.17,41.77,30.86,22.19,3085
West Virginia,Upshur,9592,0.75,2.15,13.29,31.54,27.15,11.03,14.1,9592,10.6,33.65,34.02,21.73,3087
West Virginia,Wayne,15228,0.95,1.8,12.0,26.63,29.8,19.44,9.37,15228,8.8,35.71,35.99,19.5,3089
West Virginia,Webster,3582,0.53,1.17,7.76,31.35,26.49,21.72,10.97,3582,16.28,28.0,30.57,25.15,3091
West Virginia,Wetzel,6022,0.13,2.09,5.88,18.73,33.16,18.12,21.89,6022,6.31,38.79,37.73,17.17,3093
West Virginia,Wirt,2557,1.92,6.77,14.27,36.21,22.8,8.76,9.27,2557,10.75,32.85,33.01,23.39,3095
West Virginia,Wood,35189,2.0,2.14,8.38,21.3,28.87,22.62,14.68,35189,8.83,34.35,39.1,17.72,3097
West Virginia,Wyoming,8674,0.33,1.01,12.84,33.28,24.81,19.97,7.75,8674,9.18,30.11,38.61,22.1,3099
Wisconsin,Adams,9111,2.11,1.5,18.6,34.1,27.93,7.06,8.69,9111,4.29,29.47,42.86,23.38,3101
Wisconsin,Ashland,6483,1.13,1.68,9.83,20.62,21.78,13.64,31.33,6483,7.79,33.04,36.53,22.64,3104
Wisconsin,Barron,19059,3.08,1.69,12.23,25.35,25.24,14.3,18.11,19059,5.89,26.77,41.82,25.52,3106
Wisconsin,Bayfield,7110,1.65,2.39,17.22,28.95,22.46,9.93,17.41,7110,3.66,26.32,42.78,27.24,3108
Wisconsin,Brown,106031,3.8,3.11,13.64,29.46,25.74,13.83,10.42,106031,5.44,30.99,43.71,19.86,3111
Wisconsin,Buffalo,5751,2.07,1.39,11.04,21.77,22.33,13.32,28.08,5751,4.68,22.24,40.58,32.5,3113
Wisconsin,Burnett,7242,1.16,2.0,20.57,29.54,24.87,10.62,11.24,7242,2.84,26.66,39.74,30.75,3115
Wisconsin,Calumet,19951,5.08,3.44,19.05,27.89,21.31,7.94,15.29,19951,3.11,25.27,44.26,27.37,3116
Wisconsin,Chippewa,26044,3.81,3.76,14.48,25.1,20.56,14.08,18.22,26044,3.94,25.69,41.07,29.31,3117
Wisconsin,Clark,12914,1.2,1.32,10.49,19.77,23.63,15.6,27.98,12914,9.05,23.01,38.05,29.89,3119
Wisconsin,Columbia,24336,2.04,1.25,15.36,25.27,22.39,10.86,22.83,24336,3.99,27.05,38.49,30.47,3120
Wisconsin,Crawford,6676,1.35,2.01,14.11,21.32,24.64,15.53,21.05,6676,7.13,29.15,37.99,25.73,3122
Wisconsin,Dane,226600,5.67,3.07,16.15,28.08,24.5,11.19,11.33,226600,8.06,35.63,40.62,15.69,3124
Wisconsin,Dodge,35007,2.56,2.26,10.67,20.92,21.42,13.23,28.93,35007,5.44,29.44,40.57,24.56,3126
Wisconsin,Door,13429,3.19,2.72,15.03,28.54,21.89,11.59,17.02,13429,3.84,30.02,42.52,23.62,3131
Wisconsin,Douglas,18994,1.54,1.0,9.12,20.09,25.26,15.43,27.56,18994,6.93,33.3,35.97,23.79,3134
Wisconsin,Dunn,17124,2.88,3.11,15.63,30.06,21.45,11.66,15.22,17124,4.75,26.94,37.79,30.52,3135
Wisconsin,Eau Claire,41602,3.46,2.78,11.05,26.28,26.32,15.19,14.91,41602,6.48,31.35,39.02,23.15,3137
Wisconsin,Florence,2038,3.14,4.71,16.54,26.45,18.45,12.27,18.45,2038,4.66,27.92,42.69,24.73,3138
Wisconsin,Fond du Lac,41890,2.01,3.18,10.89,21.68,23.22,13.62,25.41,41890,5.94,28.79,40.64,24.63,3140
Wisconsin,Forest,3929,1.73,2.21,15.17,31.53,22.22,12.4,14.74,3929,4.61,33.09,39.68,22.63,3141
Wisconsin,Grant,19655,1.63,3.07,11.07,20.13,27.06,13.92,23.12,19655,6.35,27.22,39.03,27.39,3143
Wisconsin,Green,15240,1.69,1.08,13.16,22.06,24.81,11.54,25.66,15240,4.85,27.6,39.65,27.89,3145
Wisconsin,Green Lake,8024,1.57,1.2,10.69,22.08,24.15,15.33,24.98,8024,8.4,24.54,38.51,28.55,3147
Wisconsin,Iowa,9811,1.88,2.05,15.79,27.0,17.35,10.35,25.59,9811,3.18,27.9,40.11,28.81,3148
Wisconsin,Iron,2859,1.29,0.52,11.82,20.95,22.53,20.6,22.28,2859,5.46,29.91,42.6,22.04,3151
Wisconsin,Jackson,8246,2.69,2.22,17.03,24.02,20.63,12.15,21.26,8246,4.89,28.92,35.08,31.11,3153
Wisconsin,Jefferson,33349,1.46,1.81,13.78,23.95,20.47,14.53,24.01,33349,3.79,29.38,41.01,25.82,3154
Wisconsin,Juneau,10779,1.82,1.52,14.08,28.64,22.72,13.43,17.78,10779,3.24,30.91,40.68,25.17,3156
Wisconsin,Kenosha,64595,1.88,1.24,14.34,23.72,24.55,18.56,15.71,64595,5.5,31.79,40.3,22.41,3158
Wisconsin,Kewaunee,8249,1.59,1.81,12.41,22.43,22.2,12.85,26.72,8249,4.24,21.46,40.16,34.14,3160
Wisconsin,La Crosse,48105,3.73,3.22,12.07,26.73,24.14,13.45,16.67,48105,6.75,32.53,40.32,20.41,3161
Wisconsin,Lafayette,6777,1.83,1.51,10.27,17.78,20.35,15.11,33.16,6777,5.08,24.75,39.06,31.12,3163
Wisconsin,Langlade,8539,1.76,0.73,9.26,25.24,21.52,18.61,22.88,8539,5.21,30.5,42.53,21.76,3165
Wisconsin,Lincoln,12654,1.51,2.21,12.74,24.77,22.44,15.02,21.31,12654,5.59,29.17,39.32,25.93,3166
Wisconsin,Manitowoc,34435,1.51,0.96,8.15,19.06,22.73,17.53,30.07,34435,6.54,28.99,40.44,24.04,3169
Wisconsin,Marathon,55998,2.38,1.99,14.96,24.97,23.56,15.02,17.12,55998,5.15,26.83,42.44,25.57,3170
Wisconsin,Marinette,18869,1.51,1.65,11.19,24.33,24.44,16.79,20.1,18869,6.61,30.07,40.47,22.85,3172
Wisconsin,Marquette,6770,1.31,1.55,14.43,28.85,25.69,9.73,18.43,6770,4.46,27.37,39.41,28.76,3174
Wisconsin,Menominee,1400,1.5,1.29,17.71,46.21,18.57,4.79,9.93,1400,10.71,26.57,47.93,14.79,3175
Wisconsin,Milwaukee,383703,1.05,1.2,4.71,11.77,22.64,29.16,29.46,383703,13.16,41.36,34.15,11.33,3177
Wisconsin,Monroe,18025,3.46,2.09,13.63,28.07,21.07,11.03,20.65,18025,6.93,27.51,38.48,27.08,3179
Wisconsin,Oconto,16283,3.05,2.02,16.69,28.69,18.3,13.33,17.91,16283,3.3,21.43,42.77,32.49,3181
Wisconsin,Oneida,15677,1.95,2.02,16.53,29.76,23.86,15.37,10.51,15677,3.55,30.64,42.53,23.28,3183
Wisconsin,Outagamie,74597,3.07,3.46,13.95,28.28,23.12,14.19,13.93,74597,4.02,29.52,44.14,22.32,3185
Wisconsin,Ozaukee,36166,3.19,1.97,12.73,26.42,28.96,15.16,11.57,36166,3.23,27.68,46.83,22.26,3186
Wisconsin,Pepin,3127,1.15,1.31,15.96,18.68,22.16,15.0,25.74,3127,4.13,24.53,38.12,33.23,3188
Wisconsin,Pierce,15856,2.84,1.58,19.35,24.99,23.34,8.22,19.67,15856,3.71,23.16,40.67,32.45,3189
Wisconsin,Polk,18647,1.91,1.06,18.77,28.52,21.44,12.23,16.07,18647,3.34,25.3,38.25,33.11,3191
Wisconsin,Portage,28912,3.18,1.85,12.87,29.96,27.94,8.75,15.45,28912,5.05,30.72,39.48,24.75,3192
Wisconsin,Price,6676,1.78,1.72,11.49,22.71,23.1,15.79,23.41,6676,5.11,30.2,40.76,23.94,3194
Wisconsin,Racine,77648,1.33,0.78,10.15,20.67,26.26,21.53,19.29,77648,6.26,33.52,39.36,20.86,3195
Wisconsin,Richland,7580,0.74,1.37,12.23,21.0,19.78,13.94,30.94,7580,6.08,30.41,37.84,25.67,3196
Wisconsin,Rock,65237,1.19,1.28,10.88,20.5,28.43,17.34,20.38,65237,6.06,30.11,40.17,23.65,3198
Wisconsin,Rusk,6414,1.25,2.14,13.25,23.59,26.26,16.03,17.49,6414,4.4,27.11,39.26,29.23,3199
Wisconsin,St. Croix,34683,4.57,2.74,27.92,30.07,16.91,6.65,11.15,34683,2.98,22.14,41.57,33.3,3200
Wisconsin,Sauk,26751,2.47,1.74,16.0,27.99,21.17,10.05,20.58,26751,5.33,30.07,39.26,25.34,3202
Wisconsin,Sawyer,7893,2.07,2.33,15.72,33.65,26.61,11.85,7.78,7893,4.48,33.79,40.94,20.79,3203
Wisconsin,Shawano,17153,0.95,1.81,13.77,24.2,22.75,15.84,20.68,17153,4.42,27.25,40.17,28.16,3205
Wisconsin,Sheboygan,47754,2.21,0.92,9.77,21.62,25.67,14.19,25.62,47754,5.39,32.79,40.44,21.37,3207
Wisconsin,Taylor,8623,3.48,1.43,12.88,24.32,22.02,17.93,17.94,8623,6.07,25.2,36.67,32.07,3208
Wisconsin,Trempealeau,12143,3.27,2.74,12.66,22.95,24.38,12.89,21.12,12143,4.99,25.43,40.33,29.25,3210
Wisconsin,Vernon,12146,2.64,1.69,14.79,20.88,19.54,13.37,27.1,12146,8.2,28.1,39.13,24.57,3213
Wisconsin,Vilas,10917,2.8,2.43,16.33,32.02,29.62,10.31,6.49,10917,3.98,35.06,37.38,23.57,3001
Wisconsin,Walworth,41414,1.85,1.61,15.54,24.64,24.09,15.5,16.77,41414,3.86,30.04,39.25,26.85,3003
Wisconsin,Washburn,7290,2.63,2.96,17.89,26.17,25.99,12.39,11.96,7290,3.21,28.64,40.71,27.43,3004
Wisconsin,Washington,54787,3.42,2.08,17.79,29.6,25.72,9.08,12.3,54787,3.21,27.33,44.26,25.2,3005
Wisconsin,Waukesha,159780,3.01,2.24,13.42,32.35,27.53,14.02,7.43,159780,3.47,27.19,45.49,23.85,3007
Wisconsin,Waupaca,22486,1.2,1.41,11.61,26.98,24.95,11.98,21.88,22486,4.21,27.31,39.81,28.66,3009
Wisconsin,Waushara,10053,1.1,1.35,15.46,29.86,23.22,11.05,17.95,10053,5.64,25.38,37.44,31.54,3010
Wisconsin,Winnebago,71132,1.97,2.37,11.58,25.01,25.03,15.63,18.41,71132,6.03,33.03,41.47,19.47,3012
Wisconsin,Wood,32707,1.74,1.6,9.81,22.58,30.09,16.02,18.15,32707,5.16,32.95,38.3,23.59,3014
Wyoming,Albany,16137,2.45,4.58,14.8,25.75,26.72,12.04,13.66,16137,5.42,29.41,36.04,29.13,3015
Wyoming,Big Horn,4408,1.36,2.79,8.67,20.89,26.93,22.69,16.67,4408,3.18,25.84,31.35,39.63,3018
Wyoming,Campbell,17506,4.84,7.41,23.59,33.28,24.99,3.03,2.87,17506,3.85,23.37,38.5,34.28,3020
Wyoming,Carbon,6226,0.37,0.88,8.54,18.9,34.36,17.48,19.47,6226,3.12,24.94,38.52,33.42,3022
Wyoming,Converse,5461,1.94,4.01,19.7,18.77,37.98,7.03,10.57,5461,1.92,23.82,36.17,38.09,3024
Wyoming,Crook,2826,6.62,4.85,26.93,25.69,23.6,4.74,7.57,2826,1.59,17.41,35.7,45.29,3025
Wyoming,Fremont,14834,2.17,2.41,13.63,25.43,33.34,14.44,8.57,14834,5.18,27.27,37.48,30.07,3028
Wyoming,Goshen,5234,3.48,3.55,10.51,22.01,26.33,19.97,14.16,5234,2.58,27.53,35.27,34.62,3030
Wyoming,Hot Springs,2187,0.5,0.69,7.77,27.89,28.3,21.86,12.99,2187,6.22,26.79,40.05,26.93,3032
Wyoming,Johnson,3961,2.12,2.75,18.83,34.11,12.14,18.05,11.99,3961,3.48,16.08,51.27,29.16,3033
Wyoming,Laramie,40202,3.76,5.64,13.21,24.76,26.19,15.19,11.25,40202,4.63,28.47,35.66,31.24,3035
Wyoming,Lincoln,7348,0.78,2.04,23.24,33.19,24.8,7.63,8.32,7348,2.78,21.26,31.82,44.15,3036
Wyoming,Natrona,32896,4.23,5.61,13.36,18.79,27.29,21.44,9.28,32896,3.79,28.9,37.34,29.97,3038
Wyoming,Niobrara,900,3.0,2.0,3.78,22.78,15.11,25.44,27.89,900,3.56,20.22,31.0,45.22,3040
Wyoming,Park,12575,3.29,4.05,15.24,30.65,23.4,15.38,7.99,12575,3.32,21.11,42.47,33.11,3043
Wyoming,Platte,3846,0.86,2.76,11.83,20.36,33.1,12.64,18.46,3846,2.39,19.97,32.92,44.72,3045
Wyoming,Sheridan,13294,3.82,3.02,12.97,27.1,23.68,11.28,18.13,13294,4.17,26.46,36.07,33.3,3047
