NAME,STREET,CITY,STATE,ZIP,AFFILIATION,RULING,FOUNDATION,ACTIVITY,ORGANIZATION,x,y
PRIMERA IGLESIA HISPANA AD INCORPORATED,165 MAIN ST,AMHERST,MA,1002,3,200507,10,0,1,-8072481.041116476,5217441.55867315
WAT LAO DHAMMARAAM BUDDHIST TEMPLE OF FITCHBURG INC,159 RICHARDSON RD,FITCHBURG,MA,1420,3,199609,10,1000000,1,-7992947.940363293,5252655.750107776
JAMI MASJID OF BOSTON,PO BOX 15130,BOSTON,MA,2215,9,198304,10,1000000,1,-7914825.814155919,5213229.852801712
SILVER CITY BAPTIST CHURCH INC,261 TREMONT ST,TAUNTON,MA,2780,3,199702,10,0,1,-7918382.137928291,5147560.950986677
EGLISE BAPTISTE EBEN-EZER,90 MOUNT VERNON ST,WINCHESTER,MA,1890,9,195504,10,1000000,5,-7918493.680058064,5229090.004959626
LIGHTHOUSE CHRISTIAN CENTER INC,522 SPRINGFIELD ST,FEEDING HILLS,MA,1030,3,199806,10,1000000,1,-8086994.653687122,5173344.216314941
DORCHESTER MA IMMANUEL CHURCH OF THE NAZARENE,806 BLUE HILL AVE,DORCHESTER,MA,2124,9,196307,10,1000000,5,-7913382.779596764,5205592.516691716
HA-YOM LTD,355 BLACKSTONE BLVD APT 343,PROVIDENCE,RI,2906,3,200104,10,0,1,-7946739.108415515,5138019.07880549
BOSTON TEN POINT COALITION INC,2010 COLUMBUS AVE 1ST FLOOR,BOSTON,MA,2119,3,199604,15,2000000,1,-7914467.8106735265,5208237.771370439
CROSSROADS CHRISTIAN FELLOWSHIP,19 OAK LN,OAKHAM,MA,1068,1,199610,10,1000000,1,-8018407.041866186,5212956.177851422
CHRISTIAN MIX RADIO INC,1045 ORANGE RD,WARWICK,MA,1378,3,199703,15,0,1,-8051517.243290793,5253598.395793935
PHILADELPHIA BAPTIST CHURCH,259 CONCORD ST,FRAMINGHAM,MA,1702,3,200209,10,0,1,-7949872.974720331,5203358.157321064
ISLAMIC SOCIETY OF NORTH AMERICA INC,7 LONG AVE,ALISTON,MA,2134,9,198304,10,1000000,1,-7918762.405308844,5213366.015437663
DEACONS REST MINISTRIES,PO BOX 316,WORCESTER,MA,1606,3,199609,10,1000000,1,-7992237.610692543,5206938.081455198
TRINITARIAN MISSIONARY COMMUNITY BAPTIST CHURCH,563 NEW LUDLOW RD,CHICOPEE,MA,1020,3,199704,10,1029000,1,-8077378.653433417,5193109.845300154
CHRISTIAN FAMILY CHURCH ASSEMBLY OF GOD LOWELL,PO BOX 6,TYNGSBORO,MA,1879,9,196408,10,1002029,5,-7946615.209822264,5264162.116114709
GODS HOUSE OF PRAYER,21 OLD POINT ST,SPRINGFIELD,MA,1109,3,199701,10,1003000,1,-8074784.797978443,5179805.268045913
MANJUSHRI FOUNDATION INC,2353 MASSACHUSETTS AVE APT 66,CAMBRIDGE,MA,2140,3,200111,10,0,1,-7918047.511538963,5220540.21815203
STILLWATERS EVANGELISTIC MINISTRIES INC,79 GREYLOCK TER,PITTSFIELD,MA,1201,3,199704,10,1029000,1,-8154013.885202266,5231959.763809377
CAMBODIAN BUDDHIST TEMPLE SOCIETY OF WESTERN MASSACHETTS INC,100A CAVE HILL RD,LEVERETT,MA,1054,3,199701,10,1000000,1,-8070430.981374027,5235873.324038909
CHURCH SERVANTS OF THE LIVING GOD,39 HENDOM DR,FEEDING HILLS,MA,1030,3,199801,10,1000000,1,-8090660.515838431,5169637.491664099
IGLESIA CRISTIANA DE LA COMMUNIDAD,108 BEACON ST,WORCESTER,MA,1608,3,200103,10,0,1,-7993743.874722466,5199218.881307066
OUR SAVIOR LUTHERAN CHURCH,PO BOX 459,WESTMINSTER,MA,1473,9,194107,10,1029000,5,-8005434.647645572,5243224.502563536
IGLESIA CRISTIANA LUCHANCO PARA VENCER,30 BOWLES PARK,SPRINGFIELD,MA,1104,3,200203,10,0,1,-8077623.667632654,5182521.864721664
WAT BUDDHABHAVANA OF MA,25 MILOT RD,WESTFORD,MA,1886,3,200501,10,1029000,1,-7956528.544435875,5249650.864607837
UNION TAIWAN PRESBYTERIAN CHURCH OF NEW ENGLAND,14 COLLINS RD,WABAN,MA,2468,3,199801,10,1000000,5,-7929467.889418938,5209861.053569535
IGLESIA PENTECOSTAL DE FE NACIDO DE NUEVO,15 OMENA PL,FITCHBURG,MA,1420,3,199612,10,1000000,1,-7993104.010289389,5249864.51707204
MESSIAH MINISTRIES INTERNATIONAL INC,PO BOX 111,CLINTON,MA,1510,9,197001,10,2006007,5,-7979984.674340926,5223781.483144071
NIGERIAN ISLAMIC SOCIETY OF MASSACHUSETTS,1309 COMMONWEALTH AVENUE,ALLSTON,MA,2134,3,199705,10,1029000,1,-7918695.724933855,5213357.881773888
KOREAN METHODIST CHURCH OF BOSTON,874 MAIN ST,CAMBRIDGE,MA,2139,3,201211,10,0,1,-7914701.58160419,5215564.168251075
SPIRITUAL ASSEMBLY OF THE BAHAIS OF WORCESTER,PO BOX 20786,WORCESTER,MA,1602,9,199505,10,1000000,1,-7996230.752146787,5201020.378566031
GREATER BOSTON FORTRESS KOREAN PRESBYTERIAN CHURCH,14 WINCHESTER PLZ,NEWTON,MA,2461,3,199801,10,1000000,1,-7926853.7738166405,5207305.661565035
RESTORATION HOUSE MINISTRIES INC,1300 WELLINGTON RD,MANCHESTER,NH,3104,3,199709,10,2004029,1,-7949350.552350034,5313027.788693229
MANCHESTER BREAD OF LIFE EVANGELICAL MINISTRIES,468 S MAIN ST,MANCHESTER,NH,3102,3,199707,10,1000000,1,-7957061.8761162665,5308305.973982024
GOOD SHEPHERD PRESBYTERIAN CHURCH USA,701 FOUNDRY ST,SOUTH EASTON,MA,2375,9,196401,10,29000000,5,-7919823.836653554,5162658.1963347895
IGLESIA DE DIOS PENTECOSTAL OF ROXBURY INC,PO BOX 1807,JAMAICA PLAIN,MA,2130,3,199710,10,1029000,1,-7915952.478722233,5208691.81672394
BHAKTA SAMAJ USA INC,270 LITTLETON RD STE 14,WESTFORD,MA,1886,3,199711,10,29000000,1,-7952459.594408402,5244839.598946965
FIRST SPANISH AMERICAN BAPTIST CHURCH,184 AMHERST ST,MANCHESTER,NH,3104,9,195504,10,1000000,5,-7954703.9066622825,5310729.437634763
ST THOMAS AQUINAS SCHOOL,3 MOODY ST,DERRY,NH,3038,9,194603,11,0,5,-7940042.350488372,5294541.299603434
ST PARASCHEVA ROMANIAN ORTHODOX CHURCH,PO BOX 264,WATERTOWN,MA,2471,3,199702,10,1029000,1,-7924543.115146243,5216112.43021476
NEW LIFE BAPTIST CHURCH,320 BOSTON AVE,MEDFORD,MA,2155,3,200610,10,0,1,-7917294.991781202,5222882.972020995
IGLESIA PENTECOSTAL PODER TRANFORMADOR,291 MAIN ST,HOLYOKE,MA,1040,3,199712,10,1029000,1,-8082498.904731944,5191098.717203276
CHURCH OF GOD OF PROPHECY,23 EDGEWATER DR,MATTAPAN,MA,2126,9,196906,10,29120000,5,-7914322.53873804,5200954.942894492
IGLESIA PENTECOSTAL CRISTO EL REY,385 MILLBURY ST,WORCESTER,MA,1610,3,199710,10,1029000,1,-7992937.365011668,5197789.147864154
NASHUA PRESBYTERIAN CHURCH,LOCAL,NASHUA,NH,3062,9,196401,10,1029000,1,-7954497.075048393,5267301.460949446
TRUE LIGHT MISSIONARY BAPTIST CHURCH,784 WASHINGTON ST,DORCHESTER,MA,2124,3,200009,10,0,1,-7911646.974776829,5203661.3480236465
CHRIST APOSTOLIC CHURCH-MOUNT JOY,276 BLUE HILL AVE,BOSTON,MA,2119,3,200210,10,0,1,-7912423.762183578,5208300.848650857
MAIN STREET MISSION,100 HACKETT HILL RD,HOOKSETT,NH,3106,3,199707,10,1029000,1,-7957257.687100572,5323539.670472985
NEW HAVEN UNITED REFORMED CHURCH INC,PO BOX 9,NEW HAVEN,VT,5472,3,199704,10,1000000,1,-8143337.789437735,5484005.847335313
FIRST BRIDGE PRESCHOOL INC,1132 HIGHLAND AVE,NEEDHAM,MA,2494,3,199712,11,32000000,1,-7929827.674013186,5204228.032179658
SAINT MARK OF EPHESUS ORTHODOX CATHEDRAL INC,340 CLAPBOARDTREE ST,WESTWOOD,MA,2090,3,199705,10,1000000,1,-7927382.096119946,5192990.656576031
THE SOCIETY FOR BIBLICAL STUDIES INC,846 MASSACHUSETTS AVE,ARLINGTON,MA,2476,3,199710,15,994005000,1,-7921660.274293172,5223638.38512159
CALVARYS LOVE CHURCH,PO BOX 2702,SPRINGFIELD,MA,1101,3,200103,10,0,1,-8081362.221411451,5177000.018593421
GREATER BOSTON INTERFAITH ORGANIZATION SPONSORING COMM INC,PO BOX 190892,ROXBURY,MA,2119,3,199803,10,2000000,1,-7912858.242156148,5209748.1284434935
LUTHERAN OUTDOOR MINISTRIES OF NEW ENGLAND INC,1090 OSSIPEE LAKE RD,WEST OSSIPEE,NH,3890,9,198704,10,1000000,5,-7925312.4441471165,5439228.503178524
CHRISTIAN FILM FESTIVALS OF AMERICA INC,221 HAMPSHIRE ST,METHUEN,MA,1844,3,199803,15,995029000,1,-7925181.866384417,5272123.464640167
HAITIAN BAPTIST CHURCH OF TABERNACLE,19 TREMONT ST,BILLERICA,MA,1821,3,199910,10,0,1,-7933295.944068336,5241246.205016318
CENTRO CHISTIANO DE ADORACION DE WALTHAM,24 LEXINGTON ST,WALTHAM,MA,2452,9,196408,10,1002029,5,-7929926.97099897,5217634.89378096
SPRINGFIELD GRACE COMMUNITY BAPTIST CHURCH,91 JASPER ST,SPRINGFIELD,MA,1109,3,199804,10,1000000,1,-8074631.733678602,5180132.623572262
AMERICAN BAPTIST CHURCHES IN THE USA,131 MAIN ST,NORTH ADAMS,MA,1247,9,195504,10,1000000,5,-8138540.809940471,5266223.693466335
UNION CHURCH,PO 314 MAIN RD,TYRINGHAM,MA,1264,3,199709,10,1000000,1,-8147443.140938701,5195279.702422703
WORD OF LIFE MINISTRIES OF PITTSFIELD,211 CHURCH ST,NORTH ADAMS,MA,1247,9,199703,10,1029000,1,-8138071.598286779,5265708.711151033
GRACE CHRISTIAN FELLOWSHIP,PO BOX 492,WINCHESTER,NH,3470,9,199112,10,1000000,1,-8057807.57375705,5277327.664007195
IGLESIA MOVIMIENTO PENTECOSTAL,PO BOX 345,SOUTHBRIDGE,MA,1550,3,200108,10,0,1,-8018838.293573518,5172431.272529549
HOLY FIRE MINISTRIES INC,PO BOX 4527,WINDHAM,NH,3087,3,199801,15,994007000,1,-7936557.716468073,5281351.763160164
ARABIC EVANGELICAL BAPTIST CHURCH,222 SPRING ST,WEST ROXBURY,MA,2132,3,200902,10,0,1,-7922517.32305279,5202147.447250107
LITTLE AUDREY SANTO FOUNDATION INC,64 S FLAGG ST,WORCESTER,MA,1602,3,201407,15,995029000,1,-7997116.632654523,5202159.181985382
ST PAULS VICTORY CHRISTIAN AG,870 CUMMINS HWY,MATTAPAN,MA,2126,9,196408,10,1002029,5,-7914408.477384931,5201387.2779706195
BAHAIS OF NORTHAMPTON,1 LEXINGTON AVE APT 2,FLORENCE,MA,1062,9,199505,10,1000000,1,-8089009.981748443,5209234.863069012
IGLESIA DE DIOS VIVIENTE-CHURCH OF GOD,PO BOX 51103,INDIAN ORCH,MA,1151,9,196007,10,1268000,1,-8070785.42263271,5184234.303456321
LIVING HOPE CHURCH,PO BOX 1227,SOUTHWICK,MA,1077,9,196408,10,1002029,5,-8100030.611336975,5169718.454937144
ESSEX UNITED METHODIST CHURCH,PO BOX 8074,ESSEX,VT,5451,9,197410,10,1919000,5,-8135043.819456694,5544359.975738046
CHURCH AT PRISON INCORPORATED,60 STARBIRD RD UNIT C,JERICHO,VT,5465,3,199911,10,0,1,-8123590.268368464,5543893.734012928
NATIONAL COUNCIL OF YOUNG ISRAEL,44 HARTFORD ST,NATICK,MA,1760,3,199803,10,29000000,1,-7946124.847465318,5205333.05838886
DEEPER LIFE BIBLE CHURCH,1020 TURNPIKE ST STE 7A,CANTON,MA,2021,3,199801,10,1000000,1,-7915363.153337975,5183520.161732242
PENTECOSTAL CHURCH OF GOD I M INC,PO BOX 3038,WORCESTER,MA,1613,3,199812,10,1000000,1,-7992145.1041956935,5200819.861028292
SPIRITUAL ASSEMBLY OF THE BAHAIS OF WILBRAHAM TOWN,30 GLENN DR,WILBRAHAM,MA,1095,9,199505,10,1000000,1,-8066699.552042636,5182251.17599161
VICTORY IN JESUS FAMILY CHURCH,68 MYRTLE ST,CLAIRMONT,NH,3743,3,199804,10,1000000,1,-8053514.426275116,5368590.894077034
IGLESIA DE DIOS BETHESDA INC,15 AVERY ST,LOWELL,MA,1851,3,199808,10,1000000,1,-7940411.931197809,5254945.520330459
MOM TO MOM MINISTRIES INC,284 MATTISON DR,CONCORD,MA,1742,3,200006,4,0,1,-7946742.893278204,5226666.674630339
MINISTERIO MONTE DE ORACION INC,2 WYMAN ST,LAWRENCE,MA,1841,3,200711,10,0,1,-7923368.13792092,5269007.206575427
VIETNAMESE BUDDHIST ASSOCIATION OF GREATER SPRINGFIELD,316 BELMONT AVE,SPRINGFIELD,MA,1108,3,200003,10,0,1,-8078035.438429097,5174122.844930866
ORCHARD COVENANT CHURCH-INDIAN ORCHARD MA,95 BERKSHIRE ST,INDIAN ORCH,MA,1151,9,197507,10,1000000,5,-8071408.255183702,5184526.672583347
IGLESIA FUENTE DE SALVACION INC,PO BOX 4423,SPRINGFIELD,MA,1101,3,199904,10,0,1,-8081362.221411451,5177000.018593421
HOPE COMMUNITY FELLOWSHIP INC,2867 MOUNTAIN RD,VERGENNES,VT,5491,3,199805,10,1000000,1,-8158966.600667149,5471556.161177635
ALLSTON BRIGHTON ISLAMIC CENTER,15 NORTH BEACON ST,ALLSTON,MA,2134,3,199811,10,1000000,1,-7919055.732167084,5214108.166350846
DELIVERANCE CENTER INC,160 WORCESTER ST,INDIAN ORCHARD,MA,1151,3,200707,10,0,1,-8072731.064692793,5184226.194733527
FREEDOM WORSHIP CENTER INC,141 W BOYLSTON ST,WEST BOYLSTON,MA,1583,3,200705,10,1000000,1,-7991030.128175907,5214157.876122252
TABERNACLE BAPTIST CONGREGATION,PO BOX 366198,HYDE PARK,MA,2136,3,199902,10,0,1,-7917167.4196447525,5199709.94603335
GURDWARA GURU NANAK DARBAR INC,226 MYSTIC AVE,MEDFORD,MA,2155,3,200008,10,0,1,-7915161.776379133,5222198.176603057
MINISTERIO INTERNACIONAL NOVA ALLANCA-MINA,33 CARL GHILANI CIR,ASHLAND,MA,1721,3,200602,10,0,1,-7955564.9629235715,5200633.788156206
SOMERVILLE PORTUGUESE SEVENTH DAY ADVENTIST CHURCH,89 COLLEGE AVE,SOMERVILLE,MA,2145,9,195001,10,0,1,-7916998.325338241,5220950.23356479
IGLESIA CRISTIANA LA HERMOSA INC,778 MAIN ST,WORCESTER,MA,1610,3,200505,10,0,1,-7993937.904594917,5199468.396163868
NEW ENGLAND CHAPEL,40 KENWOOD CIRCLE,FRANKLIN,MA,2038,3,200207,10,0,1,-7950049.416113234,5171858.983770607
WATPA KEOMANY XAYARAM INC,PO BOX 157,LUNENBURG,MA,1462,3,199806,10,1000000,1,-7986872.79047274,5247763.73589067
LUBAVITCH OF CAMBRIDGE INC,3840 BANKS ST,CAMBRIDGE,MA,2138,3,199902,10,0,1,-7916451.969277428,5216312.669005971
SHEPHERD OF THE VALLEY LUTHERAN CHURCH,PO BOX 1162,GROTON,MA,1450,9,198804,10,1000000,1,-7966852.091373062,5251662.685960402
SOUTH COAST MINISTRY CENTER,169 OCEAN GROVE AVE,SWANSEA,MA,2777,3,199912,15,0,1,-7926709.281117588,5120132.115293459
APOSTOLIC CHURCH MINISTRY INC,57 KENDALL ST,FRAMINGHAM,MA,1702,3,199904,10,0,1,-7949908.374318401,5202774.373253343
CAMBRIDGE COMMUNITY FELLOWSHIP CHURCH,234 FRANKLIN ST,CAMBRIDGE,MA,2139,3,199906,10,0,1,-7915290.79566896,5215652.002532673
CHURCH OF THE NEW COVENANT,938 CHICOPEE ST,CHICOPEE,MA,1013,9,196408,10,1002029,5,-8082100.380954905,5189520.560998038
VICTORY FELLOWSHIP MINISTRIES,14 MERRILL ST,DORCHESTER,MA,2121,3,200101,10,0,1,-7912600.648854451,5206527.919827708
AMITA BUDDHISM SOCIETY INC,7 MOHAWK DR,GARDNER,MA,1440,3,199901,10,0,1,-8016701.181989273,5245530.874605507
CENTRO CRISTIANO EMANUEL,814 BOSTON POST RD E,MARLBOROUGH,MA,1752,3,200104,10,0,1,-7959056.832710774,5213656.421937575
TWIN RIVERS COMMUNITY CHURCH INC,48 ADLER RD,NORTON,MA,2766,3,199901,10,0,1,-7924507.826867662,5156177.472066221
REGIONAL BAHAI COUNCIL OF THE NORTHEAST,PO BOX 932,BELLPORT,NY,11713,9,199505,10,1000000,1,-8119416.7893391345,4976817.942149655
BUDDHAS LIGHT INTERNATIONAL ASSOCIATION,9 LINNELL CIR,BILLERICA,MA,1821,3,199805,10,2000000,1,-7931880.850701375,5240806.001854693
HIGHER DIMINSION DELIVERANCE OUTREA,PO BOX 1016,CHICOPEE,MA,1021,9,199712,10,1000000,5,-8080222.198506237,5184672.034593148
UNITY CHURCH OF CENTRAL MASSACHUSETTS,PO BOX 2904,WORCESTER,MA,1613,9,197002,10,59029000,5,-7992145.1041956935,5200819.861028292
INTERNATIONAL OUTREACH MINISTRIES,4 HYDE PARK AVE,JAMAICA PLAIN,MA,2130,3,199905,10,0,1,-7916326.734850285,5206005.647964157
ASIAN NEW LIFE MINISTRIES INC,4 MANOR AVE,BURLINGTON,MA,1803,3,199807,15,994007000,1,-7923139.042408869,5234356.072201402
FAITH CHRISTIAN MINISTRIES OF HUBBARDSTON,40 BOUTELLE ST,FITCHBURG,MA,1420,3,200308,10,0,1,-7990866.488524443,5248714.661237807
IGLESIA DE DIAS PENTECOSTAL UNIDAD CRISTIANA,15 MOSHER ST,WEST SPRINGFILED,MA,1089,3,200007,10,0,1,-8084457.6824919395,5177121.107605149
BOSTON BUDDHA VARARAM TEMPLE,125 NORTH RD,BEDFORD,MA,1730,3,200103,10,0,1,-7935325.854982952,5236308.616514047
CENTRO DE RESTAURACION EMANUEL INC,237 CHESTNUT ST,HOLYOKE,MA,1040,3,200206,10,0,1,-8083297.17680042,5191560.057762411
THE CHURCH OF RESTORATION,162 OAK ST,YAUNTON,MA,2780,3,200307,10,0,1,-7916325.732974864,5145049.157411907
CORNERSTONE COMMUNITY CHURCH,19 MAPLE ST STE A,SPENCER,MA,1562,9,196307,10,0,5,-8014071.815616736,5197469.754376261
I WILL RISE REHAB MINISTRY INC,431 WASHINGTON ST,DORCHESTER,MA,2124,3,199902,10,0,1,-7911729.907797469,5205504.625148595
VINEYARD CHURCH OF HOPKINTON,84 SOUTH ST,HOPKINTON,MA,1748,3,199810,10,1000000,1,-7964222.5023615435,5191209.466947536
IN THE WORD MINISTRIES WORSHIP CENTER,152 RIVER ST,DEDHAM,MA,2026,3,199810,10,1000000,1,-7920463.701086631,5197245.253053793
CHABAD HOUSE OF HARVARD SQUARE INC,38 BANKS ST,CAMBRIDGE,MA,2138,3,199905,10,0,1,-7916438.276980057,5216510.802604207
HARVEST FIELD CHURCH OF GOD,71 STANHOPE RD,SPRINGFIELD,MA,1109,9,197210,10,1000000,5,-8076585.056783549,5179276.96010954
CHRISTIAN CELEBRATION CENTER OF BAPTIST TEMPLE CHURCH INC,PO BOX 5077,HOLYOKE,MA,1041,3,199912,10,0,1,-8086236.901913289,5186043.3222353505
GRACE CHURCH OF GOD,PO BOX 391020,CAMBRIDGE,MA,2139,3,199903,10,0,1,-7915194.504309425,5216136.988995837
IGLESIA UNIDOS EN CRISTO,10 DELL AVE,HIGH PARK,MA,2136,9,197205,10,1000000,5,-7917115.0994840795,5199990.157605417
ALLIANCE ASSEMBLY OF GOD,407 REAR MYSTIC AVE,MEDFORD,MA,2155,9,196408,10,1002029,5,-7914960.51073978,5221550.666880355
CIRCLE OF SALGION CHURCH OF WICCA INC,245 WINTHROP ST,REHOBOTH,MA,2769,3,200001,10,0,1,-7930421.452177077,5139112.70886454
EAGLES NEST CHRISTIAN FELLOWSHIP INC,533 SHREWSBURY ST,HOLDEN,MA,1520,3,199905,10,998000000,1,-7994027.516785007,5211854.328366647
FELLOWSHIP OF THE WAY OF THE CROSS INC,7 KESTREL LN,AMHERST,MA,1002,3,199906,15,0,1,-8069849.114395652,5214522.422421609
OUR FATHERS HOUSE MINISTRY CENTER,938 CHICOPEE ST,CHICOPEE,MA,1013,9,196408,10,1002029,5,-8082100.380954905,5189520.560998038
ASSEMBLEIA DE DEUS RENOVADA DE BOSTON,115 MASSACHUSETTS AVE,ARLINGTON,MA,2474,3,199906,10,0,1,-7919214.362441462,5221636.295424717
ARMENIAN CHURCH OF THE HOLY TRANSLATORS,38 FRANKLIN ST,FRAMINGHAM,MA,1702,9,194909,10,1007029,1,-7950199.586106315,5202704.4118532445
LA IGLESIA PHILADELPHIA,165 COLUMBIA RD APT 2,DORCHESTER,MA,2121,3,199907,10,0,1,-7912360.310073826,5206946.059086719
LIFE CHANGING EVANGELISTIC MINISTRIES INC,PO BOX 190602,BOSTON,MA,2119,3,199907,10,0,1,-7912858.242156148,5209748.1284434935
BAHAIS OF LAWRENCE,459 RIVERSIDE DR,LAWRENCE,MA,1841,9,199505,10,0,1,-7924141.140464991,5265825.337029177
NORTH BOSTON KOREAN UNITED METHODIST CHURCH,244 LOWELL ST,ANDOVER,MA,1810,3,200112,10,0,1,-7922997.889294546,5259393.38285534
DELIVERANCE SHILOH APOSTOLIC CHURCH OF JAMAICA INC,640 WASHINGTON ST # 642,DORCHESTER,MA,2124,3,200107,10,0,1,-7911616.250597364,5204406.952509121
REVIVAL CHURCH-INTERNATIONAL MINISTRY,2 CANTON ST-A-22-ST01,STOUGHTON,MA,2072,3,199912,10,0,1,-7915289.459835073,5179661.031062959
ANTIOCH COMMUNITY CHURCH OF BRIGHTON,17 SPRUCE ST,WALTHAM,MA,2453,3,199907,10,0,1,-7930245.344742638,5216673.07937101
NEW BEGINNING CHURCH OF GOD IN CHRIST,PO BOX 266,CHICOPEE,MA,1014,3,200801,10,0,1,-8082740.245387983,5182843.158077474
GOOD KOREAN METHODIST CHURCH,17 CLARK ST,BELMONT,MA,2478,3,199903,10,0,1,-7923274.295590184,5220047.469465006
IGLESIA CRISTIANA HEREDEROS DE CRISTO INC,85 MAIN ST,HOLYOKE,MA,1040,3,200603,10,0,1,-8082142.125763947,5191586.656908086
ASSEMBLEIA DE DEUS DE NATICK,17 CONCORD ST # 19,FRAMINGHAM,MA,1702,3,199912,10,0,1,-7950079.249736767,5202591.5719731515
VICTORY PRAYER INTERCESSORS AND EVANGELISTIC MINISTRIES,25 CRESCENT ST,WORCESTER,MA,1605,3,200407,10,0,1,-7992370.526164549,5202695.685521266
WAY OF HOPE CHURCH MINISTRIES,45 ROCKWELL ST,BOSTON,MA,2124,3,200105,10,0,1,-7912022.455419268,5203497.187486635
GRACE CHURCH OF GOD INC,PO BOX 391020,CAMBRIDGE,MA,2139,3,199903,10,0,1,-7915194.504309425,5216136.988995837
ITHNA ASHERI-MUSLIMS ASSOCIATION OF NEW ENGLAND,282 CONCORD RD,BEDFORD,MA,1730,3,200902,10,0,1,-7937514.062213474,5233572.9335160665
DRIKUNG MEDITATION CENTER INC,15 BARTLETT AVE,ARLINGTON,MA,2476,3,200005,15,0,1,-7921541.607715983,5223441.911596438
CHRIST APOSTOLIC CHURCH,1189 MAIN ST,WORCESTER,MA,1603,3,199908,10,0,1,-7997097.819660575,5197552.158069898
ZION KOREAN CHURCH OF GREENFIELD INC,463 MAIN ST,GREENFIELD,MA,1301,3,199910,10,0,1,-8081469.310761597,5249373.562121095
UNITED CHRISTIAN EDUCATION RESOURCE MINISTRY INC,PO BOX 366168,HYDE PARK,MA,2136,3,199908,15,0,1,-7917167.4196447525,5199709.94603335
VICTORY CHAPEL CHURCH,301 COLUMBIA RD,DORCHESTER,MA,2121,3,199907,10,0,1,-7911876.51556684,5207408.321620494
ETERNAL COVENANT CHURCH INC,440 CENTRE ST,JAMAICA PLAIN,MA,2130,3,200003,10,0,1,-7916088.511139988,5209004.211359018
NEW ENGLAND LEADERSHIP INSTITUTE INC,6 OCONNELL RD,DORCHESTER,MA,2124,3,200512,11,0,1,-7911348.1932635335,5202716.297732122
NEW BETHEL APOSTOLIC CHURCH OF JESUS CHRIST,17 OAKLEY ST,DORCHESTER,MA,2124,3,200111,10,0,1,-7911554.913557941,5206250.675675034
NORTH SHORE EVANGELICAL MISSIONARY CHURCH,PO BOX 276,MALDEN,MA,2148,3,200410,10,0,1,-7911722.449391585,5225589.620484865
HARVEST CHRISTIAN FELLOWSHIP,51 STANDISH ST,WORCESTER,MA,1604,9,197210,10,1000000,1,-7990113.968766681,5198800.330738639
THE FOUNDATION,PO BOX 6316,SPRINGFIELD,MA,1101,3,199910,16,0,2,-8081362.221411451,5177000.018593421
RICE KOREAN BAPTIST CHURCH,87 LINCOLN ST,NORTHBOROUGH,MA,1532,3,200003,10,0,5,-7976967.470862464,5208530.128317497
NEW LIFE CHURCH OF THE ASSEMBLIES OF GOD,PO BOX 575,BOSTON,MA,2117,9,196408,10,1002029,5,-7911911.135928477,5213310.586163704
LIFE CHANGERS CHRISTIAN CHURCH INTERNATIONAL,72 ESMOND ST STE 3,BOSTON,MA,2121,3,200003,10,0,1,-7913010.749858536,5205656.479371647
SPIRTUAL ASSEMBLY OF THE BAHAIS OF FRAMINGHAM TOWN,PO BOX 2403,FRAMINGHAM,MA,1703,9,199505,10,1000000,1,-7951790.786907715,5206122.441709386
ISLAMIC SOCIETY OF FRAMINGHAM INC,PO BOX 1962,FRAMINGHAM,MA,1701,3,200210,10,0,1,-7949170.437413929,5206701.464947816
OM TEMPLE INC,617 RUTLAND ST,CARLISLE,MA,1741,3,200003,10,0,1,-7939921.1235629,5244448.19073034
SUMMER BEIT MIDRASH INC,63 S PLEASANT ST,SHARON,MA,2067,3,200005,15,0,1,-7924042.956674113,5178973.046257506
HOLY REDEEMER CATHEDRAL,57 WISTERIA ST,SPRINGFIELD,MA,1119,3,200102,10,0,1,-8072131.275276401,5181129.018460938
FAITH INTERNATIONAL MINISTRIES INC,1227 RIVER ST,HYDE PARK,MA,2136,3,200006,10,0,1,-7917339.742216502,5199405.076823448
CHABAD CENTER OF ACTON INC,148 GREAT RD,ACTON,MA,1720,3,199912,10,0,1,-7949992.309214457,5233700.785376765
MOST HOLY NAME OF JESUS FEDERATION OF POOR CLARE MONASTERIES IN THE E,MONASTERY ST CLARE 920 CENTRE ST,JAMAICA PLAIN,MA,2130,9,194603,10,31150120,5,-7917354.436389289,5207233.107768491
C B M CHAITANYA BENEFICENT MISSION INC,411 HIGH ST,RANDOLPH,MA,2368,3,199911,10,0,1,-7911160.508602056,5190537.925574926
IGLESIA CRISTIANA EBENEZER AD,PO BOX 2132,LOWELL,MA,1851,9,196408,10,1002029,5,-7940021.311104615,5256578.968719411
MINISTRY OF RECONCILIATION,187 HAMILTON ST,WORCESTER,MA,1604,3,200301,10,0,1,-7989930.068967887,5199473.209052641
DEFENDERS OF THE CHRISTIAN FAITH CHURCH,732 CHICOPEE ST,CHICOPEE,MA,1013,3,200012,10,0,1,-8082723.658783851,5188978.792347697
IGREJA CRISTA EVANGELICA INC,PO BOX 129,FRAMINGHAM,MA,1704,3,200611,10,0,1,-7950321.36962924,5202777.081446953
ADONAI BIBLE CENTER INC,PO BOX 441036,W SOMERVILLE,MA,2144,3,201409,10,0,1,-7916795.167267544,5220592.675014887
NEW COVENANT ORTHODOX PRESBYTERIAN CHURCH,1310 CENTRE ST,NEWTON,MA,2459,9,196810,10,0,1,-7925436.676698845,5210397.391015756
