NAME,STREET,CITY,STATE,ZIP,AFFILIATION,RULING,FOUNDATION,ACTIVITY,ORGANIZATION,x,y
UNITED CHURCH OF CHRIST,140 SHEEP DAVIS RD,PEMBROKE,NH,3275,9,196108,10,1029000,5,-7957215.051735598,5342016.3303606175
EPISCOPAL DIOCESE OF NH,63 GREEN ST,CONCORD,NH,3301,9,194001,10,0,5,-7963811.510801535,5343550.64237576
NEW HAMPSHIRE COUNCIL OF CHURCHES INC,PO BOX 1087,CONCORD,NH,3302,3,195006,10,29000000,1,-7962343.09539848,5343798.8254702585
ST JOSEPH CATHEDRAL PARISH,145 LOWELL ST,MANCHESTER,NH,3104,9,194603,10,0,5,-7954653.812891426,5310987.555400324
PRESENTATION OF MARY ACADEMY,182 LOWELL RD,HUDSON,NH,3051,9,194603,10,31150120,5,-7951193.669159102,5273045.628983635
AMERICAN BAPTIST CHURCHES OF NH,PO BOX 796,CONCORD,NH,3302,3,195005,10,1000000,1,-7962343.09539848,5343798.8254702585
ST PETERS PARISH,135 N STATE ST,CONCORD,NH,3301,9,194603,10,0,5,-7964081.46056671,5344545.705563067
PARISH OF THE TRANSFIGURATION,107 ALSACE ST,MANCHESTER,NH,3102,9,194603,10,0,0,-7957533.982076719,5311317.213800922
NORTHFIELD TILTON CONGREGATIONAL CHURCH,283 MAIN ST,TILTON,NH,3276,3,200902,10,0,1,-7969344.6460914165,5379574.759423091
UNITED BAPTIST CHURCH,39 FAYETTE ST,CONCORD,NH,3301,9,195504,10,1000000,5,-7963611.692315559,5342642.883116215
ST FRANCIS OF ASSISI PARISH,9 SAINT FRANCIS WAY,LITCHFIELD,NH,3052,9,194603,11,0,5,-7954772.034190647,5294934.798987326
ALTON BAY CAMP MEETING ASSOCIATION,PO BOX 321,ALTON BAY,NH,3810,9,195809,10,0,1,-7931040.388545882,5386190.07514288
ST PIUS X ROMAN CATHOLIC CHURCH INC,575 CANDIA RD,MANCHESTER,NH,3109,9,194603,10,0,1,-7950219.178336697,5309406.3915296
UNITED CHURCH OF PENACOOK,21 MERRIMACK ST,PENACOOK,NH,3303,9,196406,10,1029000,5,-7970362.328876248,5354927.125155202
FIRST BAPTIST CHURCH,121 MANCHESTER ST,NASHUA,NH,3064,9,195504,10,1000000,5,-7956695.523672068,5278283.250380402
MARIST BROS OF NH INC,22 ABEL BLVD,EFFINGHAM,NH,3882,9,194603,10,0,5,-7912282.497749764,5433614.6536719445
FIRST BAPTIST CHURCH,536 UNION ST,MANCHESTER,NH,3104,9,195504,10,1000000,5,-7954607.94926122,5310825.470004381
FIRST BAPTIST CHURCH,236 CENTRAL ST,HUDSON,NH,3051,9,195504,10,1000000,5,-7949122.570032889,5277267.763005412
ALL SAINTS CHURCH,51 CONCORD ST # 53,PETERBOROUGH,NH,3458,9,194001,10,0,5,-8009024.255945697,5293964.146417795
NEW HAMPTON COMMUNITY CHURCH,PO BOX 458,NEW HAMPTON,NH,3256,9,195504,10,1000000,5,-7973251.403620801,5406657.325935508
SECOND ADVENT CHRISTIAN CHURCH,68 MAIN ST,PITTSFIELD,NH,3263,9,195809,10,0,1,-7939913.331198546,5358281.565717542
LITTLE PILGRIM SCHOOL,4 WATSON ST,NASHUA,NH,3064,3,197204,11,46030000,1,-7957964.343228127,5277897.273381257
SAINT HEDWIG PARISH,147 WALNUT ST,MANCHESTER,NH,3104,9,194603,11,0,5,-7954565.2025767565,5311592.242418956
COMMUNITY BAPTIST CHURCH,27 JEFFERSON RD,WHITEFIELD,NH,3598,9,195504,10,1000000,5,-7971472.184199458,5523322.025299077
BRIDGE COMMUNITY CHURCH,65 WEST ST,MILFORD,NH,3055,9,195504,10,1000000,5,-7977200.685195676,5286370.880319211
CONGREGATION AHAVAS ACHIM,84 HASTINGS AVE,KEENE,NH,3431,3,199005,10,1000000,1,-8051120.611945098,5303743.938761573
STURTEVANT CHAPEL INC,15 WASHINGTON AVE,KEENE,NH,3431,3,199707,10,1029000,1,-8045643.581678581,5303392.192632542
MELVIN VILLAGE COMMUNITY CHURCH,PO BOX 233,MELVIN VLG,NH,3850,9,195504,10,1000000,5,-7937534.099721816,5417421.976242774
BRADFORD COMMUNITY CHURCH,PO BOX 57,BRADFORD,NH,3221,9,195504,10,1000000,5,-8010061.530960909,5352731.403965762
FIRST BAPTIST CHURCH,188 DEERFIELD RD,CANDIA,NH,3034,9,195504,10,1000000,5,-7934894.380636637,5323145.118524607
BRISTOL FEDERATED CHURCH,PO BOX 424,BRISTOL,NH,3222,3,199111,10,1029000,1,-7985791.098980704,5402409.689726233
GREENFIELD CONGREGATIONAL COVENANT CHURCH-GREENFIELD NH,12 DEPOT DR,GREENFIELD,NH,3047,9,197507,10,1000000,5,-8000757.336600914,5304191.510336298
BISHOP BRADY HIGH SCHOOL,25 COLUMBUS AVE,CONCORD,NH,3301,9,194603,11,0,5,-7965467.165588106,5344172.105295108
MAIN STREET UNITED METHODIST CHURCH,154 MAIN ST,NASHUA,NH,3060,9,197112,10,29000000,5,-7955493.050532517,5275690.45688062
MADISON BAPTIST CHURCH,PO BOX 119,MADISON,NH,3849,9,195504,10,1000000,5,-7918624.369140261,5455688.0650648605
FIRST BAPTIST CHURCH,4 CRYSTAL AVE,DERRY,NH,3038,9,195504,10,1000000,5,-7939799.896637423,5294139.005343885
JOURNEY CHURCH OF THE CHRISTIAN & MISSIONARY ALLIANCE,PO BOX 2737,CONWAY,NH,3818,9,197205,10,1000000,5,-7916884.334179665,5461995.103824906
WESLEY UNITED METHODIST CHURCH,79 CLINTON ST,CONCORD,NH,3301,9,197410,10,0,5,-7964912.79452395,5340964.738774633
SOUTHSIDE BIBLE FELLOWSHIP BAPTIST CHURCH,200 S JEWETT ST,MANCHESTER,NH,3103,3,201612,10,0,1,-7952443.341762743,5307309.136627288
IMMANUEL LUTHERAN CHURCH,673 WESTON RD,MANCHESTER,NH,3103,9,194107,10,1029000,5,-7951218.82736402,5306289.739876128
UNITED CHURCH OF CHRIST RETIREMENT COMMUNITY INC,33 CHRISTIAN AVE,CONCORD,NH,3301,9,196406,10,1029000,5,-7960390.662849457,5345318.919372224
COMMUNITY LUTHERAN CHURCH,PO BOX 450,ENFIELD,NH,3748,9,198804,10,1000000,1,-8030727.660468204,5410550.323079576
ST JOHN REGIONAL SCHOOL,61 S STATE ST,CONCORD,NH,3301,9,194603,11,0,5,-7963189.902764945,5342362.051555287
HOLY TRINITY SCHOOL,50 CHURCH ST,LACONIA,NH,3246,9,194603,11,0,5,-7955891.129031596,5393014.016898729
RAYMOND BAPTIST CHURCH,PO BOX 106,RAYMOND,NH,3077,3,200210,10,0,1,-7927104.799268378,5319552.3995754
GILFORD COMMUNITY CHURCH,19 POTTER HILL RD,GILFORD,NH,3249,9,195504,10,1000000,5,-7948779.594681754,5395843.451614426
NASHUA CATHOLIC REGIONAL JUNIOR HIGH SCHOOL,6 BARTLETT AVE,NASHUA,NH,3064,9,194603,11,0,5,-7955670.271161862,5278102.771930781
LACONIA CHRISTIAN FELLOWSHIP,1386 MEREDITH CENTER RD,LACONIA,NH,3246,3,197403,10,1000000,1,-7961412.46445545,5403713.750939327
LIFE QUEST CHURCH OF THE CHRISTIANS & MISSIONARY ALLIANCE,115 COURT ST,LACONIA,NH,3246,9,199201,10,1000000,5,-7956134.139479997,5392050.747513567
FIRST BAPTIST CHURCH,PO BOX 336,NEW LONDON,NH,3257,9,195504,10,1000000,5,-8014807.748770367,5376488.500716983
GETHSEMANE EVANGELICAL LUTHERAN CHURCH,65 SAGAMORE ST,MANCHESTER,NH,3104,9,198804,10,1000000,1,-7955029.850131325,5312322.241382414
SAINT JOSEPH REGIONAL SCHOOL,92 WILSON ST,KEENE,NH,3431,9,194603,11,0,5,-8046159.992796371,5301210.080367873
TRINITY ASSEMBLY OF GOD,53 N MAIN ST,DERRY,NH,3038,9,196408,10,1002029,5,-7939129.75330285,5296870.935050615
SAINT BENEDICT ACADEMY,85 3RD ST,MANCHESTER,NH,3102,9,194603,11,0,1,-7956252.026820746,5309178.598125717
SANT BANI ASHRAM INC,30 ASHRAM RD,SANBORNTON,NH,3269,3,197506,10,1008030,1,-7976366.011653709,5392026.029933217
ORTHODOX CHURCH OF THE HOLY RESURRECTION,20 PETROGRAD ST,BERLIN,NH,3570,9,197210,10,1000000,1,-7925055.518762369,5538163.113113169
KEENE ASSEMBLY OF GOD,121 PARK AVE,KEENE,NH,3431,9,196408,10,1002029,5,-8049079.569081406,5302772.525051679
SAINT JOSEPH SCHOOL,40 MAIN ST,SALEM,NH,3079,9,194603,11,0,5,-7929656.35331685,5278897.358076397
BAHAIS OF BEDFORD TOWN,12 BEDFORD ST,BEDFORD,NH,3110,9,199505,10,1000000,1,-7958405.725009123,5306309.363090091
WELLSPRING WORSHIP CENTER OF LEBANON,407 N MAIN ST,WEST LEBANON,NH,3784,3,198001,10,0,1,-8047656.126752633,5416995.090171809
SANBORNTON FIRST BAPTIST CHURCH,17 CHURCH LN,SANBORNTON,NH,3269,9,195504,10,1000000,5,-7972106.482657998,5389601.571212991
BETHLEHEM HEBREW CONGREGATION,STRAWBERRY HILL,BETHLEHEM,NH,3574,3,197611,10,0,5,-7980806.100863491,5508685.408699643
SOVEREIGN GRACE FELLOWSHIP,21 CRESTWOOD CIR,SALEM,NH,3079,3,197802,10,1006000,1,-7928786.502815792,5273688.954340608
UNITED CHURCH OF ACWORTH,PO BOX 2010,ACWORTH,NH,3601,9,195504,10,1000000,5,-8051126.623197598,5347474.083759796
ST PAUL EVANGELICAL LUTHERAN CHURCH,3 CRAFTSMAN LN,AMHERST,NH,3031,9,196601,10,1000000,5,-7966085.99063742,5282348.726118446
NEW BEGINNINGS CHURCH OF THE NAZARENE,33 STANIELS RD,LOUDON,NH,3307,9,196307,10,1000000,5,-7954015.7295702025,5351008.031744583
FAITH CHRISTIAN CENTER,12 STATION RD,BEDFORD,NH,3110,3,197707,10,0,1,-7955911.500498409,5303394.321622537
FIRST CHURCH OF THE NAZARENE COMMUNITY CHAPEL,5 SAINT LAURENT ST,NASHUA,NH,3064,9,196307,10,1000000,5,-7958223.940280659,5278160.403327675
FAITH BAPTIST CHURCH OF HENNIKER NH,PO BOX 17,HENNIKER,NH,3242,3,197708,10,1005006,1,-7994929.427299415,5338930.451259301
TRINITY BIBLE CHURCH,PO BOX 566,SOUTH SUTTON,NH,3273,3,197802,10,1000000,1,-8001571.193398105,5356271.631390856
FIRE OF LOVE COMMUNITY CHURCH,RFD 6 BOX 253,LACONIA,NH,3246,3,198111,10,1000000,1,-7955826.897685404,5392563.076439694
FULL GOSPEL FELLOWSHIP INC,RR 2,CANAAN,NH,3741,3,197710,10,1007149,1,-8016661.218292078,5411026.140336334
DANVILLE BAPTIST CHURCH,PO BOX 2,DANVILLE,NH,3819,9,195504,10,1000000,5,-7919308.538730669,5297528.813977625
FIRST BAPTIST CHURCH,79 HIGH ST,BERLIN,NH,3570,9,195504,10,1000000,5,-7923630.740599703,5538946.518850891
FAITH BIBLE CHURCH,355 UNION ST,LITTLETON,NH,3561,3,197903,10,1000000,1,-7988075.8202097425,5513298.094091319
PLAISTOW FIRST BAPTIST CHURCH,122 MAIN ST,PLAISTOW,NH,3865,9,195504,10,1000000,5,-7914251.294263936,5287083.735567875
ST JAMES UNITED METHODIST CHURCH,PO BOX 895,MERRIMACK,NH,3054,9,197410,10,1919000,5,-7957551.570556263,5293245.147429044
FIRST BAPTIST CHURCH,PO BOX 108,LYME CENTER,NH,3769,9,195504,10,1000000,5,-8028939.646807086,5434509.931440468
HOLDERNESS COMMUNITY CHURCH,919 US RT 3,HOLDERNES,NH,3245,9,195504,10,1000000,5,-7969582.647162734,5423936.554212021
LONDONDERRY CHRISTIAN CHURCH,372 MAMMOTH RD,LONDONDERRY,NH,3053,3,197809,10,1006000,1,-7946339.137485098,5295001.042207225
FIRST ASSEMBLY OF GOD CHURCH,45 MYLES DR,AUBURN,NH,3032,9,196408,10,1002029,5,-7944660.216924953,5316027.758316356
ASHLAND COMMUNITY CHURCH,57 NORTH MAIN STREET,ASHLAND,NH,3217,9,195504,10,1000000,5,-7974084.407370411,5418384.813027274
UNITED METHODIST CHURCH MAIN ST METHODIST CHURCH,154 MAIN ST,NASHUA,NH,3060,9,197410,10,1919000,5,-7955493.050532517,5275690.45688062
HARBINGER BIBLE CONFERENCE INC,378 MOUNTAIN RD,DALTON,NH,3598,9,195809,10,1000000,5,-7979382.213256756,5521307.8255586615
MOULTONBORO UNITED METHODIST CHURCH,PO BOX 188,MOULTONBORO,NH,3254,9,197410,10,1919000,5,-7943786.136283242,5422923.537433186
FAITH BIBLE CHURCH OF CHESHIRE COUNTY NEW HAMPSHIRE,PO BOX 7,EAST SWANZEY,NH,3446,3,197806,10,1000000,1,-8044650.945779177,5293069.393757488
ST PAUL LUTHERAN CHURCH,101 NORWAY ST,BERLIN,NH,3570,9,198804,10,1000000,1,-7922546.043481411,5540345.491626852
WINDHAM BIBLE CHAPEL,PO BOX 603,WINDHAM,NH,3087,3,197810,10,1007000,1,-7936557.716468073,5281351.763160164
GRANITE STATE BAPTIST CHURCH,PO BOX 212,HUDSON,NH,3051,3,197908,10,1000000,1,-7951942.0700957,5275787.040692968
FAITH CHAPEL ASSEMBLY OF GOD,940 US ROUTE 3,N STRATFORD,NH,3590,9,196408,10,1002029,5,-7965923.464180867,5593573.497559625
SHALOM FELLOWSHIP,PO BOX 582,KEENE,NH,3431,3,197906,10,1000000,1,-8046087.301168883,5301943.679234784
REFORMED BIBLE CHURCH,33 CAPRON RD,WESTMORELAND,NH,3467,3,201409,10,0,1,-8061251.242204739,5310777.073219435
LYNDEBOROUGH UNITED CHURCH,5 PUTNAM HILL RD,LYNDEBOROUGH,NH,3082,9,195504,10,1000000,5,-7990834.205872112,5293675.203369176
BENTON BIBLE CHAPEL,504 BRADLEY HILL RD,BENTON,NH,3785,3,197906,10,1000000,1,-8005016.19767968,5482449.2736027585
CHRISTIAN BIBLE CHURCH,205 MANCHESTER ST,NASHUA,NH,3064,9,196408,10,1002029,5,-7956935.528494219,5278939.0685020825
ELIJAH MINISTRIES INC,PO BOX 776,HANOVER,NH,3755,3,197912,15,6007000,1,-8047033.739479602,5419109.5471097035
FELLOWSHIP BIBLE CHURCH OF CHESTER,48 ROD AND GUN CLUB,CHESTER,NH,3036,3,198105,10,1007006,1,-7926141.440395055,5309494.801819757
SAINT KATHARINE DREXEL PARISH,40 HIDDEN SPRINGS RD,ALTON,NH,3809,9,194603,10,0,5,-7927994.9099167595,5389432.43232936
UPPER VALLEY JEWISH COMMUNITY INC,5 OCCOM RDG,HANOVER,NH,3755,3,198101,10,0,1,-8047570.188105734,5420392.251872399
THIRD BAPTIST CHURCH,30 STRAFFORD RD,CENTER STRAFFORD,NH,3884,9,195504,10,1000000,5,-7916961.701225768,5353025.23760247
FIRST BAPTIST CHURCH,49 CHURCH ST,BELMONT,NH,3220,9,195504,10,1000000,5,-7957203.363189062,5380372.666003431
DEERFIELD BIBLE CHURCH AN EVANGELICAL FREE CHURCH,9 CHURCH ST,DEERFIELD,NH,3037,9,196504,10,59927602,5,-7930755.299329964,5332321.203598948
RIVERSIDE ASSEMBLY OF GOD,BOX 297 450 MAIN STREET,GORHAIN NH,NH,3581,9,196408,10,1002029,5,-7925639.723450052,5528687.713190228
SUNSHINE BAPTIST CHURCH,314 SUNAPEE ST,NEWPORT,NH,3773,3,198003,10,1000000,1,-8032553.634075689,5368834.69250641
TRINITY BAPTIST CHURCH OF CONCORD NH,80 CLINTON ST,CONCORD,NH,3301,3,200209,10,0,1,-7964833.201088038,5341026.117801464
THE DIOCESE OF THE NORTHEAST OF THE ANGLICAN CHURCH OF AMERICA IN,17 SHADY DR,SPENCER,MA,1562,3,198205,10,2006000,1,-8009908.911939031,5193011.999213606
MEREDITH FULL GOSPEL ASSEMBLY INC,413 DANIEL WEBSTER HWY,MEREDITH,NH,3253,9,196402,10,1000000,5,-7959662.744699162,5414625.638563245
VICTORY CHRISTIAN SCHOOL & VICTORY BAPTIST CHURCH,78 LITCHFIELD RD,LONDONDERRY,NH,3053,3,199506,10,1030000,1,-7949179.1203342145,5296308.074156958
PILGRIM PINES CONFERENCE CENTER,220 W SHORE RD,SWANZEY,NH,3446,9,197507,10,1000000,5,-8049108.84610748,5288863.377696964
SANBORNTON MOUNTAIN VIEW CHURCH,322 UPPER BAY RD,SANBORNTON,NH,3269,9,195504,10,1000000,5,-7962724.698612917,5391614.284662983
INDEPENDENT ASSEMBLIES OF GOD,PO BOX 432,BELMONT,NH,3220,9,196402,10,1000000,5,-7957255.460710755,5379270.4261299865
CALVARY BIBLE CHURCH ADVENT CHRISTIAN,PO BOX 1,MEREDITH,NH,3253,9,195809,10,0,1,-7959257.764391654,5412046.468664837
CHRISTIAN SCIENCE NURSE SERVICE OF NEW HAMPSHIRE,PO BOX 764,CONCORD,NH,3302,3,199209,10,1029004,1,-7962343.09539848,5343798.8254702585
PEMI VALLEY CHURCH,PO BOX 74,WOODSTOCK,NH,3293,9,195504,10,1000000,5,-7979834.393028355,5462378.753520016
CHARLESTOWN BIBLE CHURCH,PO BOX 461,CHARLESTOWN,NH,3603,3,198110,10,1029000,1,-8062086.027066197,5347935.216523263
MANCHESTER BIBLE CHURCH,76 ESSEX ST,MANCHESTER,NH,3102,3,198810,10,1000000,1,-7957726.7874347735,5310762.919490031
BETHEL CHRISTIAN FELLOWSHIP,206 WHITEHALL RD,HOOKSETT,NH,3106,9,195809,10,0,1,-7949166.541231754,5321816.50473495
CHRIST PRESBYTERIAN CHURCH,PO BOX 336,NASHUA,NH,3061,9,197404,10,0,1,-7955102.541758813,5275398.891991775
PASTORAL COUNSELING SERVICES INC,MANNING HOUSE 2ND FLOOR 2013 ELM ST,MANCHESTER,NH,3104,9,196406,10,1000000,5,-7955541.5858305,5313304.694406038
HOUSEHOLD OF FAITH,30 MERRIMACK RD,AMHERST,NH,3031,3,198705,10,1029000,1,-7974309.940658759,5287277.442392651
LIVING HOPE COMMUNITY CHURCH OF GREATER CONCORD,31 SUMMER ST,PENACOCK,NH,3303,3,198302,10,1000000,1,-7970252.345219344,5354889.508689641
BAKER RIVER BIBLE CHURCH OF WENTWORTH NH,1 MAIN ST EAST,WENTWORTH,NH,3282,3,198208,10,1006000,1,-8005373.310606148,5449066.350658426
ASSEMBLY OF GOD,319 HIGHLAND ST,PLYMOUTH,NH,3264,9,196408,10,1000000,5,-7983703.190611387,5429795.31614157
NEW LIFE ASSEMBLY OF GOD,84 NOTTINGHAM RD,RAYMOND,NH,3077,9,196408,10,1002029,5,-7920422.7355140215,5320686.897376372
JAFFREY ASSEMBLY OF GOD,48 STRATTON RD,JAFFREY,NH,3452,9,196408,10,1002029,5,-8017224.272276506,5283298.753890452
BIBLE BAPTIST CHURCH OR WINCHESTER INCORPORATED,8 SOUTH MAIN STREET,WINCHESTER,NH,3470,3,198212,10,1007029,1,-8058345.024258596,5276626.012192642
ASSEMBLY OF GOD,637 MAIN ST,LANCASTER,NH,3584,9,196408,10,1002029,5,-7966945.377106344,5544164.85995643
LEBANON ASSEMBLY OF GOD,45 BUCKINGHAM PL,LEBANON,NH,3766,9,196408,10,1002029,5,-8045436.527425703,5409191.463580783
UNITED CHURCH OF WARNER,45 W MAIN ST,WARNER,NH,3278,9,195504,10,1000000,5,-7994995.662396434,5355028.506874626
FEDERATED CHURCH OF MARLBOROUGH,16 PLEASANT ST,MARLBOROUGH,NH,3455,9,197410,10,0,5,-8037808.915916549,5297007.248511602
FULL GOSPEL CHRISTIAN MISSION CHURCH,1119 NEW HAMPTON RD,SANBORNTON,NH,3269,3,198309,10,1006007,1,-7971468.95593422,5391174.004602677
CORNERSTONE OUTREACH MINISTRIES,PO BOX 10451,SWANZEY,NH,3446,3,198306,15,5994000,1,-8044650.945779177,5293069.393757488
OSSIPEE VALLEY BIBLE CHURCH,2205 RTE 16,WEST OSSIPEE,NH,3890,9,195809,10,0,5,-7926413.059952589,5437929.752399596
CHRISTIAN SCIENCE SOCIETY NEW LONDON NH,PO BOX 1115,NEW LONDON,NH,3257,9,0,10,0,5,-8014807.748770367,5376488.500716983
SALEM BIBLE CHURCH,1 ERMER RD,SALEM,NH,3079,3,198306,10,1006000,1,-7928166.341932585,5288345.63431707
GRACE ASSEMBLY OF GOD,199 ZION HILL RD,SALEM,NH,3079,9,196408,10,1002029,5,-7929890.346886503,5285421.755730654
CONGREGATIONAL CHURCH IN CANDIA,PO BOX 62,CANDIA,NH,3034,3,199302,10,1006030,1,-7939702.3807634935,5317782.145231499
BETHANY COVENANT CHURCH-BEDFORD NH,1 COVENANT WAY,BEDFORD,NH,3110,9,197507,10,1000000,5,-7963103.741479073,5300810.084139884
CHURCH OF CHRIST,LOCAL,BROOKLINE,NH,3033,9,196406,10,0,5,-7977536.64741889,5271891.118961314
GRACE PRESBYTERIAN CHURCH,174 PROVINCE ST,LACONIA,NH,3246,9,197404,10,1000000,1,-7954894.1516720485,5391123.653125987
GRACE MINISTRIES INTERNATIONAL INC,263 ROUTE 125,BRENTWOOD,NH,3833,6,193912,10,1000000,1,-7912671.670689574,5310462.652406546
ANTRIM BAPTIST CHURCH,85 MAIN STREET,ANTRIM,NH,3440,9,195504,10,1000000,5,-8008143.162176066,5316737.240240604
CHRISTIAN LIFE FELLOWSHIP OF THE CHRISTIAN AND MISSIONARY ALLIANCE,PO BOX 10357,SWANZEY,NH,3446,9,197205,10,1000000,5,-8044650.945779177,5293069.393757488
NEW LIFE CENTER INC,644 CROSS COUNTRY RD,PEMBROKE,NH,3275,3,200401,16,0,1,-7952655.182753727,5341604.505201603
FAITH COMMUNITY BIBLE CHURCH OF LOUDON NH,334 N VILLAGE RD,LOUDON,NH,3307,9,196504,10,59927602,5,-7956667.91643835,5358844.810683316
LIGHT OF THE WORLD MINISTRIES,PO BOX 982,NASHUA,NH,3061,3,198705,10,1000000,1,-7955102.541758813,5275398.891991775
GOOD SHEPHARD LUTHERAN CHURCH,RR 101 W,PETERBOROUGH,NH,3458,9,194107,10,1029000,5,-8008248.0251363935,5291426.704378962
FAITH BIBLE CHAPEL,10 WELLS AVE,SALEM,NH,3079,3,198908,10,1000000,1,-7925504.136310266,5281234.640997042
CHRISTS CHURCH OF AMHERST,58 MERRIMACK RD,AMHERST,NH,3031,3,198706,10,1000000,1,-7972687.013802481,5287165.104091707
MESSIAH LUTHERAN CHURCH,PO BOX 488,AMHERST,NH,3031,9,198804,10,1000000,1,-7972485.97080211,5292614.91034487
UNITED METHODIST CHURCH OF PETERBOROUGH INC,43 CONCORD ST,PETERBOROUGH,NH,3458,9,197410,10,1919000,5,-8009102.179589253,5293707.10516109
NEW TESTAMENT CHRISTIAN FELLOWSHIP,522 PINE ST # 526,MANCHESTER,NH,3104,3,198706,10,1029007,1,-7954886.025349223,5311518.728166828
GRACE FELLOWSHIP OF NASHUA INC,8 FRANKLIN ST,NASHUA,NH,3064,3,199108,10,1007000,1,-7955686.078529552,5276125.319300185
SACRED HEART OF JESUS,15 HIGH ST,GREENVILLE,NH,3048,9,200702,15,0,5,-7994239.246456499,5276693.036101284
ST JOSEPH REGIONAL JR HIGH SCHOOL,148 BELMONT STREET FLR-2,MANCHESTER,NH,3103,9,194603,11,0,5,-7953219.795211027,5308413.697197279
PIONEER JR ACADEMY,13 MOUNT GILBOA RD,WESTMORELAND,NH,3467,9,194704,10,211029000,5,-8058481.390634822,5310666.279006792
LIVING WORD ASSEMBLY OF GOD,729 STAGE RD,GILMANTON IW,NH,3837,9,196408,10,1002029,5,-7937560.593760628,5373885.454905214
NEW HAMPSHIRE SATSANG SOCIETY INC,PO BOX 7096,NASHUA,NH,3060,9,197501,10,29000000,5,-7955478.133720751,5274949.963436162
MOUNTAIN VIEW BIBLE CHURCH,81 PAGE RD,DUBLIN,NH,3444,3,199405,10,1000000,1,-8019074.958810949,5293819.521864708
NEW LIFE ASSEMBLY OF GOD,475 WHITEFIELD RD,BETHLEHEM,NH,3574,9,196408,10,1002029,5,-7982427.135288424,5515288.898486999
FREEDOM IN CHRIST CHURCH,1084 OLD CLAREMONT RD,CHARLESTOWN,NH,3603,9,196402,10,1030059,5,-8060344.767591208,5350682.011852845
NEW BEGINNING FELLOWSHIP ASSEMBLY OF GOD,6 SPRUCE ST,NASHUA,NH,3060,9,196408,10,1002029,5,-7954663.831645598,5275636.782789364
ST CATHERINE SCHOOL,206 NORTH ST,MANCHESTER,NH,3104,9,194603,11,0,5,-7954444.866207209,5311668.3447379535
HIGHER GROUND MINISTRIES,PO BOX 123,W NOTTINGHAM,NH,3291,9,196402,10,1000000,5,-7919320.004638224,5339428.409908272
WORD OF LIFE CHRISTIAN FELLOWSHIP INC,PO BOX 2214,CONCORD,NH,3302,3,199810,10,29000000,1,-7962343.09539848,5343798.8254702585
SATSANG ASSOCIATION,169 D PLUMMER ROAD,GOFFSTOWN,NH,3045,3,198811,10,1000000,1,-7970572.611394358,5314931.433684525
NEW HOPE ASSEMBLY OF GOD,PO BOX 1002,MILFORD,NH,3055,9,196408,10,1002029,5,-7975747.854521337,5286988.401702755
SPIRITUAL ASSEMBLY OF THE BAHAIS OF MANCHESTER,PO BOX 5883,MANCHESTER,NH,3108,9,196506,10,0,1,-7952713.625486391,5304245.804367997
SPIRITUAL ASSEMBLY OF THE BAHAIS OF NASHUA,PO BOX 139,NASHUA,NH,3061,9,199505,10,1000000,1,-7955102.541758813,5275398.891991775
THE TOLLES STREET MISSION,52 WHITNEY ST,NASHUA,NH,3064,9,197001,10,2006007,5,-7954882.463125513,5276333.356837288
LUTHERAN CHURCH OF THE NATIVITY,PO BOX 1638,NORTH CONWAY,NH,3860,9,198804,10,1000000,1,-7917176.325204019,5473493.76195285
PRAISE ASSEMBLY OF GOD,PO BOX 322,TILTON,NH,3276,9,196408,10,1002029,5,-7969842.35553475,5379774.689600234
FAITH RIVER CHURCH,413 MAPLE ST,NEWPORT,NH,3773,9,196402,10,0,5,-8033044.664349578,5367512.7140615955
LUBAVITCH OF NEW HAMPSHIRE,7 CAMELOT PL,MANCHESTER,NH,3104,3,199105,10,1000000,1,-7955915.5080000805,5317238.889709958
CHRISTS INTERCESSORY MINISTRIES,PO BOX 16182,HOOKSETT,NH,3106,3,199306,10,1029000,1,-7952287.828434105,5316614.192509636
CAPITOL CHRISTIAN SCHOOL,310 SHEEP DAVIS RD,CONCORD,NH,3301,9,194704,10,211029000,5,-7956634.075313145,5346915.80447316
BAHAIS OF LEBANON,51 WELLINGTON CIR,LEBANON,NH,3766,9,199505,10,1000000,1,-8045572.337204469,5408526.873451659
BAHAIS OF KEENE,91 WILSON ST,KEENE,NH,3431,9,199505,10,1000000,1,-8046163.555020073,5301171.615525938
MOVEMENT CHRISTIAN CHURCH,27 DEPOT ST,MERRIMACK,NH,3054,3,199205,10,1029000,1,-7956364.459506449,5293948.043153369
WORD RADIO EDUCATIONAL FOUNDATION,PO BOX 398,NEW DURHAM,NH,3855,3,200707,15,0,1,-7921981.5423436,5378306.131158522
INREACH MINISTRIES,55 WASHINGTON ST,LACONIA,NH,3246,3,199711,10,0,1,-7955842.705053096,5396203.162741301
INFANT JESUS SCHOOL,3 CROWN ST,NASHUA,NH,3060,9,194603,11,0,5,-7954052.46500216,5275482.888436893
FAMILY BIBLE CHURCH,PO BOX 7858,LOUDON,NH,3307,9,195809,10,0,1,-7956646.654415606,5362148.940197463
CORNERSTONE CHRISTIAN FELLOWSHIP,PO BOX 321,LACONIA,NH,3247,3,199307,10,1994000,1,-7955886.230974,5392698.187381965
ETZ HAYIM SYNAGOGUE GENERAL FUND,1 1/2 HOOD RD,DERRY,NH,3038,3,200004,10,0,1,-7939110.272391959,5294828.446173236
