State,County,Males,Females,Under 6 Years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and older,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),Under $25K,$25K to $49K,$50K to $74K,$75K to $99K,$100K and over,Employed,Unemployed,Not in labor force,Insured,Uninsured,CensusObjectID
Alaska,Juneau,15815,15491,2275,4817,2829,3978,4287,4248,4550,2950,1372,20865,238,3144,2177,371,358,4153,2077,19956,2116,2567,5117,5299,15989,15384,678,3830,28377,2929,482
Alaska,Kenai Peninsula,29709,28021,4083,9945,4086,6631,6673,7082,9187,6867,3176,47265,287,4368,968,172,872,3798,2459,45965,6748,8718,10737,7870,23063,22223,1958,9478,49687,8043,494
Alaska,Ketchikan Gateway,6891,6655,895,2249,1094,1625,1680,1762,2132,1415,694,8798,94,2006,1145,24,172,1307,720,8543,1179,1986,2289,1860,6113,6405,401,1487,12246,1300,514
Alaska,Kodiak Island,6480,6095,1240,2297,1000,1707,1750,1384,1813,952,432,6447,33,1661,3059,31,141,1203,1110,5760,852,1115,2161,1802,6491,5948,377,1329,10449,2126,533
Alaska,Wade Hampton,4468,3813,1229,2274,881,1158,742,760,754,336,147,267,37,7711,7,6,58,195,94,264,1904,2550,1511,810,1188,2103,617,1575,6787,1494,725
Alaska,Lake and Peninsula,530,626,93,226,130,159,164,106,156,79,43,281,80,679,26,3,1,86,3,279,170,252,204,172,246,462,115,138,857,299,544
Alaska,Matanuska-Susitna,53817,51427,9038,21006,8709,12894,13837,12958,14014,8757,4031,86560,1405,6042,1570,278,635,8754,5472,82966,9844,13639,17115,15008,49178,40201,4360,17851,90380,14864,556
Alaska,Nome,5030,4740,1146,2445,972,1303,1122,1019,1014,545,204,1392,70,7543,261,2,12,490,187,1336,1254,1720,1955,1365,3063,3453,753,1224,7904,1866,571
Alaska,North Slope,5666,3691,821,1722,747,1543,1185,1265,1401,513,160,2672,146,4930,545,203,128,733,380,2617,624,885,914,858,3212,4804,540,797,7528,1829,614
Alaska,Northwest Arctic,4205,3481,967,1899,671,1139,785,881,751,382,211,889,78,6298,91,8,17,305,191,800,1052,1508,1312,835,2549,2521,492,1214,5904,1782,638
Alaska,Petersburg,1654,1617,207,382,227,342,293,377,558,555,330,2201,66,225,476,6,12,285,253,1977,281,545,705,430,1241,1429,56,312,2854,417,645
Alaska,Prince of Wales-Hyder,3469,2869,462,1076,423,677,690,856,1054,792,308,2989,35,2489,98,40,17,670,243,2848,1009,1406,1097,853,1865,2484,269,947,4946,1392,669
Alaska,Sitka,4076,4092,492,1431,525,1037,1081,1052,1208,845,497,5161,52,966,649,13,58,1269,573,4916,637,971,1500,1428,3485,3889,202,812,6983,1185,679
Alaska,Skagway,655,645,72,115,85,235,209,236,180,131,37,1027,58,59,34,0,3,119,52,996,19,159,230,171,539,759,86,100,1126,174,683
Alaska,Southeast Fairbanks,3677,3144,611,1304,417,889,807,869,944,671,309,5147,61,969,194,14,159,277,414,4988,903,1087,1064,1066,2461,2528,292,1106,5678,1143,690
Alaska,Wrangell,1349,1142,156,404,120,278,214,318,435,301,265,1623,8,568,42,32,10,208,97,1602,242,610,495,325,786,919,66,380,2110,381,733
Alaska,Yakutat,354,243,71,70,33,114,80,81,64,61,23,230,34,172,50,2,10,99,93,193,36,68,142,121,163,263,25,84,479,118,744
Alaska,Yukon-Koyukuk,2746,2527,507,1028,420,652,597,542,744,569,214,1155,4,3700,32,2,10,370,132,1105,1116,1196,1050,641,882,1922,352,681,4078,1195,753
Alabama,Autauga,26244,28309,3968,9836,4517,6119,6895,7727,7122,4940,3429,41224,10746,155,634,24,365,1405,1563,40272,9778,10150,9280,7912,17232,23261,675,8444,50208,4345,5
Alabama,Baldwin,103821,111848,14142,35099,16384,20729,25757,28361,31265,26686,17246,184635,18558,1463,2012,10,3389,5602,9918,179089,23865,44253,36592,33526,76781,89043,3585,29868,195168,20501,20
Alabama,Barbour,10362,11754,1564,3891,1893,2534,2226,2612,2854,2741,1801,10529,10222,43,116,1,777,428,998,10342,7429,4968,3610,2217,3892,7790,610,3719,19754,2362,25
Alabama,Bibb,10507,10241,1374,3449,1662,2511,2686,2869,2676,2090,1431,16434,4172,2,56,0,0,84,540,15988,4076,4549,4019,3351,4722,7666,604,4134,18870,1878,29
Alabama,Blount,28418,28856,4228,9753,5023,5738,6984,7583,7828,5916,4221,53934,672,55,236,55,1029,1293,5354,49728,9634,13220,12078,7505,14710,21233,1157,10766,51528,5746,33
Alabama,Bullock,5274,4517,726,1905,912,811,1114,1400,1391,977,555,2532,6749,0,137,0,318,55,817,2031,3169,1750,2039,776,2006,3601,92,1935,8766,1025,37
Alabama,Butler,8913,10537,1404,3175,1581,2004,2452,2160,2721,2430,1523,9964,8738,66,261,0,98,323,290,9906,4267,5291,3309,2312,4227,7377,520,3021,17477,1973,39
Alabama,Calhoun,53847,58886,7953,18651,9692,13454,13399,14090,15701,11919,7874,82689,23775,358,920,327,1868,2796,4319,81021,19556,26489,21998,15423,27568,44238,3159,18939,101473,11260,43
Alabama,Chambers,15751,17270,2363,4844,2956,3621,3672,4454,4772,3917,2422,18802,13197,63,368,9,264,318,838,18205,5931,8988,6640,5273,6037,13663,521,5291,29976,3045,47
Alabama,Cherokee,12760,13008,1299,3909,1977,2235,2835,3617,4091,3532,2273,23766,1187,150,26,0,212,427,432,23575,4538,6971,5302,3175,5775,9551,429,4775,23310,2458,51
Alabama,Chilton,21306,22505,3304,7728,3529,4988,5631,5649,5802,4310,2870,36019,4180,504,195,0,1571,1342,3416,35042,8049,9373,10244,6998,9054,16734,1081,7784,38666,5145,56
Alabama,Choctaw,5975,6655,758,1994,886,1289,1211,1666,1949,1625,1252,7168,5358,7,25,0,11,61,69,7115,3165,3324,1435,1570,3090,4043,290,2668,11357,1273,58
Alabama,Clarke,11212,12372,1542,3886,2091,2202,2776,3101,3392,2566,2028,12342,10824,18,109,0,47,244,140,12293,6530,5472,4158,2208,5128,7543,904,5115,21309,2275,61
Alabama,Clay,6304,6745,831,2213,1001,1327,1463,1727,1972,1502,1013,10875,1994,20,33,0,6,121,410,10490,2312,3933,2688,1545,2571,4963,284,2243,11941,1108,65
Alabama,Cleburne,7134,7605,1097,2488,944,1555,1639,2054,1969,1788,1205,13779,363,18,1,0,281,297,367,13682,3054,2915,3409,2350,3001,5419,163,2579,12948,1791,67
Alabama,Coffee,24369,26142,3585,9508,3596,5907,6003,6773,6532,5158,3449,37592,8675,523,838,0,623,2260,3813,35092,8853,10942,9624,6387,14655,19967,1171,7673,45180,5331,70
Alabama,Colbert,26214,28289,3556,8570,4537,5721,6448,7328,7700,6143,4500,42902,8838,313,282,57,985,1126,1591,42499,10351,11667,11762,9279,11407,21756,843,9135,50780,3723,73
Alabama,Conecuh,5914,6262,567,2149,759,1261,1309,1493,1867,1708,1063,6164,5844,20,70,0,0,78,59,6105,2790,4460,1915,1640,1371,3663,339,2687,10913,1263,80
Alabama,Coosa,5141,5138,521,1331,646,774,1256,1440,1844,1504,963,6869,3233,32,0,0,68,77,137,6741,1846,3075,2034,1287,2037,3894,72,1994,9566,713,82
Alabama,Covington,17683,18878,2582,5893,2808,3571,4036,4680,5332,4325,3334,30869,4579,73,245,32,133,630,657,30444,7677,8733,6547,5632,7766,13609,1138,5680,32635,3926,88
Alabama,Crenshaw,6490,7096,918,2301,1120,1405,1619,1750,1953,1582,938,9671,3246,104,183,8,58,316,305,9555,2746,3937,2091,1768,3044,5186,206,2455,12487,1099,90
Alabama,Cullman,40526,41932,6239,13495,6611,8953,9913,10941,11306,8893,6107,77544,828,295,304,0,758,2729,3658,75430,12636,19724,17836,12754,19130,32602,1479,13643,72889,9569,98
Alabama,Dale,21584,24584,3824,7989,3486,5039,5589,5758,6379,4869,3235,32969,9787,401,572,0,1065,1374,2948,31547,10812,10918,9377,5996,9054,15949,1461,8841,41178,4990,101
Alabama,Dallas,17470,20462,3176,6585,3217,3987,4207,4483,5545,4066,2666,10298,27134,48,250,11,1,190,108,10238,11856,10047,7015,3067,5634,12622,1539,7278,34059,3873,110
Alabama,DeKalb,34841,35788,5156,12974,5791,7510,8882,9190,9389,7204,4533,59919,955,850,76,92,6229,2508,10503,56689,15611,19321,15133,8074,12273,27703,1224,11835,60946,9683,112
Alabama,Elmore,35558,40865,5599,13271,6339,9410,8986,10188,10396,7503,4731,58635,14810,165,690,0,571,1552,2281,57255,9076,15217,15186,11783,25160,32692,1296,11331,70826,5597,118
Alabama,Escambia,15733,18040,2519,6318,2587,3752,3685,4084,4413,3587,2828,21682,9914,1391,90,43,137,516,800,21052,9464,9491,6011,3517,5257,11402,1362,5757,29786,3987,122
Alabama,Etowah,49169,52758,6949,16480,8266,10991,12718,13681,13828,11514,7500,80709,16324,529,808,3,1300,2254,4187,79108,19375,24402,19365,15687,22564,39182,2400,17902,90239,11688,131
Alabama,Fayette,7959,8259,1139,2532,1396,1553,1795,2086,2375,1982,1360,13747,1960,0,108,4,1,398,89,13684,4120,3606,3098,2943,2325,5812,533,2860,14902,1316,134
Alabama,Franklin,15586,15818,2662,5529,2911,3528,3658,4103,3920,2955,2138,25859,1219,325,273,6,3175,547,5583,23954,7162,7736,5752,5109,5616,12060,573,5487,27745,3659,138
Alabama,Geneva,12646,13461,1780,4274,1826,2673,2930,3648,3753,2997,2226,22458,2622,312,42,10,266,397,1075,21735,6325,6828,4283,3640,5022,9827,380,4623,23044,3063,140
Alabama,Greene,3868,4299,570,1252,798,774,790,889,1302,982,810,1408,6457,38,0,0,39,225,221,1396,3423,2355,851,790,695,2214,348,1991,6813,1354,148
Alabama,Hale,6911,7632,1280,2536,1209,1568,1397,1706,2115,1613,1119,5564,8619,0,28,0,15,317,10,5564,4374,3309,2539,1406,2915,4907,469,2619,13343,1200,150
Alabama,Henry,8115,8688,1008,2833,1212,1410,2097,2172,2424,2299,1348,11802,4434,34,73,36,145,279,424,11687,3227,3561,3423,2337,4237,6166,348,2801,15487,1316,158
Alabama,Houston,49793,54506,7695,17753,8221,12112,12794,13334,13994,10797,7599,71184,28395,290,994,16,682,2738,3536,68679,20807,23681,18832,13763,26960,40561,2435,17459,92384,11915,160
Alabama,Jackson,25044,26231,3203,8209,3896,5147,6262,6893,7522,6025,4118,46815,1826,559,220,35,438,1382,1519,45817,10511,14278,10504,6136,9690,17836,988,10896,46097,5178,164
Alabama,Jefferson,307469,344616,50309,108877,58444,85333,82564,79445,85528,60943,40642,335494,279423,1127,10313,187,10927,14614,25676,323529,109233,134019,110866,80776,207558,278258,17791,95265,593386,58699,171
Alabama,Lamar,6744,6940,874,2318,1044,1299,1537,1703,1996,1623,1290,12015,1452,12,21,0,50,134,240,11814,2991,3246,2611,1550,3265,4924,229,2426,12923,761,174
Alabama,Lauderdale,44128,47784,5874,13625,10297,9985,10085,11465,12464,10480,7637,79068,9319,328,581,64,287,2265,2553,77346,15131,22444,16776,14359,21945,37788,1776,14732,83661,8251,176
Alabama,Lawrence,15651,17051,2089,5434,2525,3538,3683,4675,4920,3550,2288,25620,3437,1961,40,22,163,1459,745,25046,5942,8815,6349,3806,7790,12144,390,6807,29679,3023,181
Alabama,Lee,79545,82715,11372,27117,28548,19810,19445,18970,17509,12340,7149,113092,36836,348,7100,7,1230,3647,6018,108923,32362,29581,26235,20754,47981,70961,3305,30016,149578,12682,187
Alabama,Limestone,45584,48325,6599,16429,6916,11188,11915,13729,12628,8824,5681,74880,11891,892,1412,43,2035,2756,5703,71938,12994,18052,16025,16390,30420,39282,2066,15028,85818,8091,197
Alabama,Lowndes,4658,5169,797,1484,861,1093,1006,1267,1492,1025,802,2430,7368,12,0,0,0,17,37,2416,3212,2570,1487,882,1676,3269,356,2094,9010,817,205
Alabama,Macon,8186,10005,1021,2682,2909,1852,1580,2068,2482,2158,1439,2887,15031,15,36,0,12,210,80,2860,4724,4334,2491,1797,2888,6379,822,3690,16560,1631,210
Alabama,Madison,175633,186670,25681,59622,34934,44430,43769,48618,51017,31783,22449,244245,88549,2073,9609,306,5693,11828,18194,233748,48189,61862,53865,47571,146215,168101,7509,47158,333059,29244,217
Alabama,Marengo,8892,10026,1533,3109,1539,1952,2058,2371,2738,2098,1520,8841,9773,13,9,0,43,239,484,8504,5624,3053,3515,2240,4468,6240,516,3902,17309,1609,220
Alabama,Marion,14415,14915,1694,4927,2093,3074,3256,4221,4068,3358,2639,27178,980,136,18,0,481,537,766,26893,6509,7917,6657,3810,4377,10738,635,5339,26318,3012,224
Alabama,Marshall,47122,48178,7890,17182,7827,10604,11235,12273,12322,9588,6379,86033,2740,371,615,36,1925,3580,13596,76617,17720,22822,19120,13259,22172,36776,1361,16124,83736,11564,231
Alabama,Mobile,193508,215433,32107,70462,37205,50529,48455,49897,54424,39961,25901,237267,147476,2717,7711,61,4606,9103,11898,231142,80444,92227,78687,53411,100970,161743,9456,69311,363119,45822,240
Alabama,Monroe,9975,10793,1282,3631,1728,1802,2421,2691,3131,2389,1693,11282,8823,286,125,12,22,218,74,11230,5887,4357,3914,2811,3786,6186,973,4614,18228,2540,250
Alabama,Montgomery,102292,118660,18480,37787,22661,27262,26962,26595,28024,19859,13322,75762,128866,471,6828,10,2905,6110,7639,72520,42952,49489,40148,26854,58268,90150,6140,35214,198675,22277,256
Alabama,Morgan,57545,59957,8361,20261,9340,13051,14128,15836,16251,12014,8260,92563,14567,506,661,196,4927,4082,10000,88672,20099,24654,22661,17697,32263,47845,2285,18476,105575,11927,262
Alabama,Perry,4278,4674,553,1984,922,547,1041,1059,1171,1116,559,2612,6225,0,8,0,103,4,178,2601,4061,1905,1224,330,776,2094,250,2396,8064,888,264
Alabama,Pickens,9515,8898,1384,2782,1676,1681,2040,2386,2730,2127,1607,10384,7705,1,0,0,95,228,258,10245,4924,4651,3096,2163,3436,6567,554,3392,16685,1728,273
Alabama,Pike,15857,17137,2263,4802,7204,3502,3181,3446,3609,2898,2089,18998,12367,121,715,3,41,749,764,18359,8134,7349,5055,3014,7808,12933,659,7350,30043,2951,279
Alabama,Randolph,10900,11584,1550,3497,1899,2202,2494,2974,3325,2676,1867,17412,4234,99,49,0,176,514,659,16916,4654,5182,4821,2209,5368,7941,366,4587,20394,2090,284
Alabama,Russell,26299,29884,5015,9699,4704,6918,6900,7438,7393,5015,3101,26510,25512,85,676,30,1512,1858,3174,24987,14635,12270,12678,6322,10175,21551,1242,10560,50094,6089,288
Alabama,St. Clair,42259,44545,6358,14624,6369,10167,11088,11780,11742,8979,5697,76452,7259,482,636,18,722,1235,2155,75218,11062,15721,18139,13520,28142,36873,1879,12394,79645,7159,292
Alabama,Shelby,103296,111242,14995,38743,17431,23089,29506,30137,27826,20523,12288,171531,25649,788,4231,43,5802,6494,12206,166446,17307,28699,34902,31530,100535,99090,3639,25260,201408,13130,298
Alabama,Sumter,5688,6771,763,2137,2232,939,1180,1292,1725,1256,935,3112,8932,5,247,0,39,124,146,3053,4785,2509,1704,1210,1567,4026,366,2976,11034,1425,303
Alabama,Talladega,36490,40696,5125,12603,6537,8632,9101,10344,10981,8498,5365,49416,24496,280,423,151,712,1708,1715,48600,16845,18617,14126,10681,16400,29869,1965,13761,70111,7075,306
Alabama,Tallapoosa,19231,20698,2886,5980,3050,4110,4097,5289,6217,5154,3146,27983,10941,46,167,0,301,491,978,27549,8531,8391,9543,5957,7381,14164,1629,6970,36541,3388,308
Alabama,Tuscaloosa,99600,107693,15233,34472,32303,26485,24629,23326,23751,16854,10240,131484,66579,453,3425,45,1775,3532,7952,126699,36045,41998,34776,27880,58090,89892,5413,35189,192825,14468,313
Alabama,Walker,30914,32152,4723,9962,5196,6712,7129,8298,8942,7290,4814,56534,3730,188,238,0,652,1724,1657,55719,12682,15316,11744,10250,12856,23231,1794,11252,55875,7191,317
Alabama,Washington,8017,8197,930,2713,1898,1220,1530,2445,2300,2011,1167,10681,3940,1223,30,0,25,315,141,10553,3283,4127,2379,1369,5041,5290,386,3717,14668,1546,319
Alabama,Wilcox,4660,5636,727,1954,878,1051,1096,1194,1402,1190,804,2779,7251,12,4,0,0,250,46,2737,3352,2867,1378,1063,1631,3011,448,2162,9260,1036,326
Alabama,Winston,11447,11909,1525,3559,1569,2300,2525,3204,3708,2954,2012,22363,158,71,89,0,261,414,737,21887,5542,5989,4963,2627,4179,8644,520,4142,20553,2803,332
Arkansas,Arkansas,8396,9128,1384,2974,1272,1767,2116,2171,2548,1969,1323,12490,4410,102,10,0,119,393,591,12072,3447,3383,4497,2200,3976,7147,377,2350,16603,921,46
Arkansas,Ashley,9584,10275,1381,3449,1773,1629,2276,2548,2745,2393,1665,14352,4937,2,34,92,218,224,1120,13495,4861,4930,3617,3192,3227,6903,288,3780,18338,1521,50
Arkansas,Baxter,20137,21208,2031,5408,2669,3418,3933,4659,6435,6718,6074,39284,52,208,164,17,358,1262,1009,38582,7309,12606,9229,5071,7063,13776,818,6520,38955,2390,54
Arkansas,Benton,135171,136743,22667,52213,23421,35889,38986,33706,29077,21259,14696,222829,4158,3258,10867,1797,7850,21155,45747,190807,24802,44236,54021,43321,104179,124882,2788,33409,248221,23693,59
Arkansas,Boone,18272,18832,2831,6031,2728,3949,4144,4797,4991,4465,3168,35570,52,251,274,0,103,854,953,34789,6325,9399,7604,6011,7676,14738,704,5167,34573,2531,62
Arkansas,Bradley,5063,5649,778,1992,701,1038,1628,1326,1341,1026,882,7162,2942,357,7,0,61,183,1662,5920,2262,2815,1803,1557,2173,3752,229,2053,9552,1160,68
Arkansas,Calhoun,2545,2576,245,792,433,510,563,629,858,585,506,3814,1130,0,0,15,9,153,216,3695,850,1194,1155,597,1234,1792,174,1027,4695,426,72
Arkansas,Carroll,13854,13985,1992,4494,1881,2766,2859,3322,4177,3972,2376,24854,233,338,384,277,477,1276,4237,21779,4657,6052,7203,3809,6061,10370,386,4249,24634,3205,74
Arkansas,Chicot,4548,5201,692,1772,715,888,941,1109,1561,1076,995,3995,5431,0,63,0,42,218,573,3605,3257,2665,1928,713,1134,2836,399,1979,8715,1034,77
Arkansas,Clark,10470,11560,1367,3819,4421,2068,2039,2315,2541,1983,1477,15385,5346,44,142,12,665,436,1075,14989,5282,4055,3490,3063,4014,9006,300,4078,20041,1989,86
Arkansas,Clay,7157,7449,954,2421,1045,1509,1702,1859,2021,1700,1395,13986,35,57,4,0,208,316,325,13876,3523,4121,2773,2108,2081,5507,319,2310,13754,852,93
Arkansas,Cleburne,12360,12398,1436,3631,1453,2250,2672,2935,3887,3530,2964,23815,194,222,83,0,7,437,603,23262,4112,7209,5754,3522,4153,8792,457,3948,22875,1883,97
Arkansas,Cleveland,3808,4164,462,1490,503,756,929,1082,1169,985,596,6735,1068,23,0,0,0,146,0,6735,1624,2146,1329,1385,1488,2994,90,1355,7681,291,103
Arkansas,Columbia,11123,12089,1734,3551,3875,2352,2512,2482,2838,2114,1754,14132,8441,35,192,0,213,199,630,13723,6017,5381,4157,2183,4085,8338,558,5163,21515,1697,107
Arkansas,Conway,10266,10542,1393,3654,1461,2212,2328,2800,3006,2245,1709,17725,2105,90,102,0,3,783,841,16930,4923,4753,3786,2860,4378,8151,655,3001,19621,1187,109
Arkansas,Craighead,52800,55212,9165,19244,12214,14775,14106,12241,11886,8486,5895,83880,16370,207,1450,0,2192,3913,5583,80747,18918,24758,19469,14402,27715,47415,2535,15272,98761,9251,114
Arkansas,Crawford,30675,31746,4744,11495,4920,7196,7453,8019,8334,6006,4254,54747,974,1204,1030,16,1861,2589,4989,52262,12173,15290,12578,8486,13816,23913,1194,10815,57177,5244,115
Arkansas,Crittenden,22730,25174,4671,9162,4428,5594,5647,5944,6008,3926,2524,20454,23242,87,355,22,100,3644,1311,19746,12046,11432,7472,6491,10286,18991,1835,6795,44058,3846,119
Arkansas,Cross,7884,8471,1322,2897,1095,1773,2040,2077,2215,1836,1100,12046,2914,32,7,0,10,1346,335,11793,3134,4151,2848,2728,3494,6630,478,2092,15104,1251,124
Arkansas,Dallas,2983,3391,379,813,368,714,611,821,1090,910,668,3353,2917,0,0,28,0,76,34,3322,1476,1599,1439,718,1142,2563,210,831,5885,489,128
Arkansas,Desha,5280,6192,896,2280,688,1198,1352,1266,1668,1255,869,5565,5471,40,46,0,176,174,734,5079,3257,3444,2358,1171,1223,3833,154,2185,10586,886,130
Arkansas,Drew,8729,9115,1256,3175,2122,2049,1863,1981,2293,1830,1275,12226,5084,0,5,0,200,329,630,11815,4693,3129,2627,2621,4169,6939,216,3153,16990,854,136
Arkansas,Faulkner,59770,63647,8984,22015,18027,16028,15372,14242,13529,9352,5868,100847,14168,453,1423,167,2297,4062,5145,98321,19022,27605,20699,16126,36096,55869,1761,19568,113175,10242,141
Arkansas,Franklin,8696,8811,1167,3019,1544,1758,2033,2191,2458,1964,1373,16377,93,287,133,59,171,387,566,16047,4402,4414,3178,3051,2365,6391,370,3223,16560,947,144
Arkansas,Fulton,5953,6172,740,1909,853,915,1202,1490,1937,1747,1332,11479,29,112,16,26,9,454,70,11463,3141,3245,1966,1615,2144,3699,220,2478,10808,1317,146
Arkansas,Garland,46796,51001,6259,14720,6829,10040,10995,11657,14309,13093,9895,83303,7994,964,810,39,1759,2928,5659,79800,17885,23499,23366,13573,18602,36459,2490,14881,87942,9855,151
Arkansas,Grant,8949,9101,1256,3015,1355,2031,2217,2523,2557,1826,1270,16975,454,20,0,29,72,500,518,16703,2592,2962,3596,2898,6002,7592,214,2877,17052,998,155
Arkansas,Greene,21837,22841,3876,7674,4016,5263,5552,5877,5398,4128,2894,41898,971,122,169,21,331,1166,1290,40991,8287,10712,9770,6240,9478,17661,1241,7204,41353,3325,162
Arkansas,Hempstead,9890,11547,1722,4079,1730,1978,2568,2613,2961,2138,1648,12070,6455,119,28,73,2150,542,2785,11604,4021,5728,4776,2946,3845,7775,337,3738,19412,2025,172
Arkansas,Hot Spring,15602,15867,1983,5587,2184,3653,3658,3893,4411,3697,2403,27358,3007,85,54,0,241,724,1066,26588,5789,7796,7552,4134,6198,12113,756,4930,29286,2183,184
Arkansas,Howard,6274,6825,1072,2638,881,1225,1878,1532,1639,1298,936,8666,2690,57,116,17,1218,335,1680,8328,3298,3846,2393,1405,2147,4935,323,1897,11741,1358,191
Arkansas,Independence,18238,18810,2873,6672,3367,3724,4457,4604,5158,3641,2552,33280,673,104,305,0,1197,1489,2480,32570,6445,9179,7703,6075,7053,14621,657,6032,33879,3169,200
Arkansas,Izard,6179,6353,660,1847,951,978,1070,1667,2050,1826,1483,11888,0,112,0,0,23,509,279,11785,2613,3813,2512,1916,1649,3896,513,2307,11827,705,203
Arkansas,Jackson,7440,6863,1080,2442,1136,1435,1590,1716,2086,1722,1096,11099,1374,0,0,6,19,1805,427,11042,3811,4196,2821,1381,2076,4959,648,2356,13050,1253,209
Arkansas,Jefferson,29789,33569,4932,11261,6019,6688,6655,7725,8812,6914,4352,24062,36159,156,671,358,618,1334,1337,23422,15224,15919,12304,7635,10877,22906,2258,10735,59579,3779,213
Arkansas,Johnson,12912,13386,2062,4915,2269,2780,3200,3313,3501,2583,1675,23408,383,47,596,43,537,1284,3693,20750,5453,8417,5142,2890,3791,9661,345,5057,24313,1985,218
Arkansas,Lafayette,3283,3319,434,854,609,541,682,811,1120,863,688,3934,2375,20,50,0,110,113,196,3838,1824,2024,1212,620,922,2301,180,1282,6102,500,222
Arkansas,Lawrence,8124,8090,1149,2797,1454,1736,1857,2002,2191,1730,1298,15428,150,45,11,2,40,538,260,15272,3164,4261,4025,2181,2332,6014,426,2800,15149,1065,230
Arkansas,Lee,3573,3810,549,1147,673,690,743,930,1037,927,687,3081,4199,13,6,0,26,58,202,2932,2706,1390,1356,846,1070,2400,414,1259,6774,609,237
Arkansas,Lincoln,3531,4744,758,1479,518,738,679,1119,1154,1083,747,6470,1528,24,0,0,150,103,258,6357,1878,1648,2553,941,1255,2896,44,1268,7739,536,244
Arkansas,Little River,5822,6369,841,1975,896,1110,1683,1572,1585,1517,1012,9074,2363,133,41,0,232,348,455,8851,2558,2631,2418,1969,2615,4623,416,1807,11570,621,251
Arkansas,Logan,10558,10800,1554,3441,1597,2204,2433,2902,3035,2458,1734,19198,293,175,344,0,187,1161,656,18938,3769,6508,4794,2647,3290,8216,548,3407,20063,1295,258
Arkansas,Lonoke,34771,36741,5809,13785,5430,9133,9506,9469,8788,5892,3700,63124,3904,350,716,157,826,2435,3297,61132,10308,14109,13378,11308,22311,31088,1546,9692,66334,5178,268
Arkansas,Madison,8305,8011,1279,2799,999,2001,1741,2092,2333,1889,1183,15107,1,116,126,102,231,633,955,14427,3526,4515,2378,2619,3261,5870,515,2781,14839,1477,277
Arkansas,Marion,7974,8499,878,2274,873,1356,1503,1961,3053,2766,1809,15791,104,171,96,0,12,299,392,15447,3491,5677,3328,1801,2114,4960,332,3454,15509,964,282
Arkansas,Miller,20433,21798,3135,7589,3387,4939,5163,5459,5622,4201,2736,29490,10526,564,126,42,684,799,1422,28753,9160,10178,9033,4747,8981,15686,1270,7614,38471,3760,287
Arkansas,Mississippi,19635,21017,3655,7704,4080,4292,4907,4793,5355,3545,2321,24366,14330,9,195,34,488,1230,1805,23339,9797,9693,7807,3925,9376,16245,1436,5746,37588,3064,294
Arkansas,Monroe,3241,3559,536,1016,507,624,724,760,1104,862,667,3708,2871,47,16,0,31,127,75,3666,2133,1288,1196,1149,1034,2539,146,1034,6229,571,300
Arkansas,Montgomery,4426,4406,486,1270,557,737,837,1114,1481,1357,993,8148,16,98,34,0,273,263,384,8040,1959,2835,1721,727,1590,2992,219,1515,7867,965,304
Arkansas,Nevada,4084,4006,555,1370,661,704,876,1151,1207,925,641,5004,2869,21,5,1,0,190,1,5003,1943,1792,2808,803,729,2768,183,1648,7457,633,307
Arkansas,Newton,3810,3873,454,1215,511,627,725,939,1203,1256,753,7152,0,135,8,34,57,297,72,7146,1468,1905,1930,1189,1191,2361,143,1501,7343,340,311
Arkansas,Ouachita,10953,12297,1442,4105,1898,2249,2336,3040,3614,2647,1919,13085,9932,0,10,0,29,194,553,12749,5779,6788,4050,2913,3680,7955,654,4528,21808,1442,316
Arkansas,Perry,5252,4981,618,1710,681,1060,1331,1351,1482,1191,809,9487,265,14,6,0,167,294,304,9393,1918,2748,1727,1332,2460,3354,197,2354,9729,504,318
Arkansas,Phillips,8366,9582,1523,3271,1521,1864,1826,2030,2582,1969,1362,6217,11489,9,0,0,53,180,350,6020,6578,3431,3697,1761,2416,5721,957,3145,16594,1354,322
Arkansas,Pike,5210,5351,689,1723,949,942,1270,1425,1494,1183,886,9413,368,48,21,0,384,327,699,9129,2058,2808,2248,1161,2257,4259,151,1670,9656,905,327
Arkansas,Poinsett,11410,12000,1755,4201,1888,2590,2640,3147,3113,2468,1608,20384,850,18,11,0,256,1891,751,20076,5523,6313,5880,2559,3107,8640,432,4306,20942,2468,333
Arkansas,Polk,9700,10176,1341,3459,1305,1913,2175,2373,2822,2604,1884,17948,90,319,61,21,702,735,1307,17351,4745,5668,4053,2410,2988,6742,788,3058,17972,1904,337
Arkansas,Pope,31258,32043,4743,11147,8200,7310,7126,7312,7947,5610,3906,56626,1656,338,714,0,1730,2237,5873,52982,10251,17853,11688,5878,14826,24938,1331,11626,58689,4612,340
Arkansas,Prairie,3942,4060,559,1205,490,844,816,1043,1203,970,872,6871,928,10,14,0,40,139,144,6760,1330,2334,1900,1146,1292,3284,135,977,7471,531,345
Arkansas,Pulaski,183240,203353,31542,64273,34392,50554,49465,46869,50328,36493,22677,210196,143813,1365,8558,258,9522,12881,23825,198689,67842,82549,70014,49073,114916,168331,8895,54382,356144,30449,350
